;1970;1980;1990;1995;2000;2003;2004;2005;2006;2007;2008;2009
RU;118595;118070;74171;18033;8885;5697;5414;4867;5149;5104;4847;1882
RU-FOCE;42009;41840;24712;4777;2770;1758;1662;1448;1225;1041;1064;510
RU-FOSZ;8424;10129;3193;811;135;85;66;59;34;-;-;-
RU-FOYU;13576;13883;8609;1142;784;677;385;470;609;611;654;212
RU-FOPV;40316;37737;28234;6290;3422;2663;2807;2649;3045;3126;2836;1079
RU-FOUR;7957;8493;6238;3661;1039;430;355;173;186;203;232;77
RU-FOSI;4534;4151;2346;822;653;63;139;68;50;123;61;4
RU-FODV;1779;1837;839;530;82;21;-;-; -;-;-;-
