;тыс. шт.;1970;1980;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011
TRK;Тракторы на колесном ходу;47;106;92,6;10,8;6,9;6,3;3,1;3,4;3,4;4,5;5,5;7,7;11,2;6;;
TRG;Тракторы на гусеничном ходу;147;143;121;10,4;12,4;7,9;6;4,7;5;4,1;5,4;6,3;6,1;1,6;;
PLT;Плуги тракторные;87,5;60,8;85,7;4;2,8;3,1;2,3;1;1,3;2,4;1,3;2,1;3;1,5;;
KZU;Комбайны зерноуборочные;99,2;117;65,7;6,2;5,2;9,1;7,5;5,4;8,1;7,5;6,9;7,3;8,1;6,9;4,3;6,5
MRS;Металлорежущие станки;119;118;74,2;18;8,9;8,3;6,5;5,7;5,4;4,9;5,1;5,1;4,8;1,9;2;3,3
BDO;Бульдозеры;14,7;12,2;14,1;2,4;3;2,7;1,7;1,8;1,8;1,8;2,2;3,3;3,1;0,721;0,911;1,807
EXC;Экскаваторы;19,7;26,5;23,1;5,2;3,4;3,6;3,2;2,9;3,5;3,6;4;6,3;5,5;1,4;2,1;2,2
