NAS;Население;11
TRUD;Труд;11
UR;Уровень жизни населения;11
PRE;Преступность;11
BOG;Национальное богатство;11
PRO;Промышленность;11
SH;Сельское хозяйство;11
TRA;Транспорт;11
FIN;Финансы;11
VNE;Внешнеэкономическая деятельность;11
VVP;ВВП, Система национальных счетов;11
