Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;
 1. НАСЕЛЕНИЕ;;;;;;;;;;;;
1.8. ИЗМЕНЕНИЕ ЧИСЛЕННОСТИ НАСЕЛЕНИЯ1);;;;;;;;;;;;
"(прирост за год; в процентах)";;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;
Российская Федерация ;-0,4;0,02;0,1;0,2;0,2;0,2;0,2;0,2;0,1;;;
Центральный    федеральный округ;0,2;0,3;0,2;0,4;0,4;0,3;0,4;0,3;0,3;;;
Белгородская область;0,004;0,04;0,2;0,3;0,2;0,2;0,1;0,2;-0,2;;;
Брянская область;-1,2;-0,9;-0,9;-0,9;-0,9;-0,8;-0,6;-0,4;-0,8;;;
Владимирская область;-0,7;-0,6;-0,6;-0,7;-0,6;-0,5;-0,6;-0,5;-0,8;;;
Воронежская область;-0,2;-0,004;-0,1;-0,05;-0,1;0,1;0,1;0,1;-0,1;;;
Ивановская область;-1,3;-0,7;-0,6;-0,5;-0,6;-0,6;-0,7;-0,6;-0,8;;;
Калужская область;-0,4;-0,6;-0,1;-0,3;-0,1;0,6;-0,1;0,5;-0,2;;;
Костромская область;-1,7;-1,0;-0,7;-0,4;-0,4;-0,3;-0,4;-0,5;-0,7;;;
Курская область;-1,5;-0,8;-0,4;-0,2;-0,03;-0,1;0,2;0,3;-0,7;;;
Липецкая область;-0,4;-0,4;-0,5;-0,3;-0,2;-0,2;-0,2;0,01;-0,5;;;
Московская область;0,7;1,2;1,3;1,3;1,2;1,4;1,2;1,4;1,1;;;
Орловская область;-1,6;-1,0;-0,5;-0,7;-0,8;-0,6;-0,7;-0,6;-1,0;;;
Рязанская область;-0,9;-0,9;-0,3;-0,3;-0,3;-0,5;-0,5;-0,3;-0,5;;;
Смоленская область;-0,7;-1,0;-0,2;-0,5;-0,7;-0,3;-0,6;-0,6;-0,4;;;
Тамбовская область;-1,1;-0,9;-0,7;-0,6;-0,6;-0,6;-1,1;-0,9;-0,7;;;
Тверская область;-1,2;-1,1;-0,6;-0,6;-0,7;-0,8;-0,8;-0,6;-1,0;;;
