Тульская область;-1,0;-0,9;-0,4;-0,8;-0,7;-0,5;-0,5;-0,5;-0,5;;;
Ярославская область;-1,3;-0,7;0,002;0,1;0,01;-0,01;0,02;-0,1;-0,4;;;
г. Москва;1,8;1,4;0,6;1,0;1,1;0,7;1,1;0,4;1,0;;;
Северо-Западный федеральный округ;-0,6;0,2;0,3;0,4;0,6;0,3;0,1;0,3;0,4;;;
Республика Карелия;-2,0;-0,9;-0,5;-0,4;-0,4;-0,3;-0,4;-0,4;-0,7;;;
Республика Коми;-2,0;-1,4;-1,0;-1,0;-1,0;-0,9;-0,9;-0,7;-1,1;;;
Архангельская область;-1,3;-1,0;-0,9;-0,9;-0,9;-0,7;-0,8;-0,7;-0,9;;;
в том числе: ;;;;;;;;;;;;
Ненецкий автономный округ;0,02;-0,03;0,8;0,8;0,6;0,8;1,1;0,2;0,1;;;
Архангельская область   без автономного округа ;-1,4;-1,1;-1,0;-1,0;-0,9;-0,8;-0,9;-0,7;-1,0;;;
Вологодская область;-0,9;-0,6;-0,2;-0,2;-0,2;-0,2;-0,3;-0,3;-0,6;;;
Калинингpадская область;-0,6;0,3;0,5;0,8;0,9;0,6;0,8;1,0;0,8;;;
Ленинградская область;0,2;0,8;0,9;1,0;0,7;0,7;0,2;0,7;1,2;;;
Мурманская область;-2,0;-0,7;-0,8;-1,0;-1,2;-0,6;-0,5;-0,6;-0,5;;;
Новгородская область;-1,3;-1,1;-0,5;-0,6;-0,5;-0,6;-0,5;-0,5;-1,0;;;
Псковская область;-1,9;-1,6;-0,6;-0,8;-0,7;-0,8;-0,7;-0,7;-0,9;;;
г. Санкт-Петербург;0,6;1,4;1,1;1,5;2,1;1,2;0,7;1,1;1,3;;;
Южный              федеральный округ;-0,2;-0,02;0,2;0,2;0,4;0,3;0,4;0,4;0,1;;;
Республика Адыгея;-0,5;0,04;0,6;0,4;0,5;0,6;0,5;0,4;0,002;;;
Республика Калмыкия;0,1;-0,3;-0,8;-0,9;-0,7;-0,5;-0,7;-0,3;-0,9;;;
Республика Крым;;;;;;…;0,6;0,3;0,1;;;
Краснодарский край;0,2;0,3;1,0;0,9;1,4;0,9;1,1;1,0;0,6;;;
Астраханская область;-0,4;-0,1;0,5;-0,1;0,3;0,5;-0,3;0,02;-0,1;;;
Волгоградская область;-0,6;-0,3;-0,5;-0,5;-0,5;-0,5;-0,4;-0,4;-0,5;;;
Ростовская область;-0,5;-0,2;-0,3;-0,1;-0,2;-0,1;-0,1;-0,1;-0,3;;;
г. Севастополь;;;;;;…;4,3;3,0;1,8;;;
Северо-Кавказский     федеральный округ;0,5;0,9;0,6;0,5;0,5;0,7;0,6;0,6;0,5;;;
Республика Дагестан;1,5;1,6;0,6;0,5;0,6;0,9;0,8;0,9;0,7;;;
Республика Ингушетия ;-3,8;0,7;3,9;2,7;2,4;2,4;1,9;1,6;1,6;;;
Кабардино-Балкарская Республика;-1,3;0,03;-0,1;-0,01;-0,1;0,3;0,2;0,3;0,2;;;
Карачаево-Черкесская Республика;0,9;0,8;-0,6;-0,6;-0,4;-0,2;-0,3;-0,3;0,0;;;
Республика Северная Осетия - Алания;0,1;0,1;-0,5;-0,4;-0,3;0,2;-0,2;-0,1;-0,2;;;
Чеченская Республика ;1,7;2,0;2,1;1,7;1,6;1,8;1,7;1,5;1,6;;;
Ставропольский край;0,2;0,3;0,1;0,1;0,1;0,2;0,1;0,1;-0,1;;;
Приволжский     федеральный округ;-0,7;-0,4;-0,2;-0,1;-0,1;-0,1;-0,1;-0,1;-0,3;;;
Республика Башкортостан;-0,4;0,1;-0,2;-0,1;0,2;0,1;-0,02;-0,1;-0,1;;;
Республика Марий Эл;-0,7;-0,6;-0,4;-0,3;-0,2;-0,2;-0,2;-0,2;-0,3;;;
Республика Мордовия;-0,8;-0,7;-0,9;-0,8;-0,8;-0,4;-0,2;0,1;-0,4;;;
Республика Татарстан;-0,2;0,1;0,4;0,5;0,4;0,4;0,4;0,4;0,2;;;
Удмуртская Республика;-0,5;-0,3;-0,2;-0,03;-0,04;0,03;-0,02;-0,02;-0,2;;;
Чувашская Республика;-0,9;-0,4;-0,3;-0,3;-0,3;-0,2;-0,1;-0,1;-0,4;;;
Пермский край;-1,2;-0,6;-0,1;0,1;0,1;0,03;-0,1;-0,1;-0,3;;;
Кировская область;-1,8;-1,0;-0,8;-0,7;-0,6;-0,5;-0,5;-0,4;-0,7;;;
Нижегородская область;-1,0;-0,6;-0,3;-0,2;-0,3;-0,3;-0,3;-0,4;-0,4;;;
Оренбургская область;-1,4;-0,5;-0,4;-0,4;-0,4;-0,4;-0,3;-0,3;-0,6;;;
Пензенская область;-0,8;-0,6;-0,5;-0,6;-0,6;-0,4;-0,5;-0,5;-0,7;;;
Самарская область;0,01;-0,2;-0,04;-0,02;-0,1;0,05;-0,2;-0,1;-0,3;;;
Саратовская область;-0,9;-0,6;-0,4;-0,2;-0,3;-0,1;-0,2;-0,3;-0,7;;;
Ульяновская область;-1,1;-0,9;-0,6;-0,6;-0,5;-0,4;-0,4;-0,4;-0,5;;;
Уральский     федеральный округ;-0,6;-0,01;0,5;0,4;0,3;0,3;0,3;0,3;0,1;;;
Курганская область;-2,0;-1,1;-1,4;-1,2;-1,0;-0,8;-0,9;-0,9;-1,0;;;
Свердловская область;-0,9;-0,3;0,2;0,2;0,1;0,2;0,1;-0,02;-0,1;;;
Тюменская область;0,2;0,8;1,6;1,5;1,0;1,0;1,0;1,2;0,9;;;
в том числе:;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;0,4;1,0;1,6;1,5;0,8;0,9;0,9;1,2;0,5;;;
Ямало-Ненецкий автономный   округ;0,5;0,1;2,2;0,9;-0,4;0,1;-1,1;0,4;0,5;;;
Тюменская область   без автономных округов;-0,2;0,7;1,4;1,7;1,8;1,4;1,8;1,6;1,4;;;
Челябинская область;-0,7;-0,2;0,1;0,1;0,1;0,2;0,1;0,05;-0,3;;;
Сибирский   федеральный округ;-0,9;-0,2;0,05;0,1;0,1;0,1;0,1;0,01;-0,2;;;
Республика Алтай   ;-0,3;0,6;0,9;0,9;0,6;1,0;0,7;0,9;0,5;;;
Республика Бурятия;-0,4;0,2;-0,02;0,04;0,2;0,5;0,4;0,2;0,0;;;
Республика Тыва;-0,4;0,3;0,4;0,4;0,4;0,6;0,6;0,9;1,0;;;
Республика Хакасия;-0,8;-0,1;-0,03;0,2;0,2;0,3;0,2;0,2;0,0;;;
Алтайский край;-1,4;-0,6;-0,4;-0,4;-0,3;-0,2;-0,3;-0,5;-0,7;;;
Забайкальский край;-0,8;-0,3;-0,6;-0,4;-0,4;-0,3;-0,4;-0,4;-0,6;;;
Красноярский край;-1,1;-0,1;0,3;0,3;0,2;0,2;0,3;0,3;0,0;;;
Иркутская область;-1,3;-0,5;-0,1;-0,1;-0,2;-0,1;-0,1;-0,2;-0,2;;;
Кемеровская область;-1,0;-0,4;-0,4;-0,3;-0,3;-0,3;-0,3;-0,3;-0,5;;;
Новосибирская область;-0,4;0,2;0,8;0,8;0,8;0,6;0,6;0,6;0,3;;;
Омская область;-0,9;-0,4;-0,1;-0,04;-0,01;0,2;0,01;-0,3;-0,6;;;
Томская область;-0,5;0,8;0,9;0,6;0,6;0,4;0,2;0,2;-0,1;;;
Дальневосточный    федеральный округ;-1,2;-0,6;-0,3;-0,2;-0,4;-0,3;-0,3;-0,2;-0,3;;;
Республика Саха (Якутия);0,1;-0,01;-0,3;-0,03;-0,1;0,2;0,3;0,3;0,2;;;
Камчатский край;-2,1;-0,5;-0,5;0,1;-0,2;-0,8;-0,4;-0,4;0,3;;;
Приморский край;-1,1;-0,6;-0,2;-0,2;-0,4;-0,3;-0,2;-0,3;-0,5;;;
Хабаровский край;-1,5;-0,5;-0,03;-0,03;-0,2;-0,1;-0,3;-0,1;-0,4;;;
Амурская область;-1,5;-0,7;-0,9;-0,6;-0,7;-0,2;-0,5;-0,5;-0,4;;;
Магаданская область;-2,0;-1,6;-1,3;-1,4;-1,3;-1,5;-1,2;-0,5;-1,0;;;
Сахалинская область;-1,6;-0,9;-0,3;-0,4;-0,5;-0,5;-0,2;0,01;0,6;;;
Еврейская автономная область;-2,2;-0,7;-1,1;-1,0;-1,3;-1,2;-1,3;-1,1;-1,3;;;
Чукотский автономный округ;1,1;-1,6;1,3;-0,4;-0,4;-0,03;-0,8;-0,7;-1,0;;;
?????;;;;;;;;;;;;
1) Знак (-) означает сокращение численности населения.;;;;;;;;;;;;
;;;;;;;;;;;;
