Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;
17.7. ПАССАЖИРООБОРОТ АВТОБУСОВ ОБЩЕГО ПОЛЬЗОВАНИЯ1);;;;;;;;;;
 (миллионов пассажиро-километров);;;;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017;;
Российская Федерация;142276;140611;133275;126042;127090;126271;124347;123359;;
Центральный  федеральный округ;41994;35343;32941;30630;29965;28928;27826;27995;;
Белгородская область;898;1517;1522;1424;1233;1118;1039;994;;
Брянская область;1108;693;585;451;729;639;522;738;;
Владимирская область;1416;1280;1188;1102;1003;988;851;825;;
Воронежская область;4748;4241;3614;3286;2996;2957;2581;2401;;
Ивановская область;861;900;747;537;580;606;587;570;;
Калужская область;647;708;679;599;591;539;491;484;;
Костромская область;1143;827;873;724;640;632;599;634;;
Курская область;845;1019;1112;965;907;784;829;782;;
Липецкая область;1309;1160;1097;1036;901;881;890;875;;
Московская область;9369;7504;7407;7119;6976;7041;7261;7720;;
Орловская область;643;732;531;537;484;548;523;485;;
Рязанская область;1532;1035;980;822;787;757;802;828;;
Смоленская область;1192;1122;994;873;846;807;756;687;;
Тамбовская область;832;1086;1095;1071;1251;1268;1257;935;;
Тверская область;684;1014;827;669;691;604;490;505;;
Тульская область;1312;1912;1548;1177;1172;1184;1080;1045;;
Ярославская область;2613;2356;2065;2000;1977;1515;1151;1617;;
г. Москва;10839;6238;6077;6239;6201;6059;6115;5870;;
Северо-Западный федеральный округ;12269;13417;11367;10859;10571;10632;9894;9434;;
Республика Карелия;97;129;251;243;377;431;420;437;;
Республика Коми;655;756;825;743;846;1092;872;613;;
Архангельская область;808;789;777;518;820;843;805;798;;
в том числе:;;;;;;;;;;
Ненецкий автономный округ;15;8;11;9;19;26;14;12;;
Архангельская область     без автономного округа;793;781;766;509;801;817;791;786;;
Вологодская область;1139;1220;1105;947;842;728;589;685;;
Калинингpадская область;157;3265;2122;1586;1600;1426;1242;788;;
Ленинградская область;1038;1444;1324;1369;1324;1284;1247;1248;;
Мурманская область;722;758;631;596;606;641;609;601;;
Новгородская область;1709;866;639;653;634;549;422;406;;
Псковская область;731;541;527;550;459;447;451;441;;
г. Санкт-Петербург;5213;3650;3166;3655;3064;3191;3237;3418;;
Южный         федеральный округ;12913;13537;13855;16508;18872;18019;19946;20221;;
Республика Адыгея;243;262;175;137;114;108;124;123;;
Республика Калмыкия;245;387;445;401;367;371;383;267;;
Республика Крым;;;;;2607;2150;2386;2384;;
Краснодарский край;3076;3537;4524;4329;4208;4332;4316;4232;;
Астраханская область;1179;1390;1193;4895;5385;4723;4411;4491;;
Волгоградская область;3337;3548;3284;3080;2342;2502;4449;4861;;
Ростовская область;4832;4414;4234;3667;3479;3555;3577;3458;;
г. Севастополь;;;;;371;278;301;405;;
Северо-Кавказский     федеральный округ;5430;4570;4345;4231;4136;4013;4167;4725;;
Республика Дагестан;1442;776;850;626;453;534;804;1088;;
Республика Ингушетия;291;134;124;284;145;146;138;104;;
Кабардино-Балкарская    Республика;709;573;435;431;578;611;536;523;;
Карачаево-Черкесская      Республика;251;219;207;184;172;171;168;160;;
Республика Северная       Осетия – Алания;962;699;637;601;605;573;564;556;;
Чеченская Республика;258;389;455;469;465;378;326;390;;
Ставропольский край;1518;1781;1637;1636;1719;1600;1630;1905;;
Приволжский федеральный округ;34298;35442;35124;31913;31489;32478;31023;29867;;
Республика Башкортостан;4711;4437;3784;3717;4164;4819;4594;4161;;
Республика Марий Эл;698;576;458;440;259;184;148;117;;
Республика Мордовия;559;769;685;683;547;505;528;498;;
Республика Татарстан;3857;4131;3683;2923;3023;3059;2878;2689;;
Удмуртская Республика;1347;1266;1414;1489;1385;1651;1373;1081;;
Чувашская Республика;2883;1632;1453;1411;1282;1301;1131;873;;
Пермский край;3883;4418;5831;5021;4228;4408;4022;4313;;
Кировская область;998;1030;977;880;895;880;858;814;;
Нижегородская область;5252;5708;5501;4021;4524;4715;4341;4271;;
Оренбургская область;2405;2777;2581;2424;2557;2631;2472;2048;;
Пензенская область;1620;1674;1389;1391;1448;1518;1469;1555;;
Самарская область;2483;1361;2595;2240;1842;2033;2604;2733;;
Саратовская область;2542;4007;2856;3673;3755;3193;3095;3278;;
Ульяновская область;1061;1656;1915;1598;1580;1582;1510;1435;;
Уральский      федеральный округ;13761;12008;11138;10454;8856;9747;8976;8275;;
Курганская область;763;718;669;656;570;537;506;480;;
Свердловская область;4757;3635;3177;3302;2955;3048;3044;2903;;
Тюменская область;5447;4996;4478;3733;3149;3066;3109;3292;;
в том числе:;;;;;;;;;;
Ханты-Мансийский     автономный округ - Югра;2536;2633;2019;1602;1281;1166;1208;1707;;
Ямало-Ненецкий      автономный округ;738;646;805;639;365;400;333;1334;;
Тюменская область     без автономных округов;2173;1717;1654;1492;1503;1501;1568;251;;
Челябинская область;2794;2659;2813;2763;2182;3095;2316;1600;;
Сибирский      федеральный округ;17361;21355;19745;16962;19250;18704;18839;18787;;
Республика Алтай;88;105;74;53;138;130;127;93;;
Республика Бурятия;305;715;715;1073;1690;1784;1791;1729;;
Республика Тыва;533;657;658;654;676;705;657;642;;
Республика Хакасия;313;409;353;323;415;371;346;372;;
Алтайский край;1325;1959;1994;1838;1799;1807;1784;1803;;
Забайкальский край;770;808;852;764;843;669;768;719;;
Красноярский край;3072;3968;2583;2443;3281;3035;2984;2792;;
Иркутская область;1770;2029;2071;2064;1779;1696;1818;2156;;
Кемеровская область;4508;4642;4257;4119;4014;3796;3514;3450;;
Новосибирская область;1133;3057;3476;1319;1981;2274;2659;3107;;
Омская область;1708;1780;1605;1331;1709;1632;1448;1270;;
Томская область;1836;1227;1107;982;924;805;942;655;;
Дальневосточный      федеральный округ;4250;4939;4760;4485;3951;3751;3675;4055;;
Республика Саха (Якутия);333;448;450;473;456;473;494;490;;
Камчатский край;222;348;413;434;423;396;422;410;;
Приморский край;1196;1416;1347;1229;1066;998;813;1052;;
Хабаровский край;1530;1709;1575;1395;1260;1149;1155;1290;;
Амурская область;531;433;421;388;368;350;348;357;;
Магаданская область;63;68;59;58;64;58;55;62;;
Сахалинская область;317;314;280;288;202;227;287;301;;
Еврейская автономная область;53;196;208;212;106;94;96;88;;
Чукотский автономный округ;6;6;6;7;6;6;5;6;;
?????;;;;;;;;;;
"1) Данные приведены по юридическим лицам и индивидуальным предпринимателям (включая субъекты малого предпринимательства), осуществляющим перевозки пассажиров автобусами; по Республике Крым и г. Севастополю – с 2015 г.";;;;;;;;;;
;;;;;;;;;;
