Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;
ЧИСЛЕННОСТЬ ЗРИТЕЛЕЙ ТЕАТРОВ И ЧИСЛО ПОСЕЩЕНИЙ МУЗЕЕВ на 1000 человек населения ;;;;;;;;
6.1.1. Численность зрителей театров1);;;;;;;;
(человек);;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017
Российская Федерация;195;217;237;249;255;261;265;269
Центральный   федеральный округ;228;262;298;311;317;319;334;333
Белгородская область;112;118;132;129;130;135;139;143
Брянская область;130;139;151;167;179;182;184;170
Владимирская область;101;115;115;121;117;136;144;151
Воронежская область;155;159;191;193;164;178;171;162
Ивановская область;188;233;224;252;257;243;243;255
Калужская область;151;185;180;205;195;208;214;192
Костромская область;178;245;279;298;315;326;343;339
Курская область;117;164;164;170;174;186;192;183
Липецкая область;94;138;144;142;156;170;166;155
Московская область;85;91;102;110;135;149;156;148
Орловская область;262;238;233;254;242;212;209;243
Рязанская область;149;198;206;210;216;233;223;235
Смоленская область;94;113;123;112;112;114;108;119
Тамбовская область;118;138;154;153;160;191;198;214
Тверская область;162;181;192;204;217;227;218;238
Тульская область;194;209;226;249;254;242;168;206
Ярославская область;215;226;252;246;260;267;268;274
г. Москва;467;527;603;627;628;612;663;655
Северо-Западный      федеральный округ;289;279;311;341;374;395;413;413
Республика Карелия;256;166;186;221;218;230;211;254
Республика Коми;99;163;164;175;185;182;171;204
Архангельская область;116;136;168;182;193;184;197;191
в том числе:;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;?;-
Архангельская область без автономного округа;;;;189;200;191;204;199
Вологодская область;127;154;158;171;165;164;170;176
Калининградская область;114;154;172;187;196;209;189;201
Ленинградская область;209;145;128;112;116;122;121;124
Мурманская область;120;139;141;144;161;134;160;156
Новгородская область;159;106;129;121;127;130;128;132
Псковская область;125;151;128;117;147;143;148;168
г. Санкт-Петербург;563;517;587;655;726;780;824;800
Южный               федеральный округ;120;124;138;141;145;159;157;161
Республика Адыгея;121;96;85;91;106;107;110;114
Республика Калмыкия;190;113;105;123;119;102;119;117
Республика Крым;;;;;107;177;190;192
Краснодарский край;71;86;94;96;97;104;99;95
Астраханская область;177;214;285;275;338;335;300;306
Волгоградская область;156;153;183;190;183;186;175;188
Ростовская область;137;133;137;144;146;152;158;166
г. Севастополь;;;;;283;363;367;406
Северо-Кавказский     федеральный округ;89;91;89;101;120;120;127;128
Республика Дагестан;112;108;95;103;98;109;115;122
Республика Ингушетия ;52;65;66;102;204;188;166;143
Кабардино-Балкарская Республика;98;92;91;121;106;109;119;131
Карачаево-Черкесская Республика;63;73;74;62;70;75;87;87
Республика Северная  Осетия – Алания;203;192;200;229;240;242;249;211
Чеченская Республика ;27;28;35;59;170;154;167;180
Ставропольский край;70;84;87;86;86;86;91;93
Приволжский    федеральный округ;188;210;228;234;234;243;244;251
Республика Башкортостан;208;199;214;209;206;212;216;225
Республика Марий Эл;268;302;311;320;359;374;381;395
Республика Мордовия;162;181;239;254;252;255;246;265
Республика Татарстан;183;219;245;272;273;289;293;305
Удмуртская Республика;271;250;279;285;259;276;274;293
Чувашская Республика;252;278;279;292;290;317;303;311
Пермский край;217;262;316;306;316;334;328;335
Кировская область;144;181;159;157;155;157;157;153
Нижегородская область;194;192;209;213;223;228;238;234
Оренбургская область;133;150;142;148;145;155;157;167
Пензенская область;111;144;155;148;151;134;134;136
Самарская область;158;186;223;237;235;256;262;267
Саратовская область;221;264;262;262;251;239;225;236
Ульяновская область;114;159;163;176;177;180;183;186
Уральский     федеральный округ;178;209;216;226;225;231;234;243
Курганская область;120;148;141;146;153;150;145;161
Свердловская область;230;253;257;276;287;301;292;312
Тюменская область;116;160;118;192;172;168;197;198
в том числе:;;;;;;;;
Ханты-Мансийский автономный округ – Югра;91;136;151;162;162;158;145;143
Ямало-Ненецкий автономный округ;-;-;-;-;-;-;?;?
Тюменская область без автономных округов;;;;300;249;241;326;330
Челябинская область;186;217;214;220;221;229;223;225
Сибирский          федеральный округ;202;239;250;263;266;261;256;257
Республика Алтай;21;39;37;47;67;84;89;76
Республика Бурятия;192;182;182;202;207;235;235;238
Республика Тыва;124;48;103;86;81;98;109;124
Республика Хакасия;193;181;203;252;224;249;254;234
Алтайский край;151;157;182;174;178;164;173;180
Забайкальский край;164;229;207;248;272;261;236;289
Красноярский край;247;291;301;305;311;318;322;327
Иркутская область;165;200;207;227;231;239;228;223
Кемеровская область;129;149;164;184;193;193;193;186
Новосибирская область;230;352;367;369;370;328;329;351
Омская область;334;360;373;382;366;352;310;261
Томская область;272;284;278;317;321;320;313;312
Дальневосточный      федеральный округ;152;185;190;206;219;226;194;235
Республика Саха (Якутия);178;183;161;213;222;210;210;195
Камчатский край;154;186;212;214;215;226;212;190
Приморский край;131;183;204;231;248;273;205;335
Хабаровский край;172;222;251;233;250;237;207;216
Амурская область;128;139;154;152;148;175;146;149
Магаданская область;247;282;302;309;324;329;327;329
Сахалинская область;182;195;101;138;163;169;164;190
Еврейская автономная область;57;73;72;76;77;73;82;88
Чукотский автономный округ;-;-;-;-;-;-;?;-
??????;;;;;;;;
1) Расчет осуществлен на основе данных Минкультуры России. ;;;;;;;;
