Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;
ТУРИСТСКИЕ ФИРМЫ;;;;;;;;
6.7.2. Число турпакетов, реализованных населению;;;;;;;;
(тысяч);;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017
Российская Федерация;4326,1;4358,0;4762,8;5384,0;4384,1;4024,0;3351,5;4389,6
Центральный     федеральный округ;745,4;1650,9;1521,2;1612,2;1499,3;1445,5;927,1;1503,4
Белгородская область;4,8;13,7;15,3;15,0;15,8;14,2;11,4;12,9
Брянская область;5,6;10,8;13,4;13,0;9,7;7,2;10,4;10,0
Владимирская область;18,7;27,2;33,0;32,2;27,5;24,9;15,7;26,5
Воронежская область;3,7;7,0;10,5;11,1;11,1;10,7;10,2;12,4
Ивановская область;15,3;11,8;15,3;18,8;9,4;28,9;8,9;12,1
Калужская область;3,8;12,4;14,3;18,2;20,0;22,4;20,3;21,5
Костромская область;6,2;10,5;11,4;9,2;7,6;7,2;6,6;10,6
Курская область;4,3;13,5;12,8;12,4;9,8;8,7;7,9;8,6
Липецкая область;4,2;10,2;13,4;14,6;12,9;10,8;7,8;9,6
Московская область;46,9;78,8;66,9;104,6;150,8;107,4;128,5;91,3
Орловская область;18,5;9,5;7,1;8,2;9,0;12,7;5,4;7,8
Рязанская область;4,1;11,4;12,1;12,5;13,2;12,1;10,8;17,3
Смоленская область;5,8;10,9;11,4;11,3;10,8;8,4;6,7;8,4
Тамбовская область;2,8;5,8;5,6;5,9;5,3;4,3;2,8;3,7
Тверская область;35,6;35,9;32,5;39,7;32,9;36,0;30,0;52,0
Тульская область;12,1;11,4;15,1;16,4;16,1;7,9;13,3;16,6
Ярославская область;86,7;22,7;14,3;15,3;10,2;21,0;21,2;23,4
г. Москва;466,4;1347,5;1216,7;1253,7;1127,1;1100,7;609,2;1158,7
Северо-Западный      федеральный округ;2033,6;545,4;790,3;1029,1;496,6;461,3;632,4;648,6
Республика Карелия;11,7;13,6;23,8;30,8;34,5;27,6;43,2;37,2
Республика Коми;11,4;24,9;23,7;26,0;24,6;13,6;11,1;15,3
Архангельская область;14,4;31,7;60,4;54,9;52,7;50,2;20,8;35,8
в том числе:;;;;;;;;
Ненецкий автономный округ;0,3;0,7;1,2;1,0;1,3;1,3;0,6;0,8
