Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;
ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ ;;;;;;;;;;;
19.3.2. Техники;;;;;;;;;;;
(человек);;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;
Российская Федерация;65982;59276;61562;58905;61401;63168;62805;60441;59690;;
Центральный     федеральный округ;33125;32301;31991;29746;30714;32712;32636;31045;30025;;
Белгородская область;184;65;68;69;74;99;84;76;85;;
Брянская область;215;172;190;125;95;111;88;103;120;;
Владимирская область;394;373;393;416;460;658;623;612;626;;
Воронежская область;1396;1431;1375;1089;1087;1047;945;1077;1059;;
Ивановская область;95;69;47;63;60;39;37;33;34;;
Калужская область;817;846;928;888;856;834;851;789;744;;
Костромская область;9;6;9;5;5;7;6;4;3;;
Курская область;150;248;238;244;228;280;183;214;173;;
Липецкая область;46;26;24;23;57;41;35;28;30;;
Московская область;8700;8222;8593;8314;8496;8456;8362;7237;7242;;
Орловская область;155;112;155;168;125;99;234;263;232;;
Рязанская область;120;69;110;121;113;84;75;57;58;;
Смоленская область;89;111;100;88;78;81;86;96;156;;
Тамбовская область;187;133;102;125;155;120;106;87;121;;
Тверская область;456;311;293;287;259;251;295;237;208;;
Тульская область;281;123;111;77;114;302;268;271;234;;
Ярославская область;364;426;425;401;399;399;422;413;391;;
г. Москва;19467;19558;18830;17243;18053;19804;19936;19448;18509;;
Северо-Западный     федеральный округ;7671;7015;6452;5967;6503;6386;6858;6274;6260;;
Республика Карелия;207;206;205;201;196;176;279;287;276;;
Республика Коми;265;200;195;174;263;254;258;249;255;;
Архангельская область;171;86;92;97;92;94;78;89;84;;
в том числе:;;;;;;;;;;;
Ненецкий автономный округ;5;4;2;3;3;4;4;3;-;;
Архангельская область      без автономного округа;166;82;90;94;89;90;74;86;84;;
Вологодская область;49;60;46;34;45;14;21;22;16;;
Калининградская область;173;116;166;141;131;108;80;101;66;;
Ленинградская область;378;318;318;318;273;411;390;394;384;;
Мурманская область;393;354;320;333;330;323;310;281;240;;
Новгородская область;88;71;76;112;87;125;232;245;314;;
Псковская область;49;55;33;29;23;29;106;26;24;;
г. Санкт-Петербург;5898;5549;5001;4528;5063;4852;5104;4580;4601;;
Южный         федеральный округ;2618;2111;1973;1604;1763;1800;1735;1746;1745;;
Республика Адыгея;1;58;61;49;81;84;34;23;24;;
Республика Калмыкия;14;10;13;9;6;6;3;4;4;;
Республика Крым;;;;;;123;184;235;176;;
Краснодарский край;649;594;504;513;655;510;532;589;569;;
Астраханская область;255;179;136;157;166;144;127;60;62;;
Волгоградская область;332;280;278;234;220;267;214;164;164;;
Ростовская область;1367;990;981;642;635;606;506;565;633;;
г. Севастополь;;;;;;60;135;106;113;;
Северо-Кавказский      федеральный округ;631;521;568;461;563;555;553;510;506;;
Республика Дагестан;251;116;132;121;123;132;117;103;103;;
Республика Ингушетия ;-;12;13;13;15;11;12;12;9;;
Кабардино-Балкарская      Республика;49;44;48;44;31;54;54;53;72;;
Карачаево-Черкесская      Республика;9;7;7;9;19;51;52;50;49;;
Республика Северная        Осетия – Алания;19;36;39;26;40;41;40;26;24;;
Чеченская Республика ;25;26;31;42;77;64;58;38;23;;
Ставропольский край;278;280;298;206;258;202;220;228;226;;
Приволжский     федеральный округ;9175;6669;8967;9614;9653;9488;8757;8611;9155;;
Республика Башкортостан;793;502;542;486;451;507;506;454;461;;
Республика Марий Эл;51;15;27;18;15;89;51;136;46;;
Республика Мордовия;59;59;60;53;59;58;56;101;103;;
Республика Татарстан;1353;1119;954;1031;1092;1053;1385;1318;1496;;
Удмуртская Республика;243;204;343;238;122;190;191;207;182;;
Чувашская Республика;160;94;110;158;191;191;151;127;148;;
Пермский край;718;875;885;1007;1101;1276;1561;1531;1592;;
Кировская область;248;267;311;317;256;266;242;232;306;;
Нижегородская область;2735;1731;1727;1996;2067;1808;1722;1990;1993;;
Оренбургская область;81;77;80;83;92;90;110;167;289;;
Пензенская область;315;291;272;243;231;191;173;130;154;;
Самарская область;1443;698;765;1035;931;885;990;828;879;;
Саратовская область;796;547;496;528;583;491;616;480;532;;
Ульяновская область;180;190;2395;2421;2462;2393;1003;910;974;;
Уральский        федеральный округ;5349;3990;4066;4399;4370;4189;4159;4356;4025;;
Курганская область;195;97;100;94;92;82;81;71;70;;
Свердловская область;2711;1832;1847;2143;2080;1950;2090;1997;1848;;
Тюменская область;676;741;694;711;840;821;886;819;727;;
в том числе:;;;;;;;;;;;
Ханты-Мансийский      автономный округ – Югра;279;253;155;110;187;147;149;156;154;;
Ямало-Ненецкий     автономный округ;2;-;1;1;-; -;1;1;1;;
Тюменская область     без автономных округов;395;488;538;600;653;674;736;662;572;;
Челябинская область;1767;1320;1425;1451;1358;1336;1102;1469;1380;;
Сибирский       федеральный округ;5222;4848;5500;5112;5714;6055;6271;6145;6224;;
Республика Алтай   ;4;1;2;1;3;2;1;3;3;;
Республика Бурятия;53;64;72;72;85;143;136;135;141;;
Республика Тыва;27;40;39;34;26;28;16;16;19;;
Республика Хакасия;1;-;-;-;6;18;2;3;2;;
Алтайский край;347;233;260;229;329;348;332;291;264;;
Забайкальский край;63;38;28;35;30;37;38;28;27;;
Красноярский край;830;677;804;514;827;900;735;763;681;;
Иркутская область;519;717;918;873;916;919;955;934;1058;;
Кемеровская область;150;73;44;73;77;99;163;153;153;;
Новосибирская область;2194;2047;2403;2444;2507;2572;2497;2475;2651;;
Омская область;572;293;281;269;282;247;319;310;285;;
Томская область;462;665;649;568;626;742;1077;1034;940;;
Дальневосточный      федеральный округ;2191;1821;2045;2002;2121;1983;1836;1754;1750;;
Республика Саха (Якутия);430;431;453;450;457;425;413;415;410;;
Камчатский край;291;215;218;224;208;210;221;196;150;;
Приморский край;920;702;744;745;858;831;725;718;759;;
Хабаровский край;148;115;178;152;187;173;199;168;182;;
Амурская область;192;133;125;134;142;99;83;…1);…1);;
Магаданская область;82;85;122;113;112;…1);…1);…1);…1);;
Сахалинская область;112;132;152;141;146;140;79;86;79;;
Еврейская автономная      область;12;7;51;41;…1);…1);…1);…1);…1);;
Чукотский автономный округ;4;1;2;2;…1);…1);…1);…1);-;;
_________;;;;;;;;;;;
1) Данные не публикуются в целях обеспечения конфиденциальности первичных статистических данных, полученных от организаций в соответствии с Федеральным законом от 29.11.07 № 282-ФЗ «Об официальном статистическом учете и системе государственной статистики в  Российской Федерации» (п.5 ст.4, ч.1 ст.9).;;;;;;;;;;;
