Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;
Растениеводство;;;;;;;;;;;
14.5. ПОСЕВНЫЕ ПЛОЩАДИ ЗЕРНОВЫХ И ЗЕРНОБОБОВЫХ КУЛЬТУР;;;;;;;;;;;
"(в хозяйствах всех категорий; тысяча гектаров)";;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;
Российская Федерация;43593,4;43203,0;43583,6;44455,1;45847,5;46157,1;46608,7;47099,8;47705,4;;
Центральный     федеральный округ;6685,8;6856,1;7332,1;7404,7;7798,5;7594,3;8132,7;8232,3;8249,2;;
Белгородская область;704,5;613,8;722,1;747,8;819,6;794,1;790,8;739,7;750,6;;
Брянская область;275,3;316,7;290,5;314,7;331,6;320,1;322,5;384,8;392,9;;
Владимирская область;95,4;83,7;87,4;84,7;88,1;81,5;89,9;93,2;85,4;;
Воронежская область;1150,4;1084,0;1310,4;1383,1;1455,4;1420,1;1448,0;1436,8;1486,7;;
Ивановская область;71,5;67,5;64,9;63,5;64,6;62,2;64,1;66,1;64,3;;
Калужская область;78,9;75,4;79,4;79,7;70,1;68,8;84,0;82,4;91,8;;
Костромская область;78,0;51,9;47,9;45,2;42,9;41,1;38,9;39,3;36,0;;
Курская область;796,5;895,2;960,3;950,9;1009,3;982,4;1066,0;1056,9;1023,4;;
Липецкая область;630,7;760,1;791,0;756,6;781,6;762,2;806,9;820,7;781,6;;
Московская область;111,3;85,4;94,4;94,6;98,4;103,3;133,6;144,8;148,2;;
Орловская область;717,8;781,0;763,5;773,1;804,0;789,5;892,6;941,1;886,0;;
Рязанская область;448,5;501,4;515,1;513,3;529,0;476,4;545,4;575,7;596,6;;
Смоленская область;104,3;87,3;111,7;125,1;117,2;109,0;108,0;117,1;115,9;;
Тамбовская область;786,8;817,8;878,2;892,8;993,2;993,3;1094,1;1034,9;1078,0;;
Тверская область;118,0;74,0;68,0;66,6;66,4;66,6;70,6;75,9;70,4;;
Тульская область;453,5;513,2;497,8;464,7;478,7;474,7;527,7;570,5;590,8;;
Ярославская область;64,6;47,8;49,5;46,6;45,7;47,0;46,2;49,1;48,3;;
г. Москва;;;;1,9;2,8;2,0;3,4;3,3;2,4;;
Северо-Западный      федеральный округ;300,3;261,0;269,8;267,6;276,8;313,6;353,9;367,0;337,0;;
Республика Карелия;0,6;0,1;0,1;0,1;0,1;0,1;…1);-;-;;
Республика Коми;0,5;0,0;0,0;0,0;0,0;0,0;…1);0,0;0,0;;
Архангельская область;2,9;2,2;3,2;2,7;2,4;3,0;2,8;3,2;1,3;;
в том числе:;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;-;-;-;;
Архангельская область без автономного округа;2,9;2,2;3,2;2,7;2,4;3,0;2,8;3,2;1,3;;
Вологодская область;130,0;133,7;131,8;119,3;109,0;105,8;116,7;116,4;111,3;;
Калининградская область;104,0;64,0;63,5;73,4;89,9;112,7;132,6;133,8;125,5;;
Ленинградская область;23,1;31,6;37,1;34,9;35,3;38,6;41,8;46,7;41,8;;
Мурманская область;-;-;-;-;-;-;-;-;-;;
Новгородская область;7,6;11,7;13,0;12,5;12,8;14,5;16,7;21,2;12,5;;
Псковская область;31,7;17,7;21,0;24,7;27,2;39,0;43,3;45,7;44,7;;
г. Санкт-Петербург;-;-;-;-;-;-;-;-;-;;
Южный          федеральный округ;6792,2;6959,5;7094,2;7452,7;7842,4;8371,6;8527,9;8508,8;8871,9;;
Республика Адыгея;88,2;114,2;110,2;109,9;130,4;134,6;143,4;151,5;143,3;;
Республика Калмыкия;201,7;218,2;198,1;182,8;221,0;193,9;217,6;206,7;242,3;;
Республика Крым;;;;;;448,9;468,3;447,1;481,6;;
Краснодарский край;1943,0;2152,9;2173,5;2161,3;2384,3;2404,7;2444,3;2470,3;2455,9;;
Астраханская область;28,4;23,0;21,3;17,7;13,4;13,1;11,8;10,1;11,9;;
Волгоградская область;2008,6;1619,9;1631,0;1963,4;1899,5;1951,0;1922,2;1925,5;2156,0;;
Ростовская область;2522,4;2831,3;2960,1;3017,6;3193,8;3225,0;3319,8;3297,2;3380,2;;
г. Севастополь;;;;;;0,4;0,6;0,6;0,7;;
Северо-Кавказский      федеральный округ;2584,7;2732,9;2789,1;2755,3;2985,9;3032,3;3094,5;3202,0;3218,9;;
Республика Дагестан;157,7;104,6;111,9;85,8;118,9;130,5;134,2;140,6;148,7;;
Республика Ингушетия ;35,6;39,1;45,7;38,7;44,1;46,8;48,0;44,9;44,0;;
