Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;;;
Растениеводство;;;;;;;;;;;;;
14.11. ВАЛОВОЙ СБОР ЗЕРНА (в весе после доработки)1);;;;;;;;;;;;;
"(в хозяйствах всех категорий; тысяч тонн)";;;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;;
Российская Федерация, млн. т;77,8;61,0;94,2;70,9;92,4;105,2;104,7;120,7;135,5;;;;
Центральный федеральный округ;14602,6;9704,5;17067,2;18192,3;22510,9;25990,4;25020,7;27845,2;31889,3;;;;
Белгородская область;2020,2;1031,8;2354,0;2498,4;3015,0;3524,9;3129,7;3503,5;3584,9;;;;
Брянская область;474,0;384,8;543,6;589,8;679,2;898,6;935,5;1442,4;1715,2;;;;
Владимирская область;172,2;110,1;163,8;179,5;105,9;187,5;217,1;202,5;221,0;;;;
Воронежская область;2346,0;852,7;3040,3;3101,0;3801,7;4454,1;4232,9;4818,3;5663,6;;;;
Ивановская область;92,7;81,8;102,8;124,7;86,7;131,1;142,2;126,4;129,3;;;;
Калужская область;120,6;139,3;149,0;166,9;106,7;142,3;211,6;157,9;220,7;;;;
Костромская область;72,7;48,7;68,0;59,9;46,2;65,4;60,2;54,5;41,6;;;;
Курская область;1903,2;1527,0;2650,6;2846,0;3604,2;4214,2;3593,3;4387,1;5044,5;;;;
Липецкая область;1907,9;1215,4;1974,3;1868,6;2543,9;2530,3;2388,9;2880,8;3138,0;;;;
Московская область;210,6;172,6;222,5;240,4;177,8;286,0;417,5;357,5;426,7;;;;
Орловская область;1670,1;1506,1;1674,5;2069,5;2555,5;3133,0;2695,7;3127,6;3176,6;;;;
Рязанская область;871,0;655,1;938,3;1059,1;1254,6;1397,9;1623,3;1554,8;2083,4;;;;
Смоленская область;137,6;86,1;207,5;217,6;188,9;229,0;239,0;233,5;243,4;;;;
Тамбовская область;1576,6;926,1;1920,8;1867,2;2995,1;3122,3;3447,6;3251,9;4145,5;;;;
Тверская область;128,2;62,3;89,8;82,2;85,9;107,9;116,8;100,1;100,2;;;;
Тульская область;828,0;853,6;888,8;1139,5;1198,6;1464,5;1465,8;1554,8;1870,8;;;;
Ярославская область;71,2;51,0;78,6;78,9;60,9;97,4;94,5;85,4;79,8;;;;
