Республика Татарстан;-50;936;-849;5927;5880;120;438
Удмуртская Республика;396;1302;661;2290;2130;2276;2368
Чувашская Республика;119;24;252;563;797;546;592
Пермский край;472;878;714;2130;2655;1711;2068
Кировская область;577;1169;1298;2770;3400;2848;3350
Нижегородская область ;874;217;716;2056;1014;983;1893
Оренбургская область;209;-670;-472;-258;365;-794;-2219
Пензенская область;262;1077;-95;2500;388;-279;1244
Самарская область;164;-485;-1265;82;-743;-327;63
Саратовская область;148;449;188;484;515;428;222
Ульяновская область;-211;-7;397;-549;-239;-598;143
Уральский       федеральный округ;2445;6093;5148;8990;9695;7802;7873
Курганская область;-71;18;27;-100;254;209;140
Свердловская область ;1037;2137;1578;3279;4229;3790;2522
Тюменская область;528;2501;2151;2862;3324;2210;2504
в том числе:;;;;;;;
Ханты-Мансийский автономный округ – Югра;-8;-9;5;4;1;-15;5
Ямало-Ненецкий автономный округ;-89;87;46;-97;25;79;62
Тюменская область    без автономных округов;625;2423;2100;2955;3298;2146;2437
Челябинская область;951;1437;1392;2949;1888;1593;2707
Сибирский    федеральный округ;4597;9051;7944;14697;15756;8911;15217
Республика Алтай;40;5;12;15;74;-221;1452
Республика Бурятия;39;35;-11;357;357;254;236
Республика Тыва;0,2;0,2;2;3;3;5;8
Республика Хакасия;59;82;-179;4;-50;6;70
Алтайский край;235;1755;160;1544;1126;334;2302
Забайкальский край;-36;54;59;40;-13;-44;16
Красноярский край;1680;1673;1828;1690;1879;-763;2180
Иркутская область;918;1455;2198;2357;2616;2517;2774
Кемеровская область;234;284;698;-217;1820;294;-1788
Новосибирская область ;382;1194;2465;4063;4038;3770;3518
Омская область;652;1475;266;3625;2549;1622;2290
Томская область;394;1039;446;1216;1357;1137;2159
Дальневосточный федеральный округ;362;947;372;487;466;-382;-380
Республика Саха (Якутия);50;130;77;5;58;17;-3
Камчатский край;12;104;107;238;273;65;110
Приморский край;210;284;-22;-188;-856;-1128;-647
Хабаровский край ;-51;85;-214;12;79;-127;-249
Амурская область;27;249;316;444;821;300;-2
Магаданская область;-0,2;6;-24;-1;-1;-1;-0,4
Сахалинская область;23;9;1;-6;-41;314;170
Еврейская автономная область;-0,4;-10;-1;-;-1;-;-22
Чукотский автономный округ;92;90;132;-17;134;178;263
__________;;;;;;;
1) По данным бухгалтерской отчетности. Знак (-) означает убыток.;;;;;;;
