Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;
ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ ;;;;;;;;;;;
19.3.4. Прочие;;;;;;;;;;;
(человек);;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;
Российская Федерация;140549;124636;120471;119003;121248;121647;122585;119556;118057;;
Центральный     федеральный округ;66356;62401;61379;62524;63509;66148;65417;62893;62903;;
Белгородская область;242;106;76;85;91;221;233;250;260;;
Брянская область;170;135;138;93;81;91;95;93;104;;
Владимирская область;1802;1306;1282;1137;1046;1086;983;987;996;;
Воронежская область;1650;2132;2134;1384;1563;1716;1780;1677;1744;;
Ивановская область;191;76;43;63;60;55;64;60;49;;
Калужская область;2642;2358;2458;2564;2726;2722;2683;2527;2408;;
Костромская область;27;24;30;28;32;35;47;50;44;;
Курская область;158;413;412;410;424;635;617;568;531;;
Липецкая область;39;32;36;33;33;40;58;58;22;;
Московская область;16639;17064;17423;18072;17892;18672;18981;17818;17335;;
Орловская область;96;63;74;59;62;59;85;87;83;;
Рязанская область;605;358;301;260;277;301;331;305;316;;
Смоленская область;172;157;80;77;84;76;73;82;91;;
Тамбовская область;661;463;423;415;399;424;351;288;269;;
Тверская область;732;777;705;690;715;742;722;783;760;;
Тульская область;2607;916;443;357;343;301;365;372;411;;
Ярославская область;892;722;738;707;685;708;708;647;647;;
г. Москва;37031;35299;34583;36090;36996;38264;37241;36241;36833;;
Северо-Западный     федеральный округ;18205;16797;17150;16100;15951;16277;16433;16966;16061;;
Республика Карелия;102;165;160;162;163;157;186;202;188;;
Республика Коми;352;302;277;317;280;196;300;331;299;;
Архангельская область;279;201;176;154;120;122;129;113;93;;
в том числе:;;;;;;;;;;;
Ненецкий автономный округ;4;32;27;28;25;22;22;23;2;;
Архангельская область      без автономного округа;275;169;149;126;95;100;107;90;91;;
Вологодская область;91;51;31;31;38;57;64;49;51;;
Калининградская область;424;419;435;443;430;559;362;312;283;;
Ленинградская область;1830;1829;1561;1631;1782;1863;1951;2092;1993;;
Мурманская область;325;356;349;574;569;352;320;357;345;;
Новгородская область;110;123;162;138;150;176;243;252;150;;
Псковская область;28;18;92;14;13;10;11;4;4;;
г. Санкт-Петербург;14664;13333;13907;12636;12406;12785;12867;13254;12655;;
Южный         федеральный округ;5439;5627;5546;3942;4097;4540;4895;4774;4483;;
Республика Адыгея;34;86;72;61;43;44;60;59;40;;
Республика Калмыкия;20;24;19;18;16;34;13;41;25;;
Республика Крым;;;;;;467;385;523;527;;
Краснодарский край;1638;1479;1378;1429;1491;1483;1891;1832;1539;;
Астраханская область;235;84;106;86;131;59;47;43;65;;
Волгоградская область;785;882;886;766;717;742;819;681;618;;
Ростовская область;2727;3072;3085;1582;1699;1482;1397;1344;1438;;
г. Севастополь;;;;;;229;283;251;231;;
Северо-Кавказский      федеральный округ;911;814;884;761;755;880;967;1038;1185;;
Республика Дагестан;251;219;209;182;168;166;193;186;189;;
Республика Ингушетия ;4;10;7;4;6;22;67;68;53;;
Кабардино-Балкарская      Республика;118;69;85;87;101;93;113;182;154;;
Карачаево-Черкесская      Республика;51;45;43;42;48;89;89;88;91;;
Республика Северная        Осетия – Алания;71;80;96;89;81;120;114;132;118;;
Чеченская Республика ;33;29;47;50;37;34;39;38;43;;
Ставропольский край;383;362;397;307;314;356;352;344;537;;
Приволжский     федеральный округ;28605;21253;18168;18277;19323;16289;16692;15583;15752;;
Республика Башкортостан;1739;1676;1907;1719;1737;1621;1552;1615;1603;;
Республика Марий Эл;60;24;28;25;36;19;24;27;24;;
Республика Мордовия;188;59;56;66;96;58;106;61;41;;
Республика Татарстан;2797;2494;2512;2327;2291;1863;1889;1720;1504;;
Удмуртская Республика;242;216;200;120;144;151;184;179;205;;
Чувашская Республика;194;100;109;114;110;114;87;64;70;;
Пермский край;1985;1004;943;962;1341;1301;1437;1241;1294;;
Кировская область;348;231;222;295;287;299;416;404;421;;
Нижегородская область;9655;6614;6466;5570;6464;6078;6264;6650;6588;;
Оренбургская область;108;133;127;116;97;113;114;140;206;;
Пензенская область;1535;782;789;653;667;634;668;570;562;;
Самарская область;7006;5731;3392;4970;4606;2637;2593;1282;1517;;
Саратовская область;1039;803;750;717;808;698;704;922;911;;
Ульяновская область;1709;1386;667;623;639;703;654;708;806;;
Уральский        федеральный округ;8639;7102;6641;6654;6737;6739;6936;6695;6333;;
Курганская область;135;66;59;53;53;44;44;43;42;;
Свердловская область;3865;2964;2858;2656;2643;2788;2767;2688;2442;;
Тюменская область;760;1089;661;745;649;750;997;1156;1046;;
в том числе:;;;;;;;;;;;
Ханты-Мансийский      автономный округ – Югра;261;169;94;125;62;97;87;86;70;;
Ямало-Ненецкий     автономный округ;10;4;12;27;24;31;31;27;28;;
Тюменская область     без автономных округов;489;916;555;593;563;622;879;1043;948;;
Челябинская область;3879;2983;3063;3200;3392;3157;3128;2808;2803;;
Сибирский       федеральный округ;9180;8073;8056;8284;8439;8436;8825;9051;8771;;
Республика Алтай   ;15;22;26;20;25;15;45;34;36;;
Республика Бурятия;183;147;272;188;319;330;332;335;324;;
Республика Тыва;92;192;195;163;168;175;171;168;188;;
Республика Хакасия;15;16;16;24;29;7;18;12;15;;
Алтайский край;549;291;286;351;404;418;450;412;389;;
Забайкальский край;76;72;75;69;75;63;43;46;89;;
Красноярский край;1102;785;775;837;915;863;918;996;1096;;
Иркутская область;663;812;783;786;756;820;839;735;637;;
Кемеровская область;250;211;219;190;167;186;159;173;105;;
Новосибирская область;3852;3575;3495;3583;3591;3542;3783;4144;4100;;
Омская область;1317;724;666;579;658;637;707;706;669;;
Томская область;1066;1226;1248;1494;1332;1380;1360;1290;1123;;
Дальневосточный      федеральный округ;3214;2569;2647;2461;2437;2338;2420;2556;2569;;
Республика Саха (Якутия);463;394;382;449;376;275;332;316;280;;
Камчатский край;337;292;294;319;277;247;135;115;103;;
Приморский край;1486;1156;1224;954;1079;1029;1238;1432;1557;;
Хабаровский край;285;272;272;258;264;313;264;253;237;;
Амурская область;216;153;140;141;130;134;133;…1);…1);;
Магаданская область;153;135;140;150;152;…1);…1);…1);…1);;
Сахалинская область;242;150;156;154;142;134;178;154;167;;
Еврейская автономная      область;17;14;36;33;…1);…1);…1);…1);…1);;
Чукотский автономный округ;15;3;3;3;…1);…1);…1);…1);-;;
___________;;;;;;;;;;;
1) Данные не публикуются в целях обеспечения конфиденциальности первичных статистических данных, полученных от организаций в соответствии с Федеральным законом от 29.11.07 № 282-ФЗ «Об официальном статистическом учете и системе государственной статистики в  Российской Федерации» (п.5 ст.4, ч.1 ст.9).;;;;;;;;;;;
