Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
 2. ТРУД;;;;;;;;;
КАДРЫ ГОСУДАРСТВЕННЫХ ОРГАНОВ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;;;;;;;;;
ЧИСЛЕННОСТЬ РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ1);;;;;;;;;
2.17.3. В местных администрациях (исполнительно-распорядительных органах муниципальных образований);;;;;;;;;
(человек);;;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017;
Российская Федерация;454821;488982;476561;469276;469849;458264;455352;450323;
Центральный федеральный округ;102199;110658;106787;103807;101757;92453;89493;87113;
Белгородская область;7113;7836;8053;8035;7719;7552;7115;6739;
Брянская область;5406;4753;4823;4619;4505;4342;4044;3979;
Владимирская область;6397;4196;3459;3244;3296;3062;2944;2992;
Воронежская область;7880;7404;7030;6838;6582;6483;5932;5809;
Ивановская область;3487;3708;3508;3577;3569;3472;3304;3181;
Калужская область;4041;4936;4842;4795;4909;4875;4847;4904;
Костромская область;4711;3728;3229;3204;3355;3224;3042;2919;
Курская область;4262;5823;4949;4708;4563;4263;4195;4152;
Липецкая область;4620;5217;5166;4648;4632;4651;4582;4690;
Московская область;18086;22130;22282;22769;22593;15761;15329;14483;
Орловская область;4127;4169;3969;4072;4052;3745;3405;3279;
Рязанская область;5334;5386;5468;5565;5449;5356;5304;5322;
Смоленская область;4298;5732;5629;5516;5317;5109;5202;4711;
Тамбовская область;3663;4850;4534;4451;4384;4288;4229;4239;
Тверская область;6162;6965;6565;6004;5991;5855;5728;5491;
Тульская область;5806;5938;4806;4207;4204;3936;3908;3997;
Ярославская область;5523;4959;4732;4856;4791;4593;4470;4272;
г. Москва;1283;2928;3743;2699;1846;1886;1913;1954;
Северо-Западный федеральный округ;36342;37810;36307;36144;35682;34999;33002;32719;
Республика Карелия;1489;1677;1575;1608;1649;1638;1563;1552;
Республика Коми;3240;4182;4214;4331;4427;4377;4357;4310;
Архангельская область;5495;6048;5788;5733;5717;5344;5107;4993;
в том числе: ;;;;;;;;;
Ненецкий автономный округ;287;449;481;481;477;386;351;348;
Архангельская область без автономного округа;5208;5599;5307;5252;5240;4958;4756;4645;
Вологодская область;5667;5480;5383;5359;5229;5599;4184;3993;
Калининградская область;3187;3673;3415;3233;2953;2739;2674;2665;
Ленинградская область;5847;5811;5577;5735;5775;5848;5817;5897;
Мурманская область;2764;2463;2094;2026;2006;1962;1948;1948;
Новгородская область;3573;3824;3446;3286;3066;2914;2886;2866;
Псковская область;3536;2962;2999;2977;2970;2673;2561;2554;
г. Санкт-Петербург;1544;1690;1816;1856;1890;1905;1905;1941;
Южный                    федеральный округ;41503;49682;48403;48148;47852;52555;52059;50948;
Республика Адыгея;1548;1603;1684;1698;1679;1665;1672;1698;
Республика Калмыкия;991;1501;1552;1528;1460;1284;1154;1357;
Республика Крым;;;;;…;5711;5745;5697;
Краснодарский край;11783;15392;14484;14364;14346;13902;13806;12770;
Астраханская область;4075;4218;3807;3859;3886;3615;3511;3447;
Волгоградская область;9804;9935;9551;9465;9114;8840;8869;8747;
Ростовская область;13302;17033;17325;17234;17367;17432;17176;17050;
г. Севастополь;;;;;…;106;126;182;
Северо-Кавказский   федеральный округ;21435;28568;29016;29206;28878;28212;28116;27865;
Республика Дагестан;6147;7538;7830;7963;7640;7296;7161;7264;
Республика Ингушетия;636;596;631;616;635;614;606;627;
Кабардино-Балкарская Республика;2575;2230;2341;2423;2418;2457;2570;2621;
Карачаево-Черкесская Республика;1136;2065;2103;2042;2105;2078;2105;2166;
Республика Северная Осетия - Алания;1804;1964;1891;1868;1784;1749;1706;1657;
Чеченская Республика;…;3321;3615;3697;3823;3785;3777;3898;
Ставропольский край;9137;10854;10605;10597;10473;10233;10191;9632;
Приволжский федеральный округ;99593;103558;100019;96036;96625;94238;98459;96984;
Республика Башкортостан;13096;10909;11972;11711;11841;11717;11407;11316;
Республика Марий Эл;1906;2280;2284;2300;2282;2235;2191;2153;
Республика Мордовия;3799;3617;3547;3473;3477;3395;3096;3023;
Республика Татарстан;3232;7396;7279;6814;6021;6154;8781;8863;
Удмуртская Республика;5594;5818;5755;6046;5961;5875;6106;5890;
Чувашская Республика;3983;3576;3556;3682;3671;3637;3461;3363;
Пермский край;9990;10643;10107;9931;10999;10809;10473;10351;
Кировская область;5388;6262;6471;6590;7959;7796;7941;7964;
Нижегородская область;13280;11617;11069;10899;10968;10545;13894;13966;
Оренбургская область;7947;9893;9160;7911;8564;8132;7639;7413;
Пензенская область;6163;6319;5526;5383;4751;4515;4481;4435;
Самарская область;10467;11431;10135;9470;9173;8831;8699;8240;
Саратовская область;9091;8748;8244;7412;7309;7039;6823;6766;
Ульяновская область;5657;5049;4914;4414;3649;3558;3467;3241;
Уральский               федеральный округ;42761;44767;44571;44420;44709;44693;44333;45143;
Курганская область;5135;4623;4670;4623;4654;4609;4578;4584;
Свердловская область;10171;8505;8650;8708;8750;8617;8439;8549;
