Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ;;;;;;;;;
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ;;;;;;;;;
"3.18. ПОТРЕБЛЕНИЕ  МОЛОКА И МОЛОЧНЫХ ПРОДУКТОВ на душу населения1);2)";;;;;;;;;
"(в год; килограммов)";;;;;;;;;
;2005;2017;;;;;;;
Российская Федерация;234;231;;;;;;;
Центральный федеральный округ;223;206;;;;;;;
Белгородская область;226;259;;;;;;;
Брянская область;268;179;;;;;;;
Владимирская область;197;197;;;;;;;
Воронежская область;234;270;;;;;;;
Ивановская область;186;174;;;;;;;
Калужская область;210;230;;;;;;;
Костромская область;211;198;;;;;;;
Курская область;221;184;;;;;;;
Липецкая область;220;228;;;;;;;
Московская область;238;242;;;;;;;
Орловская область;207;203;;;;;;;
Рязанская область;231;226;;;;;;;
Смоленская область;230;212;;;;;;;
Тамбовская область;196;161;;;;;;;
Тверская область;247;183;;;;;;;
Тульская область;180;112;;;;;;;
Ярославская область;248;218;;;;;;;
г. Москва;220;185;;;;;;;
Северо-Западный федеральный округ;246;263;;;;;;;
Республика Карелия;228;217;;;;;;;
Республика Коми;236;260;;;;;;;
Архангельская область;140;176;;;;;;;
Вологодская область;229;221;;;;;;;
Калининградская область;225;224;;;;;;;
Ленинградская область;238;287;;;;;;;
Мурманская область;208;230;;;;;;;
Новгородская область;230;232;;;;;;;
Псковская область;273;271;;;;;;;
г. Санкт-Петербург;296;305;;;;;;;
Южный              федеральный округ;209;216;;;;;;;
Республика Адыгея;195;205;;;;;;;
Республика Калмыкия;264;226;;;;;;;
Республика Крым;;165;;;;;;;
Краснодарский край;205;224;;;;;;;
Астраханская область;200;198;;;;;;;
Волгоградская область;196;195;;;;;;;
Ростовская область;222;254;;;;;;;
г. Севастополь;;138;;;;;;;
Северо-Кавказский       федеральный округ;187;236;;;;;;;
Республика Дагестан;143;270;;;;;;;
Республика Ингушетия;184;202;;;;;;;
Кабардино-Балкарская Республика;254;285;;;;;;;
Карачаево-Черкесская    Республика;302;220;;;;;;;
Республика Северная Осетия - Алания;195;219;;;;;;;
Чеченская Республика;…;228;;;;;;;
Ставропольский край;188;200;;;;;;;
Приволжский федеральный округ;279;266;;;;;;;
Республика Башкортостан;361;300;;;;;;;
Республика Марий Эл;289;238;;;;;;;
Республика Мордовия;295;250;;;;;;;
Республика Татарстан;334;362;;;;;;;
Удмуртская Республика;259;266;;;;;;;
Чувашская Республика;270;253;;;;;;;
Пермский край;231;230;;;;;;;
Кировская область;289;265;;;;;;;
Нижегородская область ;210;235;;;;;;;
Оренбургская область;310;303;;;;;;;
Пензенская область;261;200;;;;;;;
Самарская область;229;243;;;;;;;
Саратовская область;289;231;;;;;;;
Ульяновская область;219;204;;;;;;;
Уральский  федеральный округ;196;201;;;;;;;
Курганская область;273;236;;;;;;;
Свердловская область ;216;239;;;;;;;
Тюменская область;161;165;;;;;;;
Челябинская область;181;185;;;;;;;
Сибирский            федеральный округ;255;246;;;;;;;
Республика Алтай;250;272;;;;;;;
Республика Бурятия;219;207;;;;;;;
Республика Тыва;166;180;;;;;;;
Республика Хакасия;247;253;;;;;;;
Алтайский край;329;326;;;;;;;
Забайкальский край;241;244;;;;;;;
Красноярский край;232;231;;;;;;;
Иркутская область;184;194;;;;;;;
Кемеровская область;211;203;;;;;;;
Новосибирская область ;279;280;;;;;;;
Омская область;354;267;;;;;;;
Томская область;253;260;;;;;;;
Дальневосточный федеральный округ;169;188;;;;;;;
Республика Саха (Якутия);283;278;;;;;;;
Камчатский край;133;141;;;;;;;
Приморский край;109;161;;;;;;;
Хабаровский край ;189;198;;;;;;;
Амурская область;149;173;;;;;;;
Магаданская область;208;254;;;;;;;
Сахалинская область;192;137;;;;;;;
Еврейская автономная область;165;179;;;;;;;
Чукотский автономный округ;59;107;;;;;;;
??????;;;;;;;;;
1) Данные по автономным округам, входящим в состав областей, не разрабатывались в связи с отсутствием информационной базы.;;;;;;;;;
2) Первая оценка данных с учетом итогов Всероссийской сельскохозяйственной переписи 2016 года. Окончательные данные, пересчитанные с учетом итогов Всероссийской сельскохозяйственной переписи 2016 года, будут опубликованы в официальных изданиях Росстата 2019 года.;;;;;;;;;
