Республика Хакасия;15;73;-5;-8;70;6;-
Алтайский край;-321;1435;1368;347;2659;3277;2528
Забайкальский край;-14;96;94;-37;38;-14;82
Красноярский край;225;559;638;882;1691;1612;490
Иркутская область;65;129;204;346;74;62;78
Кемеровская область;109;78;-166;137;-9;-378;-389
Новосибирская область ;70;288;-98;314;536;483;101
Омская область;-277;-57;591;174;634;-433;239
Томская область;123;88;-12;-29;144;184;233
Дальневосточный федеральный округ;81;915;1276;793;1874;3562;1030
Республика Саха (Якутия);23;8;16;-1;-14;0,0;-14
Камчатский край;28;-10;-7;4;7;-4;-
Приморский край;-13;144;361;-196;-985;374;-575
Хабаровский край ;30;-11;-;-;7;-82;-20
Амурская область;-12;609;662;794;2336;2555;750
Магаданская область;-;-;-;0,0;-;-;-
Сахалинская область;17;148;228;163;437;683;875
Еврейская автономная область;14;28;18;27;86;37;14
Чукотский автономный округ;-6;-1;-2;2;-0,2;-1;-0,5
__________;;;;;;;
1) По данным бухгалтерской отчетности. Знак (-) означает убыток.;;;;;;;
