Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;
ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ АСПИРАНТОВ;;;;;;;;
19.9.1. Число организаций;;;;;;;;
(на конец года);;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017
Российская Федерация;1473;1568;1575;1557;1519;1446;1359;1284
Центральный    федеральный округ;649;668;657;649;616;587;552;527
Белгородская область;5;5;5;5;5;4;4;4
Брянская область;4;4;4;4;4;4;4;4
Владимирская область;6;6;5;5;5;5;4;4
Воронежская область;19;24;25;25;22;22;18;17
Ивановская область;10;10;10;10;9;9;10;9
Калужская область;9;10;10;10;10;10;10;8
Костромская область;3;3;3;3;3;3;2;2
Курская область;6;8;8;8;8;6;5;5
Липецкая область;3;3;3;2;3;3;3;3
Московская область;70;83;85;83;78;77;73;70
Орловская область;9;9;8;8;7;7;6;7
Рязанская область;6;6;7;7;6;6;6;6
Смоленская область;5;7;7;7;7;7;7;6
Тамбовская область;7;8;7;7;7;7;7;6
Тверская область;6;5;6;6;6;6;6;6
Тульская область;3;3;3;2;2;2;2;2
Ярославская область;10;12;11;12;12;11;11;11
г. Москва;468;462;450;445;422;398;374;357
Северо-Западный    федеральный округ;193;198;201;193;192;184;175;162
Республика Карелия;4;4;10;9;9;9;9;3
Республика Коми;4;6;12;12;11;11;10;9
Архангельская область;5;6;5;5;5;6;5;4
Вологодская область;6;7;8;8;5;5;4;4
Калининградская область;4;4;3;3;2;2;2;2
Ленинградская область;4;4;3;3;2;2;2;2
Мурманская область;3;5;5;5;14;13;11;11
Новгородская область;1;1;1;1;1;1;1;1
Псковская область;3;5;4;3;3;3;3;3
г. Санкт-Петербург;159;156;150;144;140;132;128;123
Южный             федеральный округ;71;87;91;90;100;87;82;78
Республика Адыгея;2;2;2;2;2;2;2;2
Республика Калмыкия;1;1;1;1;1;1;1;2
Республика Крым;;;;;9;5;4;4
Краснодарский край;22;29;30;29;32;28;26;24
Астраханская область;5;5;6;6;6;6;6;6
Волгоградская область;12;15;16;16;15;13;14;14
Ростовская область;29;35;36;36;32;29;26;23
г. Севастополь;;;;;3;3;3;3
Северо-Кавказский    федеральный округ ;35;52;58;59;59;57;54;50
Республика Дагестан;7;8;17;17;17;16;14;14
Республика Ингушетия ;1;1;1;1;1;1;1;1
Кабардино-Балкарская    Республика;7;7;7;7;7;7;9;5
Карачаево-Черкесская      Республика;3;3;3;3;3;3;3;3
Республика Северная    Осетия – Алания;5;9;9;9;9;9;7;7
Чеченская Республика ;…;3;3;3;3;3;3;4
Ставропольский край;12;21;18;19;19;18;17;16
Приволжский  федеральный округ;181;202;200;199;189;184;179;171
Республика Башкортостан;18;30;31;33;31;30;28;27
Республика Марий Эл;3;3;3;3;3;3;3;3
Республика Мордовия;4;4;4;4;4;4;4;4
Республика Татарстан;40;40;37;36;36;34;36;36
Удмуртская Республика;8;8;8;8;8;8;8;8
Чувашская Республика;4;4;4;4;4;4;4;4
Пермский край;12;12;12;12;13;14;14;10
Кировская область;6;8;8;8;8;8;7;7
Нижегородская область;28;31;31;29;26;25;23;23
Оренбургская область;8;9;9;9;8;8;8;8
Пензенская область;6;6;5;5;4;4;4;4
Самарская область;22;25;28;27;24;23;20;17
Саратовская область;16;17;15;16;15;14;14;14
Ульяновская область;6;5;5;5;5;5;6;6
Уральский          федеральный округ;83;91;88;87;85;85;77;70
Курганская область;4;5;4;4;4;4;4;4
Свердловская область;41;46;45;46;46;47;44;40
Тюменская область;24;22;23;21;21;20;17;14
в том числе:;;;;;;;;
Ханты-Мансийский    автономный округ – Югра;6;6;6;6;6;6;5;5
Тюменская область     без автономных округов;;;;15;15;14;12;9
Челябинская область;14;18;16;16;14;14;12;12
Сибирский    федеральный округ;184;195;205;205;203;191;172;161
Республика Алтай;1;1;1;1;1;1;1;1
Республика Бурятия;9;9;9;9;9;9;9;9
Республика Тыва;2;2;2;2;2;2;2;1
Республика Хакасия;1;1;1;1;1;1;1;1
Алтайский край;13;14;14;14;16;15;13;11
Забайкальский край;5;5;5;4;4;4;4;4
Красноярский край;19;16;16;17;17;16;10;8
Иркутская область;23;27;28;29;27;27;25;25
Кемеровская область;11;11;14;14;14;12;13;14
Новосибирская область;66;72;75;75;74;71;63;58
Омская область;15;18;21;20;19;15;13;12
Томская область;19;19;19;19;19;18;18;17
Дальневосточный    федеральный округ;77;75;75;75;75;71;68;65
Республика Саха (Якутия);12;11;11;11;11;11;11;12
Камчатский край;4;3;4;4;4;4;4;3
Приморский край;27;27;23;23;24;22;21;20
Хабаровский край;20;18;21;21;20;18;18;18
Амурская область;7;7;7;7;7;7;6;6
Магаданская область;4;4;4;4;4;4;3;1
Сахалинская область;1;3;3;3;3;3;3;3
Еврейская автономная   область;2;2;2;2;2;2;2;2
