Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;;
"17.10. ПЛОТНОСТЬ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ С ТВЕРДЫМ ПОКРЫТИЕМ1);2)";;;;;;;;;;;
"(на конец года; км путей на 1000 км2 территории)";;;;;;;;;;;  
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;
Российская Федерация;31;39;43;54;58;60;61;62;62,1;;
Центральный   федеральный округ;179;232;240;319;337;345;349;355;358;;
Белгородская область;243;247;251;600;639;675;704;729;733;;
Брянская область;186;194;194;280;304;307;307;312;315;;
Владимирская область;99;216;314;315;330;332;336;340;343;;
Воронежская область;176;205;207;303;319;323;327;338;345;;
Ивановская область;168;217;248;313;333;340;333;335;334;;
Калужская область;122;304;307;312;318;319;321;321;323;;
Костромская область;62;92;92;112;127;130;133;136;136;;
Курская область;207;244;247;336;345;352;357;362;367;;
Липецкая область;220;256;264;482;507;514;520;528;533;;
Московская область;367;670;672;695;698;709;720;729;740;;
Орловская область;173;225;234;336;358;363;364;368;371;;
Рязанская область;175;197;203;228;258;261;264;269;269;;
Смоленская область;179;180;181;266;278;279;283;308;310;;
Тамбовская область;161;184;191;259;284;286;282;286;288;;
Тверская область;179;184;186;211;230;244;248;249;248;;
Тульская область;200;206;224;364;389;393;395;394;396;;
Ярославская область;171;193;196;256;262;264;265;269;270;;
г. Москва;…;…;…;2114;2171;2438;2453;2472;2496;;
Северо-Западный    федеральный округ;40;45;47;56;60;61;61;62;62;;
Республика Карелия;37;37;37;44;46;47;47;48;48;;
Республика Коми;13;14;14;14;15;15;16;16;16;;
Архангельская область;13;18;19;20;21;21;21;21;21;;
в том числе:;;;;;;;;;;;
Ненецкий автономный округ;1,0;1,1;1,1;1,2;1,2;1,2;1,2;1,3;1,4;;
Архангельская область    без автономного округа;18;26;27;28;29;29;29;29;29;;
Вологодская область;79;81;82;101;114;118;118;117;116;;
Калининградская область;306;439;427;440;492;511;513;519;521;;
Ленинградская область;127;135;137;180;211;212;207;207;209;;
Мурманская область;17;19;20;23;23;23;23;23;23;;
Новгородская область;161;175;177;192;202;196;198;198;198;;
Псковская область;180;200;230;272;287;292;299;301;302;;
г. Санкт-Петербург;…;…;… ;2156;2281;2290;2377;2451;2468;;
Южный            федеральный округ;75;132;144;187;204;223;227;229;232;;
Республика Адыгея;204;207;556;562;564;564;563;564;570;;
Республика Калмыкия;39;42;40;43;46;47;47;48;49;;
Республика Крым;;;;;;451;479;486;494;;
Краснодарский край;136;280;296;419;428;438;447;454;463;;
Астраханская область;54;68;75;81;84;87;88;88;88;;
Волгоградская область;79;109;119;134;140;140;141;142;143;;
Ростовская область;48;139;139;202;258;260;261;262;263;;
г. Севастополь;;;;;;801;1019;951;1084;;
Северо-Кавказский     федеральный округ;152;221;294;348;367;374;392;394;401;;
Республика Дагестан;150;153;384;371;370;370;397;396;410;;
Республика Ингушетия;241;489;586;606;629;644;830;832;838;;
Кабардино-Балкарская Республика;238;472;472;529;545;565;565;571;575;;
Карачаево-Черкесская Республика;133;251;254;297;331;334;341;344;346;;
Республика Северная Осетия – Алания;286;485;437;663;696;697;691;692;695;;
Чеченская Республика;179;388;385;440;480;510;562;565;573;;
Ставропольский край;114;134;146;232;258;264;267;269;272;;
Приволжский  федеральный округ;126;150;152;200;207;218;226;227;229;;
Республика Башкортостан;156;163;165;190;206;260;296;301;304;;
Республика Марий Эл;141;154;154;195;205;209;210;210;211;;
Республика Мордовия;171;175;193;256;268;276;283;286;289;;
Республика Татарстан;199;324;321;413;406;416;423;430;436;;
Удмуртская Республика;141;223;225;229;238;240;243;244;246;;
Чувашская Республика;259;318;321;401;405;409;410;409;417;;
Пермский край;68;73;76;118;124;128;130;134;136;;
Кировская область;76;84;85;113;114;114;114;111;114;;
Нижегородская область;176;196;199;280;288;290;290;291;295;;
Оренбургская область;107;107;110;160;167;168;167;167;167;;
Пензенская область;154;158;156;275;265;279;286;290;295;;
Самарская область;143;233;235;274;284;301;304;310;314;;
Саратовская область;103;114;115;171;176;173;179;168;169;;
Ульяновская область;130;165;166;180;215;221;237;239;240;;
Уральский    федеральный округ;21;23;24;32;38;39;39;40;41;;
Курганская область;92;110;109;127;129;130;132;132;133;;
Свердловская область;56;62;66;93;117;121;123;124;125;;
Тюменская область;7,4;8,8;8,7;14;14;14;15;15;15;;
в том числе:;;;;;;;;;;;
Ханты-Мансийский    автономный округ – Югра;4,1;6,2;6,0;10,1;10,1;10,3;10,6;10,8;10,7;;
Ямало-Ненецкий   автономный округ;1,4;1,8;1,8;2,4;2,8;2,8;2,9;3,0;3,0;;
Тюменская область    без автономных округов;48;52;51;82;82;83;84;86;87;;
Челябинская область;101;109;111;111;187;190;195;201;204;;
Сибирский      федеральный округ;17;21;28;33;34;35;35;35;36;;
Республика Алтай;31;32;33;44;45;47;48;49;49;;
Республика Бурятия;11;20;20;23;24;24;26;26;26;;
Республика Тыва;12;17;17;15;18;20;21;21;21;;
Республика Хакасия;43;46;46;75;80;88;87;88;91;;
Алтайский край;86;91;208;221;228;224;221;220;221;;
Забайкальский край;24;36;34;34;33;34;34;34;34;;
Красноярский край ;5,5;6,4;11,0;11,0;11,0;11,0;12,0;11,0;12;;
Иркутская область;16;16;20;28;29;29;30;30;31;;
Кемеровская область;61;90;96;145;171;176;174;175;177;;
Новосибирская область;56;65;66;90;99;102;109;110;111;;
Омская область;57;75;76;97;96;98;98;98;98;;
Томская область;10;13;14;22;23;24;24;24;24;;
Дальневосточный федеральный округ;5,4;6,1;6,2;8,2;8,8;9,1;9,5;9,5;10;;
Республика Саха (Якутия);2,5;2,7;2,7;3,3;3,6;3,7;3,8;3,8;3,9;;
Камчатский край;3,1;3,6;3,6;3,9;4,0;4,1;4,2;4,2;4,4;;
Приморский край;43;52;51;88;89;89;93;92;90;;
Хабаровский край;6,2;7,4;7,5;8,0;11;12;12;12;12;;
Амурская область;20;22;23;30;30;31;34;35;34;;
Магаданская область;4,8;4,7;4,7;5,3;5,2;5,3;5,3;5,4;5,5;;
Сахалинская область;9,0;14;14;20;21;22;23;23;25;;
Еврейская автономная область;42;46;48;57;66;69;68;68;67;;
Чукотский автономный округ;0,8;0,8;0,9;0,9;1,0;0,9;0,9;1,0;1,2;;
?????;;;;;;;;;;;
1) По данным Росавтодора и Росстата.;;;;;;;;;;;
2) С 2012 г. – включая протяженность улиц.;;;;;;;;;;;
