Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;;;;;
17.12. ЧИСЛО ДОРОЖНО-ТРАНСПОРТНЫХ ПРОИСШЕСТВИЙ на 100 000 человек населения1);;;;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;;;
Российская Федерация;155,6;139,6;139,8;142,2;142,2;138,9;125,7;118,4;115,4;;;;;
Центральный   федеральный округ;167,5;144,7;143;141,1;137,8;136,9;122,1;109,9;106,9;;;;;
Белгородская область;123;94,6;95,8;89;83,9;84,2;80,2;88,2;90,0;;;;;
Брянская область;133,6;120,8;123,9;115,1;119,1;117,6;114;108;104,8;;;;;
Владимирская область;219,2;231;230,6;221,3;211,2;219,2;196,1;177,7;173,7;;;;;
Воронежская область;169,5;167,6;165,5;168,2;164,1;152,6;139,3;132,3;133,2;;;;;
Ивановская область;211,7;185,2;189,5;191,9;185,5;187,3;165,1;150,3;142,7;;;;;
Калужская область;178,4;173,7;181,1;212,5;231,5;239,9;203,7;180,8;155,8;;;;;
Костромская область;183,2;163,8;145,2;132,2;122,7;141,4;116,7;111,6;121,3;;;;;
Курская область;159,8;166,8;173,7;183,9;182,8;182,2;166,1;144,1;143,0;;;;;
Липецкая область;184,2;192;191,7;191,1;183,5;170,6;150;139,3;142,4;;;;;
Московская область;211,2;150,9;143,5;132;131,1;125,9;108,4;92,7;89,8;;;;;
Орловская область;178,7;176,6;174,7;173,4;177,3;184,6;154,8;133,6;119,1;;;;;
Рязанская область;172,8;183,6;200,3;214,9;217,2;211,3;184,9;160,6;161,7;;;;;
Смоленская область;150,7;129,6;134,5;141,5;150,5;137,3;128,2;113,9;105,0;;;;;
Тамбовская область;165,4;167;165,2;190,6;192,9;188,8;162,3;144,6;137,4;;;;;
Тверская область;189,1;167,2;143,3;155,2;146,4;157,9;139,7;148,5;137,8;;;;;
Тульская область;176;183,6;189,5;170,4;172,1;192,8;175,4;156,2;152,7;;;;;
Ярославская область;186;168,3;164;163,4;156,2;155,9;148,4;147,9;149,8;;;;;
г. Москва;129,5;102,6;102,2;100,8;94;93,1;84,8;73,2;71,6;;;;;
