Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;
Основные показатели сельского хозяйства;;;;;;;
ОСНОВНЫЕ ФИНАНСОВЫЕ ПОКАЗАТЕЛИ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ДЕЯТЕЛЬНОСТЬ В РАСТЕНИЕВОДСТВЕ И ЖИВОТНОВОДСТВЕ;;;;;;;
14.3.4. Рентабельность проданных товаров, продукции (работ, услуг) организаций1). Животноводство;;;;;;;
(процентов);;;;;;;
;2005;2010;2013;2014;2015;2016;2017
Российская Федерация;6,4;12,4;11,7;20,2;35,4;30,3;12,0
Центральный     федеральный округ;4,1;7,9;12,3;20,5;40,0;31,9;16,2
Белгородская область;5,9;5,0;19,6;26,6;44,4;35,5;23,5
Брянская область;0,7;14,7;16,9;28,8;41,4;25,1;-2,6
Владимирская область;9,9;12,0;2,7;3,9;13,1;0,5;12,5
Воронежская область;2,6;4,7;7,7;17,5;41,7;37,6;13,8
Ивановская область;4,9;-2,3;-19,7;-17,5;-12,8;7,8;-1,0
Калужская область;5,1;8,2;-10,3;-5,2;-2,9;-7,3;6,5
Костромская область;2,5;-3,4;17,3;10,0;23,8;18,5;7,2
Курская область;-1,7;11,5;15,9;15,3;38,8;41,1;40,5
Липецкая область;8,6;0,8;11,3;20,4;44,1;33,5;20,3
Московская область;9,6;12,3;6,0;11,0;12,0;5,7;5,3
Орловская область;-2,1;13,6;22,2;31,6;46,1;39,7;23,7
Рязанская область;10,3;-7,0;-1,1;11,6;20,3;9,3;9,8
Смоленская область;-9,8;-0,6;4,3;43,4;2,2;-0,9;15,6
Тамбовская область;1,0;18,3;20,3;40,0;72,0;44,5;16,8
Тверская область;10,4;6,6;-1,9;-14,0;15,7;22,6;20,2
Тульская область;-0,7;5,3;5,5;13,0;17,4;11,1;3,8
Ярославская область;9,1;-5,9;-1,4;2,6;20,8;36,9;17,2
г. Москва;5,4;5,3;0,0;5,8;6,0;7,8;13,1
Северо-Западный федеральный округ;2,8;4,4;2,6;11,2;4,4;-4,8;12,4
Республика Карелия;-6,1;-; -;-;-;-;-6,0
Республика Коми;-1,7;-9,8;-18,1;-9,4;-10,8;-7,3;7,9
Архангельская область;-21,4;-11,0; - ;-;-;-;-11,6
в том числе: ;;;;;;;
Ненецкий автономный округ;-26,5;-; - ;-;-;-;-42,5
Архангельская область без автономного округа;-20,9;-11,0;-;-;-;-;-2,7
Вологодская область;4,1;6,7;2,9;-1,6;3,4;1,0;11,4
Калининградская область;8,3;-3,2;-19,3;-2,4;-3,8;-40,7;20,9
Ленинградская область;9,5;8,0;7,3;11,3;11,5;4,0;7,6
Мурманская область;-8,6;-65,9;-;-;-;-;-19,6
Новгородская область;14,1;21,4;13,5;-5,6;1,9;-1,1;8,1
Псковская область;4,4;-4,4;14,2;68,4;-0,1;-6,9;33,9
г. Санкт-Петербург;-4,2;18,0;-7,6;-9,5;1,1;-39,6;12,8
Южный            федеральный округ;16,3;24,0;18,3;30,2;45,8;38,2;4,1
Республика Адыгея;-10,1;15,8;0,7;-1,8;23,0;29,9;10,7
Республика Калмыкия;15,3;10,8;-4,6;-6,6;32,0;35,4;10,0
Республика Крым;;;;3,5;26,4;21,3;4,6
Краснодарский край;18,4;26,6;22,3;32,6;50,1;40,1;14,6
Астраханская область;-6,2;-1,5;-8,5;-0,1;11,2;-15,6;-10,3
Волгоградская область;12,4;15,9;24,4;44,8;51,5;46,4;5,0
Ростовская область;15,2;21,5;7,5;24,0;37,6;35,0;-5,6
г. Севастополь;;;;42,2;23,3;8,9;-
Северо-Кавказский федеральный округ;10,5;16,6;13,8;23,4;36,6;33,4;13,9
Республика Дагестан;4,0;0,7;6,2;-2,9;5,6;5,5;5,1
Республика Ингушетия;-37,5;-29,3;-6,7;-11,8;-11,7;3,0;19,8
Кабардино-Балкарская Республика;-4,2;4,7;15,3;13,9;10,9;7,7;11,1
Карачаево-Черкесская Республика;10,0;-7,5;0,4;-4,4;22,2;12,4;7,6
Республика Северная Осетия – Алания;-20,7;-21,8;-12,8;-12,5;3,2;14,6;-
Чеченская Республика ;…;-29,2;-17,4;-20,9;-9,9;-1,2;-20,6
Ставропольский край;12,9;19,7;15,2;25,5;39,7;37,0;14,7
Приволжский          федеральный округ;1,6;3,2;5,9;11,1;23,2;21,8;10,7
Республика Башкортостан;6,6;3,8;3,9;-0,2;9,7;12,1;3,6
Республика Марий Эл;3,9;1,5;6,5;6,8;11,0;-1,5;12,6
Республика Мордовия;5,8;21,3;5,4;4,9;15,7;17,6;14,1
Республика Татарстан;-0,3;-2,9;8,4;4,6;7,3;8,7;5,9
Удмуртская Республика;7,8;2,1;15,7;20,2;24,3;27,9;11,0
Чувашская Республика;7,2;8,4;17,2;21,1;28,7;18,7;20,9
Пермский край;-5,1;16,3;-4,9;16,1;13,4;-6,1;6,1
Кировская область;4,0;6,0;0,2;7,2;-0,1;-3,2;20,4
Нижегородская область ;1,6;0,3;-1,6;7,8;19,0;12,7;8,5
Оренбургская область;-1,5;-1,4;-5,4;-2,1;22,1;3,1;6,4
Пензенская область;3,7;-5,4;-3,7;16,5;38,2;31,4;16,9
Самарская область;-12,4;9,2;27,4;40,6;57,5;54,8;-1,2
Саратовская область;6,9;12,9;21,6;21,4;44,7;43,2;7,3
Ульяновская область;-1,2;4,5;-8,8;5,5;14,0;10,4;8,1
Уральский       федеральный округ;-2,1;-3,4;-3,1;-3,8;10,7;8,3;7,5
Курганская область;3,8;-2,2;15,0;15,0;33,1;38,2;6,5
Свердловская область ;1,6;17,4;4,1;11,7;13,3;13,2;5,7
Тюменская область;0,2;-11,8;-12,4;-5,9;1,1;0,9;6,1
в том числе:;;;;;;;
Ханты-Мансийский автономный округ – Югра;-31,5;-31,3;-53,6;-61,2;-95,9;-100,0;-31,2
