Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ;;;;;;;;;;;
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ;;;;;;;;;;;
3.2. СРЕДНЕДУШЕВЫЕ ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ;;;;;;;;;;;
"(в месяц; рублей)";;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;
Российская Федерация;8088;18958;20780;23221;25928;27766;30467;30747;31422;;
Центральный федеральный округ;10902;24645;27089;30006;33467;34970;38767;39371;40843;;
Белгородская область;5276;16993;18800;21659;23735;25372;28331;29591;30074;;
Брянская область;4788;13358;15348;17469;20152;22039;25362;25349;26402;;
Владимирская область;4107;12956;14312;16229;18796;20569;23729;22866;23989;;
Воронежская область;5398;13883;15909;18948;22056;25505;29922;29576;29327;;
Ивановская область;3480;11124;13006;16015;18123;20409;22556;23684;24760;;
Калужская область;5343;15477;17557;20742;23182;24984;27703;28610;28108;;
Костромская область;4985;13315;14574;15867;17575;19320;22442;23981;24745;;
Курская область;5218;14685;16387;18866;20809;23188;25801;25821;26425;;
Липецкая область;5591;15936;16811;19829;22222;25263;27665;28466;29294;;
Московская область;7445;22641;25605;30572;32739;34948;37702;40539;41286;;
Орловская область;4857;13115;14824;16827;18262;19981;22829;23261;24122;;
Рязанская область;4775;13886;14788;17652;19828;21988;24226;24582;24789;;
Смоленская область;5483;14546;15969;18305;19982;21788;24757;24475;25398;;
Тамбовская область;5292;13631;15151;17449;19834;22377;25089;25975;25938;;
Тверская область;5606;13873;14943;17282;19106;20602;23454;23907;24077;;
Тульская область;4988;15349;16975;19340;20903;23040;26290;27432;27775;;
Ярославская область;6321;14491;15509;18605;21127;23876;27363;27825;27625;;
г. Москва;24014;44051;47319;48935;54869;54504;59850;59205;62532;;
Северо-Западный федеральный округ;8996;19837;21184;23422;26167;28580;32329;33217;33890;;
Республика Карелия;7278;16046;17543;20058;21494;22939;25717;25747;26740;;
Республика Коми;11452;22260;23925;27040;29335;30844;32545;31529;31181;;
Архангельская область;7903;19609;21455;23142;26262;29432;32585;32507;33161;;
в том числе:;;;;;;;;;;;
Ненецкий автономный округ;21502;52270;54632;62323;66276;66491;70871;69959;70121;;
Архангельская область без автономного округа;;;;;24775;28033;31114;31047;31706;;
Вологодская область;6345;14115;15638;18248;20513;22801;25582;27346;26489;;
Калининградская область;6481;16040;16880;19456;20642;23117;25875;25913;26527;;
Ленинградская область;5687;14798;15932;17967;20161;20932;24747;27172;27998;;
Мурманская область;10624;24047;25303;28932;32912;34149;36848;36116;37108;;
Новгородская область;5476;15599;16981;19547;21392;23703;25773;25261;25492;;
Псковская область;4927;12798;14185;16294;17804;19500;21710;22101;23144;;
г. Санкт-Петербург;12264;24824;26069;27834;31407;34724;39935;41166;42133;;
Южный             федеральный округ;5757;15114;16584;18864;21842;24328;25459;26291;26928;;
Республика Адыгея;3893;12279;14272;17071;18512;22054;22646;23612;24677;;
Республика Калмыкия;2392;7774;8829;10190;11311;12398;14230;14351;14730;;
Республика Крым;;;;;;…;15658;18071;20128;;
Краснодарский край;5545;16892;18796;21686;25777;28788;31375;32798;33136;;
Астраханская область;5636;14697;16032;17789;19777;22169;24057;22767;22519;;
Волгоградская область;5908;13775;14519;16011;17590;19056;21719;20749;21357;;
Ростовская область;6360;14647;16010;18107;20995;23355;26558;27112;27677;;
г. Севастополь;;;;;;…;17882;24096;24713;;
Северо-Кавказский федеральный округ;4537;13253;15050;17167;18900;20693;23024;23451;24017;;
Республика Дагестан;4388;15678;18278;20730;21717;23423;26738;28295;29206;;
Республика Ингушетия;2737;9630;11562;12322;13821;14346;14713;15008;15131;;
Кабардино-Балкарская Республика;4190;11290;12636;13717;15297;16619;19102;19830;20385;;
Карачаево-Черкесская Республика;4084;10878;11742;13388;14664;16109;17268;16895;17142;;
Республика Северная Осетия – Алания;4669;13193;13757;16165;17788;19820;22003;22357;22773;;
Чеченская Республика;…;11982;14026;15274;17188;19788;22917;22821;22202;;
Ставропольский край;5117;13016;14440;17088;19768;21590;22969;22460;23403;;
Приволжский федеральный округ;6229;15840;17282;19663;21864;24020;26287;25708;25870;;
Республика Башкортостан;6887;17499;19030;21267;23892;25971;27730;28134;28443;;
Республика Марий Эл;3376;10336;11328;12532;14517;16374;18513;18672;19017;;
Республика Мордовия;4103;11294;11948;13081;14433;16134;17855;17698;18065;;
Республика Татарстан;7383;18424;20223;24004;26161;29830;32155;32614;31719;;
Удмуртская Республика;4657;12984;14452;16694;18660;21197;24454;23883;23926;;
Чувашская Республика;3959;11066;12083;13759;15264;16681;18289;17877;17892;;
Пермский край;8273;19834;21307;23329;26054;28315;32043;28405;28655;;
Кировская область;4644;13331;14675;16733;18012;20329;22149;21303;21560;;
Нижегородская область ;6057;16477;18337;21732;24503;27930;30839;30614;30742;;
Оренбургская область;5122;13557;14892;16542;18628;20724;22954;22035;22689;;
Пензенская область;4355;12920;14171;15924;17815;19601;21819;21040;21611;;
Самарская область;9264;20223;21756;24696;26865;26062;27739;26800;26989;;
Саратовская область;5056;12147;13097;14280;16035;17941;20075;19411;19825;;
Ульяновская область;4576;13132;14312;16375;18580;21541;22779;22485;23133;;
Уральский       федеральный округ;9581;21832;23908;26304;28994;30494;32880;32634;32945;;
Курганская область;4800;13499;14353;16129;17583;18850;20581;20454;20777;;
Свердловская область ;9022;22194;24893;27852;31013;32157;34805;35166;35289;;
Тюменская область;14983;28757;30706;33473;36399;38523;41594;41312;42082;;
в том числе:;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;18115;32385;33926;36345;39292;41503;44507;44167;44843;;
Ямало-Ненецкий автономный округ;22231;43367;46785;52585;58040;61252;66795;68971;71705;;
Тюменская область без автономных округов;;;;;24731;26509;28937;28033;28325;;
Челябинская область;6554;16821;18460;19816;21888;23157;24578;23473;23397;;
Сибирский      федеральный округ;6731;15007;16568;18474;20454;21490;23569;23722;23925;;
Республика Алтай;4381;13536;13837;14283;14752;17134;18254;17833;18411;;
Республика Бурятия;6027;14271;15715;17688;20785;22326;25480;25172;25041;;
Республика Тыва;4162;10160;10963;12014;13472;14083;15246;14111;14048;;
Республика Хакасия;5177;12806;14223;16012;17876;18385;20789;21034;21209;;
Алтайский край;4640;11029;12500;13617;15979;18434;20985;21497;22165;;
Забайкальский край;5908;14205;15969;17546;19886;20520;22980;22885;23268;;
Красноярский край;7790;18262;20145;22524;24922;24806;27102;28035;28047;;
Иркутская область;7119;15110;16017;17820;19425;20224;22445;22268;22412;;
Кемеровская область;7889;15341;16666;18511;19697;20193;21827;21263;21849;;
Новосибирская область ;6639;16276;18244;20728;22597;23110;24176;25407;25313;;
Омская область;6969;15199;17248;19495;21364;24060;25839;25241;25223;;
Томская область;8142;15070;16516;18027;20430;21549;24846;24326;24458;;
Дальневосточный  федеральный округ;8989;20807;22870;25504;28929;31974;36275;36432;37070;;
Республика Саха (Якутия);11350;23088;25617;28701;31528;34205;37805;38937;39765;;
Камчатский край;11167;27010;28965;31764;35371;37030;41029;41058;42342;;
Приморский край;7163;17298;19160;21679;24343;28340;32983;32446;33155;;
Хабаровский край;9654;22479;23766;25689;29382;31703;36621;37467;37698;;
Амурская область;5988;14323;17790;21800;24671;26765;30197;29661;30663;;
Магаданская область;11167;27801;30452;36620;42463;45846;50173;50755;53633;;
Сахалинская область;12640;30727;32268;32721;39971;44690;49585;49601;48727;;
