Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;
Основные показатели сельского хозяйства;;;;;;;;;;;
ОСНОВНЫЕ ФИНАНСОВЫЕ ПОКАЗАТЕЛИ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ДЕЯТЕЛЬНОСТЬ В РАСТЕНИЕВОДСТВЕ И ЖИВОТНОВОДСТВЕ;;;;;;;;;;;
14.3.3. Рентабельность проданных товаров, продукции (работ, услуг) организаций1). Растениеводство;;;;;;;;;;;
  (процентов);;;;;;;;;;;
;2005;2010;2013;2014;2015;2016;2017;;;;
Российская Федерация;6,4;12,4;11,7;20,2;35,4;30,3;17,2;;;;
Центральный     федеральный округ;4,1;7,9;12,3;20,5;40,0;31,9;13,0;;;;
Белгородская область;5,9;5,0;19,6;26,6;44,4;35,5;11,4;;;;
Брянская область;0,7;14,7;16,9;28,8;41,4;25,1;6,7;;;;
Владимирская область;9,9;12,0;2,7;3,9;13,1;0,5;-8,9;;;;
Воронежская область;2,6;4,7;7,7;17,5;41,7;37,6;13,5;;;;
Ивановская область;4,9;-2,3;-19,7;-17,5;-12,8;7,8;3,1;;;;
Калужская область;5,1;8,2;-10,3;-5,2;-2,9;-7,3;-9,3;;;;
Костромская область;2,5;-3,4;17,3;10,0;23,8;18,5;14,0;;;;
Курская область;-1,7;11,5;15,9;15,3;38,8;41,1;18,6;;;;
Липецкая область;8,6;0,8;11,3;20,4;44,1;33,5;15,7;;;;
Московская область;9,6;12,3;6,0;11,0;12,0;5,7;12,4;;;;
Орловская область;-2,1;13,6;22,2;31,6;46,1;39,7;12,3;;;;
Рязанская область;10,3;-7,0;-1,1;11,6;20,3;9,3;-2,4;;;;
Смоленская область;-9,8;-0,6;4,3;43,4;2,2;-0,9;66,5;;;;
Тамбовская область;1,0;18,3;20,3;40,0;72,0;44,5;13,3;;;;
Тверская область;10,4;6,6;-1,9;-14,0;15,7;22,6;-24,2;;;;
Тульская область;-0,7;5,3;5,5;13,0;17,4;11,1;11,9;;;;
Ярославская область;9,1;-5,9;-1,4;2,6;20,8;36,9;37,9;;;;
г. Москва;5,4;5,3;0,0;5,8;6,0;7,8;9,7;;;;
Северо-Западный федеральный округ;2,8;4,4;2,6;11,2;4,4;-4,8;-2,1;;;;
Республика Карелия;-6,1;-; -;-;-;-;-;;;;
Республика Коми;-1,7;-9,8;-18,1;-9,4;-10,8;-7,3;-7,8;;;;
Архангельская область;-21,4;-11,0; - ;-;-;-;-;;;;
в том числе: ;;;;;;;;;;;
Ненецкий автономный округ;-26,5;-; - ;-;-;-;-;;;;
Архангельская область без автономного округа;-20,9;-11,0;-;-;-;-;-;;;;
Вологодская область;4,1;6,7;2,9;-1,6;3,4;1,0;8,0;;;;
Калининградская область;8,3;-3,2;-19,3;-2,4;-3,8;-40,7;-39,3;;;;
Ленинградская область;9,5;8,0;7,3;11,3;11,5;4,0;4,7;;;;
Мурманская область;-8,6;-65,9;-;-;-;-;-;;;;
Новгородская область;14,1;21,4;13,5;-5,6;1,9;-1,1;2,3;;;;
Псковская область;4,4;-4,4;14,2;68,4;-0,1;-6,9;-0,7;;;;
г. Санкт-Петербург;-4,2;18,0;-7,6;-9,5;1,1;-39,6;-24,8;;;;
Южный            федеральный округ;16,3;24,0;18,3;30,2;45,8;38,2;27,6;;;;
Республика Адыгея;-10,1;15,8;0,7;-1,8;23,0;29,9;15,0;;;;
Республика Калмыкия;15,3;10,8;-4,6;-6,6;32,0;35,4;17,3;;;;
Республика Крым;;;;3,5;26,4;21,3;7,3;;;;
Краснодарский край;18,4;26,6;22,3;32,6;50,1;40,1;31,7;;;;
Астраханская область;-6,2;-1,5;-8,5;-0,1;11,2;-15,6;28,4;;;;
Волгоградская область;12,4;15,9;24,4;44,8;51,5;46,4;28,1;;;;
Ростовская область;15,2;21,5;7,5;24,0;37,6;35,0;22,4;;;;
