Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;
16. ТОРГОВЛЯ И УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;
УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;
 ОБЪЕМ ПЛАТНЫХ УСЛУГ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;
16.9.1. Всего;;;;;;;;;;;;;;;;
(миллионов рублей);;;;;;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;;;;;
Российская Федерация;2271733;4943482;5540654;6036839;6927482;7467521;8050808;8636277;9211441;;;;;;;
Центральный федеральный округ;858524;1701293;1872211;2017122;2340150;2511429;2692079;2979150;3180229;;;;;;;
Белгородская область;13641;44437;49776;53115;64115;70453;74393;77677;80858;;;;;;;
Брянская область;13747;30111;34125;36157;40064;42682;45074;47410;49891;;;;;;;
Владимирская область;13992;38780;43514;49433;59776;64011;66909;66896;68739;;;;;;;
Воронежская область;21108;59386;68502;77445;90948;99564;110399;118238;124816;;;;;;;
Ивановская область;9990;23032;26236;28351;32582;36921;38453;40152;41799;;;;;;;
Калужская область;10549;27030;30237;33168;37991;41291;43478;45272;47060;;;;;;;
Костромская область;5524;14584;16524;18079;21009;22608;24043;24989;25840;;;;;;;
Курская область;10819;28789;31263;34416;40004;44707;48382;50980;52532;;;;;;;
Липецкая область;11541;30928;35229;39464;45833;50959;55228;59430;63056;;;;;;;
Московская область;108058;258156;285879;305363;404496;427558;452056;468005;491240;;;;;;;
Орловская область;7524;16888;20061;22342;26025;28261;30770;32630;34288;;;;;;;
Рязанская область;10700;27073;30230;32291;35332;37909;39834;43071;46087;;;;;;;
Смоленская область;9060;19828;22551;24020;26785;30038;31238;32079;33546;;;;;;;
Тамбовская область;10680;26894;29933;33599;38694;42425;44634;46764;48096;;;;;;;
Тверская область;16451;30556;33784;37402;41490;42023;46361;49674;52048;;;;;;;
Тульская область;16967;38616;45056;49520;55353;59851;64389;66019;69594;;;;;;;
Ярославская область;17239;32219;35406;37998;41597;46012;48324;52024;54972;;;;;;;
г. Москва;550932;953986;1033906;1104958;1238055;1324156;1428114;1657841;1795769;;;;;;;
Северо-Западный федеральный округ;250966;555961;621214;675511;734078;777256;826165;880570;944408;;;;;;;
Республика Карелия;9029;18320;20255;22656;25094;27318;28843;30796;33410;;;;;;;
Республика Коми;16508;34826;38124;40449;44460;45735;45899;47153;48515;;;;;;;
Архангельская область;18066;46664;52495;57539;54294;59625;63710;65824;68478;;;;;;;
в том числе: ;;;;;;;;;;;;;;;;
Ненецкий автономный округ;325;1641;1740;2102;2349;2513;2719;2893;2728;;;;;;;
Архангельская область     без автономного округа;;;;;51945;57112;60991;62931;65751;;;;;;;
Вологодская область;15945;34793;39310;41259;46323;50739;53308;54554;55811;;;;;;;
Калинингpадская область;12041;29769;31658;34252;37991;41852;45810;51268;56102;;;;;;;
Ленинградская область;14823;36702;41774;46800;53906;57997;63004;69067;73632;;;;;;;
Мурманская область;22941;37795;40237;43145;50682;54788;54962;56778;56470;;;;;;;
Новгородская область;8072;19426;22769;26213;28870;31721;33070;33025;32209;;;;;;;
Псковская область;7173;16330;18285;19429;19786;21039;23489;24693;25635;;;;;;;
г. Санкт-Петербург;126367;281338;316308;343769;372674;386444;414069;447412;494145;;;;;;;
Южный          федеральный округ;171113;415199;469854;523100;629607;714471;874205;938393;1004338;;;;;;;
Республика Адыгея;3145;6281;7373;8451;10176;11243;11515;12679;13304;;;;;;;
Республика Калмыкия;1152;3111;3455;3875;4290;4608;4869;5030;5458;;;;;;;
Республика Крым;;;;;;8624;73772;80103;85415;;;;;;;
Краснодарский край;74197;186095;214282;241536;315014;360832;408126;446299;479806;;;;;;;
Астраханская область;10761;24510;26858;29077;31705;34874;35691;37082;39255;;;;;;;
