Волгоградская область;32539;85380;95780;107893;113897;120535;131504;125910;133057;;;;;;;
Ростовская область;49317;109822;122106;132267;154525;171447;187603;201235;214510;;;;;;;
г. Севастополь;;;;;;2306;21126;30054;33533;;;;;;;
Северо-Кавказский федеральный округ;72494;192536;220309;243396;298488;333084;362076;378267;405398;;;;;;;
Республика Дагестан;19384;60776;66957;73655;85806;96396;105899;109131;118943;;;;;;;
Республика Ингушетия ;1094;7481;8126;8836;9050;9583;9938;9991;11363;;;;;;;
Кабардино-Балкарская Республика;6790;14925;17368;18973;21881;24030;26198;27762;29356;;;;;;;
Карачаево-Черкесская Республика;3047;8452;9286;10175;11246;11758;12224;12970;13681;;;;;;;
Республика Северная Осетия – Алания;6869;16359;19129;20459;21887;23268;24970;25976;27255;;;;;;;
Чеченская Республика ;…;10556;14158;14449;29862;37771;42838;47020;52712;;;;;;;
Ставропольский край;35309;73988;85285;96849;118757;130279;140009;145417;152087;;;;;;;
Приволжский федеральный округ;363144;878027;988904;1075486;1213789;1303083;1368356;1425145;1504685;;;;;;;
Республика Башкортостан;59692;143714;160604;178964;196575;218848;231570;240019;249900;;;;;;;
Республика Марий Эл;5497;14150;15817;17155;18589;19613;20463;21122;22689;;;;;;;
Республика Мордовия;5828;15663;17408;18980;20775;22187;23200;24095;25052;;;;;;;
Республика Татарстан;54915;154128;176247;191120;212334;229760;247693;259238;267910;;;;;;;
Удмуртская Республика;15102;33774;37298;40843;48991;52495;53793;58791;63152;;;;;;;
Чувашская Республика;12628;28158;31560;34350;38003;39945;42141;45127;48213;;;;;;;
Пермский край;39333;90668;102887;112432;124279;130984;133268;140123;151610;;;;;;;
Кировская область;13825;31849;35678;38212;45133;48022;49647;51519;54205;;;;;;;
Нижегородская область;34160;88733;100010;112624;140759;149206;153966;160786;173518;;;;;;;
Оренбургская область;19634;52167;58717;64753;73812;80014;83888;80524;83377;;;;;;;
Пензенская область;13033;28951;31468;34477;40372;43358;47723;49744;52932;;;;;;;
Самарская область;52534;112061;121926;125341;135874;144819;152111;157723;166824;;;;;;;
Саратовская область;22987;53774;65078;68356;76135;78938;81001;86511;93278;;;;;;;
Ульяновская область;13976;30236;34207;37880;42159;44894;47890;49824;52025;;;;;;;
Уральский        федеральный округ;183325;415871;481804;518674;586559;638071;688535;727807;779103;;;;;;;
Курганская область;7193;18757;22192;23466;26225;27001;28218;28937;30297;;;;;;;
Свердловская область;68646;175515;199656;214996;253271;281071;312042;334386;359375;;;;;;;
Тюменская область;66478;139295;154093;167741;181280;195974;210513;222374;238210;;;;;;;
в том числе:;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный    округ – Югра;33352;65276;73073;77161;85370;92177;96127;101036;107799;;;;;;;
Ямало-Ненецкий автономный округ;14001;29929;31174;33101;35772;37219;38732;41181;45723;;;;;;;
Тюменская область без автономных    округов;;;;;60138;66577;75654;80158;84688;;;;;;;
Челябинская область;41009;82304;105863;112471;125784;134026;137762;142110;151221;;;;;;;
Сибирский федеральный округ;238750;483885;540864;598665;691354;730732;768602;811326;869154;;;;;;;
Республика Алтай;1011;2650;2956;3266;3615;3935;4571;4941;5322;;;;;;;
Республика Бурятия;8930;20723;24130;27055;35885;38748;41944;43435;44860;;;;;;;
Республика Тыва;1416;3602;4063;4549;5120;5275;5594;5785;6025;;;;;;;
Республика Хакасия;5821;11595;13117;14006;14913;15787;16586;16777;17706;;;;;;;
Алтайский край;22934;50944;56760;60409;65891;72008;79761;84543;88834;;;;;;;
Забайкальский край;9396;22605;26635;30488;36347;38839;41056;42619;44098;;;;;;;
Красноярский край;42926;87785;96365;106584;128221;130324;136815;141580;156940;;;;;;;
Иркутская область;29946;63253;68372;74600;81575;84474;82919;90502;99687;;;;;;;
Кемеровская область;28858;59870;67565;76632;86763;91910;97234;101304;109795;;;;;;;
Новосибирская область;43944;76492;88928;102134;121334;129952;133320;144465;151580;;;;;;;
Омская область;24107;53534;59985;64510;71804;77460;82945;88509;94882;;;;;;;
Томская область;19460;30829;31989;34432;39887;42020;45857;46866;49425;;;;;;;
Дальневосточный федеральный округ;133416;300711;345494;384884;433457;459395;470791;495618;524128;;;;;;;
Республика Саха (Якутия);20834;46736;52011;55107;62172;67745;70771;76823;81826;;;;;;;
Камчатский край;6814;16646;19412;21760;26137;27105;27067;28363;30712;;;;;;;
Приморский край;35136;81419;96371;114686;131731;138157;131538;133156;146401;;;;;;;
Хабаровский край;38344;80300;90356;98034;109646;118596;125494;135420;140378;;;;;;;
Амурская область;10674;24750;29039;30812;36852;38511;41107;42752;44051;;;;;;;
Магаданская область;4083;9559;10928;12431;12922;13137;13830;15061;16009;;;;;;;
Сахалинская область;14385;34171;39276;43674;42725;44552;48677;51232;51223;;;;;;;
Еврейская автономная область;1754;4465;5180;5595;7077;7364;7879;8302;8668;;;;;;;
Чукотский автономный округ;1391;2665;2922;2785;4196;4229;4428;4509;4860;;;;;;;
