Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;
21. ЦЕНЫ И ТАРИФЫ;;;;;;;;;;
ДИНАМИКА ЦЕН В ПРОИЗВОДСТВЕННОМ СЕКТОРЕ;;;;;;;;;;
21.13. ИНДЕКСЫ ТАРИФОВ НА ГРУЗОВЫЕ ПЕРЕВОЗКИ;;;;;;;;;;
"(декабрь к декабрю предыдущего года; в процентах)";;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;
Российская Федерация;116,6;133,1;107,7;107,5;108,0;100,9;111,51);105,6;109,0;
Центральный   федеральный округ;115,6;126,7;112,9;106,3;113,7;100,7;109,3;103,0;109,7;
Белгородская область;116,9;104,9;114,8;109,3;106,0;105,1;104,0;100,3;108,4;
Брянская область;122,6;131,9;110,5;108,6;99,9;100,0;106,7;105,7;103,5;
Владимирская область;108,8;100,8;102,9;102,0;102,4;103,0;100,9;103,2;113,9;
Воронежская область;110,0;109,4;108,7;110,9;108,7;104,8;109,5;108,3;106,5;
Ивановская область;112,5;92,7;108,6;105,3;117,3;89,9;100,6;100,0;100,2;
Калужская область;109,9;99,1;104,2;105,5;105,3;102,2;100,7;107,3;98,8;
Костромская область;110,2;91,9;112,1;104,6;103,0;101,8;102,1;106,6;103,0;
Курская область;113,2;89,9;109,0;117,8;100,1;101,2;103,9;105,6;107,3;
Липецкая область;112,4;110,5;116,3;101,0;101,7;100,7;100,4;103,5;104,4;
Московская область;130,0;300,8;125,3;102,7;102,2;105,6;99,6;96,8;100,4;
Орловская область;114,4;119,2;119,6;101,0;100,8;111,9;100,0;100,8;100,1;
Рязанская область;110,0;102,2;112,1;108,5;100,7;105,9;111,4;102,1;103,6;
Смоленская область;106,0;95,3;105,8;106,1;124,0;160,2;111,3;83,1;100,4;
Тамбовская область;110,0;102,7;110,1;119,6;101,1;105,1;102,9;100,6;100,7;
Тверская область;120,0;103,7;101,3;109,1;114,9;100,6;103,6;103,7;102,7;
Тульская область;133,0;94,4;100,0;101,4;101,9;98,5;121,9;99,9;103,6;
Ярославская область;108,7;109,4;106,2;106,4;107,9;102,9;112,4;108,4;105,1;
г. Москва;111,7;108,6;111,7;104,6;124,4;95,7;110,1;101,5;115,8;
Северо-Западный     федеральный округ;133,4;129,0;105,9;106,7;109,4;97,6;119,0;105,4;104,4;
Республика Карелия;118,7;103,3;110,6;105,6;102,6;102,5;118,2;127,0;118,9;
Республика Коми;178,9;146,6;103,8;94,8;142,0;93,6;134,5;101,4;113,0;
Архангельская область;112,9;102,2;117,4;91,0;108,3;146,5;105,4;93,3;92,8;
в том числе:;;;;;;;;;;
Ненецкий автономный округ;114,8;129,3;136,8;100,0;100,0;100,0;103,0;106,1;103,5;
Архангельская область    без автономного округа;;;;;108,3;146,6;105,5;93,2;92,8;
Вологодская область;116,0;131,7;105,1;111,0;105,8;100,7;102,0;102,0;103,9;
Калининградская область;105,9;109,1;101,8;104,6;106,9;100,6;111,5;111,8;100,0;
Ленинградская область;120,7;131,4;107,2;106,4;102,9;103,7;105,4;103,5;103,6;
Мурманская область;136,5;95,9;114,8;99,3;102,6;154,6;121,0;94,9;101,4;
Новгородская область;104,1;101,1;106,0;101,2;100,0;104,7;102,2;105,5;103,4;
Псковская область;112,1;99,7;107,3;106,9;102,9;110,7;96,7;98,1;103,7;
г. Санкт-Петербург;112,9;123,5;106,2;112,1;99,0;97,0;112,4;108,5;98,7;
Южный           федеральный округ;110,7;113,1;112,2;104,0;103,2;115,5;115,3;99,8;105,9;
Республика Адыгея;118,4;96,6;90,1;102,8;108,1;136,5;100,7;100,0;100,0;
Республика Калмыкия;107,1;100,0;163,4;115,8;103,3;108,5;100,0;100,0;100,0;
Республика Крым;;;;;;;…;112,2;104,4;
Краснодарский край;113,8;110,9;115,2;105,2;103,8;130,4;117,6;93,4;108,9;
Астраханская область;124,2;96,8;109,3;96,4;104,1;141,3;110,0;93,6;97,6;
Волгоградская область;93,5;141,6;120,4;98,3;96,9;114,5;117,9;97,4;104,1;
Ростовская область;111,5;109,3;108,8;104,4;104,0;106,8;113,1;106,7;103,6;
г. Севастополь;;;;;;;…;81,5;101,7;
Северо-Кавказский     федеральный округ;143,1;196,1;97,1;111,1;93,7;181,1;110,5;85,6;120,3;
Республика Дагестан;51,9;190,5;58,8;200,1;103,3;264,7;114,6;72,4;58,8;
Республика Ингушетия;-;-;-;-;-;-;-; -; -;
Кабардино-Балкарская Республика;100,0;-;-;-;-;-;-; -; -;
Карачаево-Черкесская Республика;131,3;134,8;112,0;103,4;100,0;104,4;102,6;103,2;101,9;
Республика Северная      Осетия – Алания;131,4;100,0;105,3;106,4;103,1;100,0;104,3;117,3;100,0;
Чеченская Республика;100,0;140,3;115,1;115,0;115,0;108,0;198,2;100,8;100,0;
Ставропольский край;175,8;199,5;105,5;100,1;90,1;163,6;103,8;87,3;138,6;
Приволжский      федеральный округ;118,5;159,7;109,9;106,0;104,3;98,4;105,4;109,0;110,4;
Республика Башкортостан;130,0;148,0;120,3;104,3;94,7;101,1;101,1;106,3;103,8;
Республика Марий Эл;122,8;99,5;120,1;127,6;118,2;100,4;93,0;103,8;97,8;
Республика Мордовия;103,3;100,0;107,4;102,0;100,0;100,0;100,0;105,6;101,3;
Республика Татарстан;109,6;134,5;113,8;106,6;116,7;104,7;100,7;112,4;101,9;
Удмуртская Республика;116,9;101,8;113,7;110,1;114,1;111,3;107,1;105,7;102,4;
Чувашская Республика;121,6;109,1;101,0;107,4;110,7;109,7;100,7;101,0;100,1;
Пермский край;127,9;165,5;104,8;107,1;112,8;90,8;105,9;114,7;132,0;
Кировская область;108,2;102,9;105,7;104,7;111,9;101,5;102,9;104,5;101,4;
Нижегородская область;113,7;182,1;97,0;106,9;109,1;91,3;103,6;113,3;130,9;
Оренбургская область;101,7;100,4;147,6;105,5;114,5;103,0;102,0;98,3;100,0;
Пензенская область;102,4;101,9;109,6;106,5;101,0;101,9;101,5;117,0;101,4;
Самарская область;119,5;123,7;116,8;107,3;97,3;102,7;106,6;104,6;104,6;
Саратовская область;118,4;200,4;113,3;102,8;96,1;103,6;116,0;106,9;108,2;
Ульяновская область;109,1;110,1;110,4;101,6;100,5;102,7;108,6;100,9;108,0;
