Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;
ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ;;;;;;;;;
19.11.2. Подано патентных заявок на полезные модели1);;;;;;;;;
(единиц);;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017
Российская Федерация;9082;11757;12584;13479;13589;13000;11403;10643;10143
Центральный федеральный округ;3501;4943;5343;5680;5734;5196;4556;4209;4009
Белгородская область;43;103;95;104;106;112;109;111;98
Брянская область;21;62;85;87;63;87;89;141;129
Владимирская область;62;80;96;102;93;56;61;56;83
Воронежская область;89;144;180;197;165;176;127;139;126
Ивановская область;53;51;62;60;70;55;34;47;45
Калужская область;78;50;48;55;65;46;38;48;42
Костромская область;23;24;20;19;17;39;28;16;21
Курская область;80;102;85;107;90;74;124;76;68
Липецкая область;18;28;22;39;31;30;27;28;34
Московская область;532;950;934;999;920;838;692;731;714
Орловская область;42;63;60;56;55;35;39;32;25
Рязанская область;98;116;88;79;106;114;106;102;108
Смоленская область;6;21;16;24;22;16;28;25;26
Тамбовская область;8;41;31;23;28;21;39;37;23
Тверская область;72;101;102;113;113;104;97;79;57
Тульская область;113;85;107;88;87;94;62;73;48
Ярославская область;104;100;128;117;123;116;129;115;115
г. Москва;2059;2822;3184;3411;3580;3183;2727;2353;2247
Северо-Западный федеральный округ;1017;1220;1418;1481;1516;1624;1410;1538;1499
Республика Карелия;10;16;23;31;60;35;49;54;36
Республика Коми;17;16;3;29;15;11;14;11;13
Архангельская область;8;32;39;44;47;51;46;39;28
в том числе:;;;;;;;;;
Ненецкий автономный округ;1;-;-;-;-;3;-;-;-
Архангельская область    без автономного округа;7;32;39;44;47;48;46;39;28
Вологодская область;20;26;27;36;36;30;51;38;53
Калининградская область;26;26;22;34;31;26;24;27;33
Ленинградская область;45;51;54;44;59;54;45;62;51
Мурманская область;24;20;23;23;26;17;17;16;18
Новгородская область;14;25;23;33;37;48;15;30;18
Псковская область;16;22;28;28;26;29;30;31;26
г. Санкт-Петербург;837;986;1176;1179;1179;1323;1119;1230;1223
Южный           федеральный округ;394;667;686;793;788;711;717;753;757
Республика Адыгея;1;1;3;-;4;5;11;16;6
Республика Калмыкия;1;1;6;5;3;4;3;4;5
Республика Крым;;;;;;40;77;120;141
Краснодарский край;159;268;228;295;290;244;247;187;149
Астраханская область;25;45;47;42;52;41;41;28;31
Волгоградская область;58;123;169;151;201;183;201;179;182
Ростовская область;150;229;233;300;238;234;214;184;222
г. Севастополь;;;;;;5;24;35;21
Северо-Кавказский федеральный округ;113;122;167;157;209;175;157;132;135
Республика Дагестан;38;28;37;43;24;14;14;19;28
Республика Ингушетия;-;1;1;-;-;-;2;1;-
Кабардино-Балкарская Республика;3;7;4;7;11;19;17;21;13
Карачаево-Черкесская Республика;3;5;11;12;10;9;4;4;6
Республика Северная Осетия-Алания;10;13;17;15;78;54;41;19;20
Чеченская Республика ;-;5;2;6;11;10;13;9;10
Ставропольский край;59;63;95;74;75;69;66;59;58
Приволжский федеральный округ;2168;2496;2612;2926;2941;2771;2243;2064;2027
Республика Башкортостан;120;208;193;236;267;261;216;195;194
Республика Марий Эл;19;66;37;66;67;46;47;45;56
Республика Мордовия;34;71;67;36;46;43;32;33;24
Республика Татарстан;410;401;529;656;635;765;477;446;399
Удмуртская Республика;79;150;116;132;158;133;123;96;111
Чувашская Республика;59;122;96;84;89;56;96;70;54
Пермский край;193;198;198;233;264;175;131;143;160
