Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
20.  ФИНАНСЫ;;;;;;;
 ЗАДОЛЖЕННОСТЬ ПО КРЕДИТАМ В ИНОСТРАННОЙ ВАЛЮТЕ, ПРЕДОСТАВЛЕННЫМ КРЕДИТНЫМИ ОРГАНИЗАЦИЯМИ ФИЗИЧЕСКИМ ЛИЦАМ1);;;;;;;
20.16.3. По ипотечным жилищным кредитам ;;;;;;;
"(исходя из местонахождения заемщиков на начало года;  миллионов рублей)";;;;;;;
;2006;2011;2014;2015;2016;2017;2018
Российская Федерация;30608;180126;111990;136491;131084;71231;42529
Центральный    федеральный округ;22486;126468;82472;101021;96931;53485;31266
Белгородская область;66;627;309;398;374;171;114
Брянская область;51;302;183;228;203;101;63
Владимирская область;129;703;423;531;467;168;95
Воронежская область;136;605;440;495;499;221;140
Ивановская область;63;402;176;196;185;84;51
Калужская область;206;830;493;664;649;309;200
Костромская область;32;164;57;53;36;7;1
Курская область;70;419;222;265;231;71;34
Липецкая область;33;383;147;151;149;41;38
Московская область;4648;34781;22369;27512;25991;14244;8222
Орловская область;42;276;171;237;239;82;54
Рязанская область;97;413;219;308;300;171;114
Смоленская область;72;410;265;303;258;112;73
Тамбовская область;44;328;158;208;192;71;46
Тверская область;126;884;427;619;629;230;157
Тульская область;147;857;499;576;504;222;165
Ярославская область;70;481;228;243;235;117;73
г. Москва;16454;83603;55686;68034;65789;37063;21627
Северо-Западный     федеральный округ;4139;24581;13364;16068;15655;8944;5589
Республика Карелия;21;247;132;159;141;68;41
Республика Коми;127;321;137;145;115;53;30
Архангельская область;53;349;234;378;282;118;83
в том числе: ;;;;;;;
Ненецкий автономный округ;0,0;2;27;42;0,0;0,0;0,0
Архангельская область     без автономного округа;53;347;207;336;282;118;83
Вологодская область;45;503;231;288;251;146;92
Калининградская область;152;1663;654;870;907;537;389
Ленинградская область;305;2181;1195;1332;1230;719;468
Мурманская область;87;307;149;180;148;98;79
Новгородская область;38;241;107;133;112;47;29
Псковская область;47;138;87;116;101;22;9
г. Санкт-Петербург;3264;18631;10438;12467;12368;7135;4370
Южный        федеральный округ;498;4145;2579;3543;3609;1680;1111
Республика Адыгея;7;152;116;116;92;25;18
Республика Калмыкия;7;103;79;100;82;30;27
Республика Крым;;;;3;2;61;0,0
Краснодарский край;181;1594;1091;1496;1609;732;496
Астраханская область;28;167;85;134;114;42;31
Волгоградская область;130;635;410;527;510;158;80
Ростовская область;145;1494;798;1167;1200;633;460
г. Севастополь;;;;0,0;0,0;0,0;0,0
Северо-Кавказский     федеральный округ;157;2155;1244;1539;1523;689;506
Республика Дагестан;8;309;169;243;237;161;110
Республика Ингушетия ;1;7;2;0,0;0,0;0,0;0,0
Кабардино-Балкарская       Республика;19;263;133;219;224;135;97
Карачаево-Черкесская       Республика;5;70;51;64;57;16;10
Республика Северная         Осетия – Алания;25;214;160;221;228;51;4
Чеченская Республика;0,0;82;72;11;4;0,0;31
Ставропольский край;99;1210;657;781;773;326;254
Приволжский    федеральный округ;1326;10062;5934;6364;5908;2664;1571
Республика Башкортостан;118;830;461;469;407;157;118
Республика Марий Эл;27;198;99;106;92;48;32
Республика Мордовия;38;394;219;249;241;95;47
Республика Татарстан;122;709;918;369;323;181;83
Удмуртская Республика;61;539;292;371;329;83;32
Чувашская Республика;39;579;320;377;363;143;83
Пермский край;83;1051;484;692;730;368;288
Кировская область;49;327;178;226;168;63;22
Нижегородская область;187;1339;662;797;771;351;220
Оренбургская область;77;547;306;351;272;103;72
Пензенская область;66;411;225;286;303;148;80
Самарская область;275;1814;1046;1216;1151;621;302
Саратовская область;126;824;423;489;460;186;117
Ульяновская область;58;500;301;366;299;117;76
Уральский    федеральный округ;626;3367;1989;2507;2453;1274;853
Курганская область;14;135;30;43;54;13;0,0
Свердловская область;277;1362;828;1040;990;526;346
Тюменская область;190;804;454;606;615;313;186
в том числе:;;;;;;;
Ханты-Мансийский автономный округ – Югра;32;213;190;242;238;171;84
Ямало-Ненецкий автономный округ;1;124;62;95;119;55;38
Тюменская область без   автономных округов;157;467;202;269;259;87;64
Челябинская область;145;1066;677;818;794;421;321
Сибирский    федеральный округ;1007;6505;3054;3719;3459;1625;997
Республика Алтай;6;4;0,0;0,0;0,0;0,0;0,0
Республика Бурятия;12;152;92;119;57;23;7
Республика Тыва;1;3;2;1;2;0,0;0,0
Республика Хакасия;14;52;29;47;37;18;9
Алтайский край;34;421;252;358;375;165;124
Забайкальский край;24;88;40;48;46;18;15
Красноярский край;135;1111;427;490;501;230;125
Иркутская область;209;674;324;330;268;144;86
Кемеровская область;87;1069;377;460;417;223;153
Новосибирская область;183;1690;961;1192;1101;477;260
Омская область;159;851;332;382;368;180;142
Томская область;143;390;218;292;287;147;77
Дальневосточный     федеральный округ;369;2843;1354;1730;1544;869;635
Республика Саха (Якутия);23;175;76;94;89;35;19
Камчатский край;7;84;72;60;35;27;20
Приморский край;102;1139;713;984;884;487;386
Хабаровский край;139;970;304;395;340;205;124
Амурская область;16;163;73;87;106;74;62
Магаданская область;18;59;11;13;16;6;6
Сахалинская область;59;192;92;78;52;27;15
Еврейская автономная область;1;37;10;15;17;6;0,0
Чукотский автономный округ;4;24;3;4;5;4;3
??????;;;;;;;
1) С 2011 г. – без учета индивидуальных предпринимателей. ;;;;;;;
