Костромская область;77,4;18,7;0,9;2,9;0,1;71,1;26,3;0,7;1,8;0,1;73,1;24,6;0,7;1,6;0,0;73,4;24,4;0,7;1,5;0,0;74,6;23,2;0,6;1,6;0,0;74,7;23,3;0,5;1,5;0,0;76,5;21,6;0,5;1,4;0,0
Курская область;77,1;19,6;0,6;2,7;0,0;74,6;22,9;0,7;1,8;0,0;76,0;21,4;0,8;1,8;0,0;75,7;21,5;0,9;1,9;0,0;77,0;20,3;0,8;1,9;0,0;77,2;20,1;0,7;2,0;0,0;77,9;19,3;0,7;2,0;0,1
Липецкая область;74,1;19,3;0,9;5,6;0,1;73,6;22,8;0,6;2,9;0,1;75,7;20,9;0,5;2,9;0,0;75,5;21,1;0,5;2,9;0,0;75,4;21,1;0,5;3,0;0,0;75,4;20,7;0,5;3,4;0,0;77,1;19,5;0,4;3,0;0,0
Московская область;71,2;14,9;0,2;13,6;0,1;70,9;25,9;0,3;2,8;0,1;75,0;21,9;0,5;2,6;0,0;74,0;23,5;0,4;2,1;0,0;74,8;22,6;0,3;2,3;0,0;73,6;23,7;0,4;2,3;0,0;76,8;20,5;0,4;2,3;0,0
Орловская область;72,0;24,6;1,4;2,0;0,0;72,6;25,4;0,4;1,6;0,0;74,3;22,7;1,4;1,6;0,0;74,9;22,0;1,3;1,8;0,0;76,4;21,0;1,1;1,5;0,0;76,6;20,9;1,0;1,5;0,0;77,0;20,7;0,9;1,4;0,0
Рязанская область;76,2;20,1;0,9;2,8;0,0;75,2;21,8;0,3;2,6;0,1;74,9;21,6;0,8;2,7;0,0;75,2;21,1;0,8;2,9;0,0;76,2;20,5;0,6;2,7;0,0;75,5;21,3;0,7;2,5;0,0;76,1;21,2;0,7;2,0;0,0
Смоленская область;79,9;15,9;0,9;3,2;0,1;73,8;23,5;0,5;2,2;0,0;75,5;21,8;0,8;1,9;0,0;76,6;20,5;0,7;2,2;0,0;76,9;20,3;0,6;2,2;0,0;77,0;20,1;0,7;2,2;0,0;78,2;18,6;0,6;2,6;0,0
Тамбовская область;78,9;18,2;0,8;2,0;0,1;76,3;21,6;0,7;1,4;0,0;73,9;23,7;0,9;1,5;0,0;75,5;22,0;0,9;1,6;0,0;75,7;22,1;0,7;1,5;0,0;75,5;22,1;0,7;1,6;0,0;78,5;19,3;0,7;1,4;0,1
Тверская область;79,0;17,7;0,5;2,7;0,1;78,3;18,6;0,6;2,4;0,1;76,7;20,4;0,7;2,2;0,0;77,2;19,9;0,6;2,3;0,0;77,2;20,1;0,5;2,2;0,0;75,9;21,4;0,5;2,2;0,0;77,8;19,7;0,5;2,0;0,0
Тульская область;71,5;25,1;0,3;3,1;0,0;71,7;25,4;0,3;2,6;0,0;73,9;23,2;0,5;2,4;0,0;73,5;23,5;0,6;2,4;0,0;74,7;22,7;0,5;2,1;0,0;75,1;22,5;0,5;1,9;0,0;77,0;20,6;0,5;1,9;0,0
Ярославская область;73,6;21,0;0,7;4,6;0,1;71,7;24,8;0,8;2,6;0,1;71,6;25,0;0,8;2,6;0,0;72,2;24,4;0,8;2,6;0,0;72,7;23,9;0,7;2,7;0,0;73,0;24,0;0,7;2,3;0,0;75,2;22,2;0,6;2,0;0,0
г. Москва;53,6;11,0;0,1;35,2;0,1;60,0;29,3;1,0;9,3;0,4;59,6;30,1;1,1;9,1;0,1;60,8;28,7;1,1;9,4;0,0;63,0;28,0;0,9;8,1;0,0;62,9;29,9;0,9;6,2;0,1;64,2;28,6;1,0;6,0;0,2
Северо-Западный      федеральный округ;71,5;20,1;0,4;8,0;0,0;69,9;25,1;0,6;4,4;0,0;73,0;22,2;0,8;4,0;0,0;71,5;23,2;0,9;4,4;0,0;72,4;23,1;0,8;3,7;0,0;72,4;23,5;0,8;3,3;0,0;73,7;22,7;0,7;2,9;0,0
Республика Карелия;77,7;19,1;0,4;2,8;0,0;71,8;25,5;0,6;2,0;0,1;75,1;22,2;0,8;1,9;0,0;75,5;21,6;0,8;2,1;0,0;76,5;21,0;0,7;1,8;0,0;76,1;21,7;0,7;1,5;0,0;78,9;19,0;0,7;1,4;0,0
Республика Коми;69,7;17,1;0,8;12,3;0,1;71,0;24,1;0,7;4,2;0,0;74,8;20,9;0,8;3,5;0,0;73,4;22,0;0,8;3,8;0,0;74,7;21,1;0,7;3,5;0,0;74,7;21,1;0,7;3,5;0,0;77,0;18,9;0,6;3,5;0,0
Архангельская область;77,7;18,8;0,4;3,1;0,0;75,4;22,3;0,1;2,2;0,0;76,9;20,2;0,7;2,2;0,0;73,9;23,2;0,7;2,2;0,0;75,6;21,8;0,6;2,0;0,0;75,8;21,9;0,6;1,7;0,0;78,4;19,5;0,6;1,5;0,0
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ненецкий     автономный округ;78,7;19,9;0,5;0,9;0,0;56,5;42,7;0,1;0,7;0,0;65,5;33,4;0,5;0,6;0,0;55,6;43,5;0,2;0,7;0,0;55,8;43,2;0,1;0,9;0,0;59,1;39,8;0,3;0,8;0,0;58,4;40,6;0,2;0,8;0,0
Архангельская область без автономного округа;;;;;;;;;;;77,5;19,5;0,8;2,2;0,0;74,9;22,2;0,7;2,2;0,0;76,7;20,5;0,7;2,1;0,0;76,7;20,9;0,7;1,7;0,0;79,6;18,2;0,7;1,5;0,0
Вологодская область;66,9;25,7;0,4;6,9;0,1;70,5;26,2;0,1;3,1;0,1;73,5;23,0;0,7;2,8;0,0;72,4;24,2;0,6;2,8;0,0;72,1;24,7;0,6;2,6;0,0;71,7;25,2;0,6;2,5;0,0;73,6;23,8;0,5;2,1;0,0
Калининградская область;79,0;16,1;0,4;4,4;0,1;72,6;25,1;0,1;2,2;0,0;77,1;20,4;0,6;1,9;0,0;75,2;22,0;0,6;2,2;0,0;75,9;21,6;0,5;2,0;0,0;76,3;21,1;0,5;2,1;0,0;78,5;19,1;0,5;1,9;0,0
Ленинградская область;74,7;20,5;0,2;4,6;0,0;73,6;24,5;0,1;1,7;0,1;76,6;21,9;0,1;1,4;0,0;76,3;22,1;0,1;1,5;0,0;76,1;22,3;0,1;1,5;0,0;75,8;22,5;0,1;1,6;0,0;74,8;23,7;0,1;1,4;0,0
Мурманская область;76,4;18,7;0,3;4,5;0,1;75,9;20,8;0,5;2,8;0,0;77,5;19,3;0,5;2,7;0,0;75,0;21,4;0,4;3,2;0,0;77,1;20,2;0,3;2,4;0,0;76,1;21,2;0,3;2,4;0,0;78,2;19,4;0,3;2,1;0,0
Новгородская область;76,1;19,0;0,2;4,6;0,1;69,6;27,7;0,1;2,6;0,0;71,4;25,7;0,6;2,3;0,0;71,3;25,7;0,5;2,5;0,0;73,4;24,0;0,5;2,1;0,0;73,2;24,5;0,5;1,8;0,0;76,4;21,4;0,5;1,7;0,0
Псковская область;78,2;19,5;0,3;2,0;0,0;74,3;24,1;0,1;1,5;0,0;74,8;23,4;0,5;1,3;0,0;76,2;21,9;0,5;1,4;0,0;75,9;22,2;0,4;1,5;0,0;77,8;20,2;0,4;1,6;0,0;79,6;18,5;0,5;1,4;0,0
г. Санкт-Петербург;66,0;20,9;0,3;12,8;0,0;64,8;26,6;1,0;7,6;0,0;68,7;23,1;1,3;6,9;0,0;66,7;24,2;1,4;7,7;0,0;67,7;24,8;1,2;6,3;0,0;67,7;25,7;1,3;5,3;0,0;68,3;26,0;1,2;4,5;0,0
Южный           федеральный округ;77,4;16,8;0,7;5,0;0,1;72,4;24,1;0,6;2,8;0,1;72,6;23,6;0,8;2,9;0,1;71,6;24,6;0,8;3,0;0,0;72,0;24,3;0,8;2,9;0,0;73,2;23,0;0,7;3,1;0,0;76,2;20,3;0,7;2,7;0,1
Республика Адыгея;75,9;20,0;1,8;2,3;0,0;73,5;23,7;1,2;1,6;0,0;73,8;23,4;1,2;1,6;0,0;73,6;23,7;1,1;1,6;0,0;74,3;22,9;0,9;1,9;0,0;75,8;20,3;1,0;2,9;0,0;76,2;19,9;0,9;2,2;0,8
Республика Калмыкия;75,4;21,7;0,4;2,5;0,0;71,9;25,7;1,0;1,4;0,0;68,4;28,8;1,5;1,3;0,0;70,1;27,4;1,3;1,2;0,0;69,3;28,2;1,1;1,4;0,0;70,7;26,7;1,1;1,5;0,0;70,6;26,7;1,4;1,3;0,0
Республика Крым;;;;;;;;;;;;;;;;…;…;…;…;…;87,5;11,5;0,7;0,3;0,0;81,2;17,9;0,6;0,3;0,0;80,6;18,5;0,6;0,3;0,0
Краснодарский край;78,7;16,8;0,7;3,7;0,1;74,8;22,3;0,3;2,5;0,1;74,3;22,1;0,7;2,8;0,1;72,2;24,1;0,5;3,2;0,0;71,8;24,5;0,5;3,2;0,0;71,7;23,9;0,5;3,8;0,1;74,0;21,9;0,5;3,4;0,2
Астраханская область;74,3;19,1;0,7;5,7;0,2;70,0;27,3;0,9;1,7;0,1;70,4;27,0;0,8;1,8;0,0;70,4;26,7;1,0;1,9;0,0;71,7;25,6;0,8;1,9;0,0;71,0;26,1;0,8;2,1;0,0;75,8;21,4;0,8;2,0;0,0
Волгоградская область;78,3;16,9;0,7;4,1;0,0;71,6;25,7;0,7;1,9;0,1;73,2;23,8;0,8;2,2;0,0;72,7;24,1;0,9;2,3;0,0;74,1;22,7;0,8;2,4;0,0;74,1;22,3;0,8;2,8;0,0;77,8;19,3;0,7;2,2;0,0
Ростовская область;76,3;15,6;0,7;7,3;0,1;70,5;24,5;0,8;4,1;0,1;70,8;24,2;1,0;4,0;0,0;70,5;24,8;1,0;3,7;0,0;71,0;24,7;1,0;3,3;0,0;70,7;24,3;1,0;4,0;0,0;75,5;19,9;0,9;3,7;0,0
г. Севастополь;;;;;;;;;;;;;;;;…;…;…;…;…;86,0;13,0;0,8;0,2;0,0;84,8;14,2;0,6;0,4;0,0;85,2;13,8;0,8;0,2;0,0
Северо-Кавказский      федеральный округ;76,1;20,1;1,1;2,6;0,1;63,5;34,2;1,0;1,3;0,0;65,9;32,1;0,9;1,1;0,0;67,2;30,6;0,9;1,3;0,0;68,3;29,5;0,8;1,4;0,0;68,4;29,1;0,8;1,7;0,0;70,3;27,1;0,7;1,8;0,1
Республика Дагестан;73,2;23,1;2,1;1,5;0,1;62,0;35,5;1,8;0,7;0,0;62,7;35,7;1,0;0,6;0,0;66,1;32,0;1,1;0,8;0,0;68,0;30,1;0,9;1,0;0,0;67,4;30,2;0,9;1,5;0,0;68,1;29,4;0,7;1,8;0,0
Республика Ингушетия;60,0;38,4;0,7;0,9;0,0;43,9;53,9;1,7;0,5;0,0;55,5;43,0;1,0;0,5;0,0;56,9;41,4;1,0;0,7;0,0;57,4;40,7;1,1;0,8;0,0;57,5;41,0;0,5;1,0;0,0;62,5;36,0;0,6;0,9;0,0
Кабардино-Балкарская      Республика;76,7;19,8;0,8;2,7;0,0;69,3;28,4;0,4;1,9;0,0;70,4;26,9;1,3;1,4;0,0;73,0;24,4;1,2;1,4;0,0;73,8;23,5;1,0;1,7;0,0;72,3;24,7;1,0;2,0;0,0;72,8;24,4;1,0;1,8;0,0
Карачаево-Черкесская   Республика;72,0;22,8;0,8;4,4;0,0;68,5;28,8;0,5;2,1;0,1;69,0;27,8;1,0;2,2;0,0;69,6;27,0;0,9;2,5;0,0;69,0;27,3;0,7;3,0;0,0;68,9;26,5;0,7;3,9;0,0;69,9;26,1;0,8;3,2;0,0
Республика Северная Осетия – Алания;81,1;14,7;1,9;2,3;0,0;75,6;22,0;1,2;1,1;0,1;76,7;21,1;1,2;0,9;0,1;77,3;20,6;1,2;0,9;0,0;77,6;20,4;1,1;0,9;0,0;76,8;20,7;1,1;1,4;0,0;77,5;19,6;1,1;1,8;0,0
Чеченская Республика;…;…;…;…;…;51,0;48,2;0,5;0,3;0,0;60,1;38,9;0,7;0,3;0,0;62,2;36,7;0,7;0,4;0,0;64,5;34,4;0,6;0,5;0,0;65,0;33,8;0,7;0,5;0,0;68,7;30,1;0,6;0,6;0,0
Ставропольский край;78,6;17,6;0,4;3,3;0,1;69,4;27,8;0,7;2,0;0,1;68,3;28,9;0,8;1,9;0,1;68,0;29,2;0,7;2,1;0,0;68,6;28,5;0,6;2,3;0,0;69,7;27,2;0,7;2,4;0,0;71,8;24,7;0,6;2,4;0,5
Приволжский   федеральный округ;74,2;18,9;0,7;6,1;0,1;70,8;25,6;0,6;2,9;0,1;71,5;24,7;0,9;2,9;0,0;71,3;24,8;0,9;3,0;0,0;72,4;24,1;0,8;2,7;0,0;72,9;23,6;0,8;2,7;0,0;75,5;21,0;0,9;2,6;0,0
Республика Башкортостан;74,4;19,0;0,7;5,7;0,2;71,7;25,5;0,1;2,6;0,1;71,3;25,2;1,0;2,4;0,1;71,9;24,4;1,0;2,7;0,0;71,3;25,1;1,0;2,6;0,0;72,5;24,0;0,9;2,6;0,0;74,5;22,1;1,1;2,3;0,0
Республика Марий Эл;75,5;20,2;1,6;2,7;0,0;71,2;26,6;0,4;1,8;0,0;70,8;26,0;1,1;2,1;0,0;69,9;26,7;1,1;2,3;0,0;70,5;26,4;1,0;2,1;0,0;72,1;24,9;1,0;2,0;0,0;74,7;22,6;1,0;1,7;0,0
Республика Мордовия;76,6;18,9;1,0;3,5;0,0;73,6;23,4;0,9;2,1;0,0;72,9;23,7;1,3;2,1;0,0;74,4;22,1;1,3;2,2;0,0;75,2;21,6;1,1;2,1;0,0;75,4;21,7;1,0;1,9;0,0;76,5;19,3;2,5;1,7;0,0
Республика Татарстан;68,1;19,4;0,6;11,8;0,1;69,1;26,5;0,6;3,8;0,0;69,4;25,4;1,0;4,2;0,0;68,7;26,2;1,0;4,1;0,0;70,8;24,5;0,9;3,8;0,0;70,9;24,2;0,9;3,9;0,1;74,3;21,2;0,9;3,5;0,1
Удмуртская Республика;73,0;21,0;0,8;5,1;0,1;69,0;27,8;0,8;2,3;0,1;70,1;26,5;1,0;2,4;0,0;70,6;25,9;1,0;2,5;0,0;71,1;25,8;0,9;2,2;0,0;70,5;26,6;1,0;1,9;0,0;75,2;22,2;0,9;1,7;0,0
Чувашская Республика;78,1;17,7;1,1;2,9;0,2;70,3;26,6;0,8;2,2;0,1;70,9;25,8;0,8;2,4;0,1;71,8;24,9;0,8;2,5;0,0;73,4;23,5;0,8;2,3;0,0;74,7;22,5;0,7;2,1;0,0;77,1;20,3;0,7;1,9;0,0
Пермский край;70,8;21,2;0,6;7,3;0,1;69,0;26,9;0,7;3,3;0,1;70,8;25,6;0,8;2,8;0,0;70,8;25,6;0,8;2,8;0,0;71,7;25,1;0,7;2,5;0,0;72,5;24,5;0,8;2,2;0,0;75,2;22,0;0,8;2,0;0,0
Кировская область;78,0;18,0;0,9;3,1;0,0;73,7;23,6;0,7;2,0;0,0;73,8;23,3;0,8;2,1;0,0;74,8;22,2;0,8;2,2;0,0;75,5;21,7;0,7;2,1;0,0;75,7;21,4;0,7;2,2;0,0;77,6;19,5;0,7;2,2;0,0
Нижегородская область ;75,3;18,7;0,4;5,5;0,1;71,9;24,2;0,6;3,3;0,0;72,2;23,9;0,7;3,2;0,0;72,1;23,8;0,7;3,4;0,0;73,3;22,9;0,6;3,2;0,0;73,0;22,9;0,7;3,4;0,0;75,0;20,9;0,6;3,5;0,0
Оренбургская область;74,9;19,0;0,7;5,4;0,0;69,9;26,7;0,8;2,6;0,0;69,3;26,9;0,9;2,9;0,0;68,7;27,5;0,9;2,9;0,0;69,6;27,0;0,9;2,5;0,0;72,8;23,9;0,8;2,5;0,0;75,6;21,1;0,8;2,5;0,0
Пензенская область;79,8;16,8;0,6;2,7;0,1;75,5;22,0;0,8;1,7;0,0;74,5;22,9;0,9;1,7;0,0;75,5;21,7;0,9;1,9;0,0;77,3;20,0;0,8;1,9;0,0;76,8;20,5;0,8;1,9;0,0;78,9;18,6;0,8;1,7;0,0
Самарская область;71,8;19,9;0,6;7,6;0,1;69,1;26,6;0,7;3,6;0,0;72,8;22,5;1,1;3,6;0,0;69,6;25,4;1,0;4,0;0,0;71,0;24,7;0,9;3,4;0,0;71,4;24,5;0,9;3,2;0,0;74,1;21,9;0,9;3,1;0,0
Саратовская область;78,4;16,1;0,6;4,7;0,2;70,8;25,7;0,9;2,6;0,0;73,3;23,2;1,0;2,4;0,1;74,3;22,6;1,0;2,1;0,0;75,3;21,8;0,9;2,0;0,0;76,0;21,1;0,9;2,0;0,0;79,3;18,1;0,9;1,7;0,0
Ульяновская область;79,1;16,2;0,8;3,8;0,1;72,2;24,4;0,7;2,7;0,0;70,5;25,9;0,8;2,8;0,0;70,6;25,8;0,8;2,8;0,0;72,3;24,9;0,7;2,1;0,0;71,9;24,6;0,7;2,8;0,0;74,8;21,5;0,7;3,0;0,0
Уральский      федеральный округ;70,4;19,3;0,5;9,7;0,1;68,2;27,5;0,7;3,5;0,1;69,5;26,2;0,8;3,5;0,0;68,7;26,8;0,8;3,7;0,0;69,7;26,5;0,7;3,1;0,0;70,0;26,4;0,6;3,0;0,0;73,0;23,5;0,7;2,8;0,0
Курганская область;76,6;19,6;1,4;2,4;0,0;70,2;27,6;0,7;1,5;0,0;70,3;27,6;0,6;1,5;0,0;70,9;27,0;0,6;1,5;0,0;70,4;27,5;0,6;1,5;0,0;71,3;26,7;0,5;1,5;0,0;73,9;24,2;0,5;1,4;0,0
Свердловская область ;74,3;16,7;0,4;8,5;0,1;69,0;26,5;0,7;3,8;0,0;70,3;25,3;0,7;3,6;0,1;69,1;26,1;0,8;4,0;0,0;70,4;26,0;0,6;3,0;0,0;70,5;25,9;0,7;2,9;0,0;74,5;22,0;0,7;2,8;0,0
Тюменская область;60,0;26,6;0,3;13,0;0,1;64,8;30,4;0,7;4,0;0,1;66,4;29,1;0,8;3,7;0,0;65,8;29,6;0,8;3,8;0,0;66,9;28,9;0,7;3,5;0,0;67,1;29,3;0,6;3,0;0,0;70,2;26,3;0,7;2,8;0,0
в том числе:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;60,8;28,0;0,2;10,9;0,1;66,8;30,7;0,5;2,0;0,0;69,9;27,6;0,7;1,8;0,0;69,9;27,5;0,6;2,0;0,0;68,4;27,9;0,6;3,1;0,0;68,6;28,4;0,5;2,5;0,0;70,8;26,3;0,6;2,3;0,0
Ямало-Ненецкий автономный округ;62,2;32,9;0,2;4,7;0,0;62,6;35,8;0,3;1,2;0,1;63,2;35,5;0,3;1,0;0,0;59,8;37,4;0,2;2,6;0,0;61,9;34,6;0,2;3,3;0,0;61,5;35,0;0,2;3,3;0,0;65,2;30,9;0,2;3,7;0,0
Тюменская область без автономного округа;;;;;;;;;;;63,0;27,9;1,3;7,8;0,0;63,4;28,4;1,2;7,0;0,0;67,4;27,3;1,2;4,1;0,0;67,6;27,8;1,0;3,6;0,0;72,1;23,7;1,1;3,1;0,0
Челябинская область;75,2;14,6;0,6;9,5;0,1;70,2;25,7;0,8;3,3;0,0;71,9;23,5;0,8;3,8;0,0;71,1;24,2;0,8;3,9;0,0;72,0;23,9;0,7;3,4;0,0;72,6;23,2;0,7;3,5;0,0;74,1;21,9;0,7;3,3;0,0
Сибирский       федеральный округ;74,6;18,8;0,6;5,9;0,1;69,9;26,7;0,8;2,6;0,0;70,9;25,3;1,2;2,6;0,0;70,3;25,8;1,2;2,7;0,0;71,5;24,8;1,1;2,6;0,0;71,9;24,5;1,0;2,6;0,0;74,4;22,1;1,0;2,5;0,0
Республика Алтай;71,0;25,0;1,1;2,9;0,0;53,9;44,7;0,4;0,9;0,1;61,2;36,5;1,5;0,8;0,0;63,1;34,6;1,5;0,8;0,0;64,0;33,8;1,3;0,9;0,0;65,1;32,6;1,2;1,1;0,0;67,4;29,9;1,4;1,3;0,0
Республика Бурятия;72,6;23,3;0,5;3,6;0,0;63,1;34,6;0,9;1,4;0,0;69,0;28,1;1,3;1,6;0,0;67,9;29,2;1,3;1,6;0,0;69,1;28,1;1,0;1,8;0,0;70,4;26,3;1,1;2,2;0,0;71,1;26,1;0,9;1,9;0,0
Республика Тыва;73,1;23,3;2,1;1,5;0,0;67,7;30,4;1,1;0,8;0,0;65,1;32,9;1,4;0,6;0,0;64,5;33,4;1,3;0,8;0,0;66,0;31,9;1,2;0,9;0,0;67,2;30,9;1,0;0,9;0,0;69,3;28,8;1,1;0,8;0,0
Республика Хакасия;76,7;18,3;0,7;4,3;0,0;73,4;23,7;0,8;2,0;0,1;74,1;23,0;0,9;2,0;0,0;72,3;24,3;1,1;2,3;0,0;73,7;22,9;1,0;2,4;0,0;72,2;24,5;0,9;2,4;0,0;75,2;21,2;0,9;2,7;0,0
Алтайский край;76,5;18,4;0,4;4,6;0,1;71,0;27,2;0,1;1,6;0,1;70,9;26,7;0,9;1,5;0,0;71,6;25,9;0,9;1,6;0,0;72,8;24,7;0,9;1,6;0,0;73,0;24,5;0,9;1,6;0,0;75,6;22,0;0,8;1,6;0,0
Забайкальский край;71,6;23,6;0,9;3,9;0,0;68,1;29,6;1,1;1,1;0,1;70,3;27,7;0,8;1,2;0,0;68,4;29,2;0,7;1,7;0,0;70,0;28,0;0,7;1,3;0,0;71,0;26,9;0,8;1,3;0,0;72,2;25,6;0,8;1,4;0,0
Красноярский край;76,3;17,9;1,0;4,8;0,0;68,2;29,1;0,2;2,5;0,0;70,0;26,1;1,1;2,7;0,1;69,4;26,4;1,2;3,0;0,0;70,2;25,6;1,5;2,7;0,0;71,1;25,1;1,1;2,7;0,0;73,8;22,4;1,1;2,7;0,0
Иркутская область;75,0;18,9;0,5;5,5;0,1;70,6;25,7;1,2;2,5;0,0;72,5;23,8;1,2;2,5;0,0;72,0;24,1;1,2;2,7;0,0;73,0;23,3;1,1;2,6;0,0;73,3;23,1;1,0;2,6;0,0;76,2;20,4;1,0;2,4;0,0
Кемеровская область;72,5;15,8;0,5;11,1;0,1;69,3;24,0;1,5;5,2;0,0;71,8;22,2;1,0;5,0;0,0;69,1;25,1;0,8;5,0;0,0;71,0;23,8;0,7;4,5;0,0;71,7;23,1;0,7;4,5;0,0;74,1;20,8;0,6;4,5;0,0
Новосибирская область ;75,0;17,9;0,5;6,6;0,0;71,8;24,8;0,7;2,7;0,0;71,4;25,1;1,1;2,4;0,0;73,0;23,3;1,2;2,5;0,0;73,3;23,0;1,1;2,6;0,0;71,9;24,3;1,1;2,7;0,0;73,9;22,4;1,0;2,7;0,0
Омская область;76,3;19,0;0,5;4,1;0,1;72,9;23,5;1,1;2,5;0,0;72,3;24,2;1,1;2,4;0,0;71,3;25,1;1,2;2,4;0,0;72,9;23,8;1,1;2,2;0,0;73,7;23,2;1,1;2,0;0,0;77,4;19,6;1,1;1,9;0,0
Томская область;71,0;23,2;0,6;5,2;0,0;72,0;25,4;0,1;2,5;0,0;67,8;27,8;2,3;2,1;0,0;67,8;27,6;2,4;2,2;0,0;69,5;26,2;2,2;2,1;0,0;69,6;26,2;2,1;2,1;0,0;72,9;22,9;2,0;2,1;0,1
Дальневосточный      федеральный округ;74,7;19,5;0,9;4,8;0,1;69,8;27,3;1,0;1,9;0,0;73,2;23,8;1,2;1,8;0,0;71,8;25,3;1,1;1,8;0,0;72,1;25,0;1,0;1,9;0,0;72,2;24,6;1,0;2,2;0,0;74,2;22,6;0,9;2,3;0,0
Республика Саха (Якутия);70,6;22,5;2,1;4,8;0,0;67,5;29,2;1,4;1,8;0,1;69,1;27,3;2,0;1,6;0,0;68,2;28,1;2,0;1,7;0,0;68,0;28,4;1,8;1,8;0,0;66,8;29,4;1,8;2,0;0,0;68,1;28,2;1,6;2,1;0,0
Камчатский край;79,7;16,5;1,1;2,7;0,0;70,0;28,5;0,2;1,2;0,1;71,6;26,5;0,5;1,4;0,0;73,3;25,0;0,3;1,4;0,0;73,7;25,0;0,4;0,9;0,0;73,0;25,8;0,4;0,8;0,0;74,9;23,8;0,4;0,9;0,0
Приморский край;73,6;19,6;0,6;6,1;0,1;69,1;27,1;1,2;2,6;0,0;74,2;22,4;1,2;2,2;0,0;73,1;23,3;1,2;2,4;0,0;74,4;21,6;1,1;2,7;0,2;77,9;17,7;1,0;3,4;0,0;78,4;17,2;0,9;3,5;0,0
