Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
5. ЗДРАВООХРАНЕНИЕ;;;;;;;;
ЧИСЛЕННОСТЬ СРЕДНЕГО МЕДИЦИНСКОГО ПЕРСОНАЛА;;;;;;;;
5.6.1.  Всего;;;;;;;;
"(на конец года; тысяч человек)";;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017
Российская Федерация;1529,8;1508,7;1520,3;1518,5;1525,1;1549,7;1537,9;1525,2
Центральный федеральный округ;389,4;383,7;385,1;386,3;378,9;382,8;380,2;369,0
Белгородская область;17,8;17,8;17,7;17,4;17,5;17,6;17,5;17,0
Брянская область;15,1;14,5;14,2;14,1;14,1;14,5;14,6;14,2
Владимирская область;15,1;13,6;13,3;13,1;12,9;13,8;13,7;13,6
Воронежская область;27,8;27,0;27,1;26,7;26,4;26,6;25,9;25,9
Ивановская область;14,9;11,0;11,0;10,7;11,1;10,7;10,6;10,4
Калужская область;10,5;10,2;10,3;10,1;9,9;10,2;10,5;10,0
Костромская область;8,6;7,8;8,0;7,9;7,6;7,5;7,6;7,4
Курская область;13,6;13,4;13,1;13,2;13,0;13,2;13,0;12,6
Липецкая область;15,1;14,1;14,2;13,7;13,7;13,6;13,3;13,1
Московская область;56,1;51,6;53,5;54,7;54,8;58,5;57,7;57,4
Орловская область;9,5;9,0;9,0;9,0;8,7;8,8;8,8;8,8
Рязанская область;14,0;13,1;12,9;12,6;12,4;12,3;12,7;12,1
Смоленская область;11,4;10,4;10,5;10,4;10,3;10,2;10,0;9,9
Тамбовская область;12,5;11,7;11,4;11,5;10,9;11,5;11,4;11,3
Тверская область;15,1;14,1;14,0;13,7;13,5;13,2;13,1;13,1
Тульская область;18,5;15,9;15,3;15,3;15,4;15,2;15,3;15,1
Ярославская область;14,5;13,9;14,2;13,9;13,6;13,5;13,4;12,9
г. Москва;99,2;114,7;115,6;118,5;113,2;112,0;111,0;104,1
Северо-Западный федеральный округ;151,5;147,9;148,4;147,9;148,8;154,7;153,7;153,1
Республика Карелия;8,9;8,2;8,0;7,8;7,4;7,2;7,3;7,6
Республика Коми;13,4;13,1;13,1;12,8;12,8;13,1;12,5;12,3
Архангельская область;18,1;17,0;16,7;16,6;16,3;16,1;15,7;15,3
в том числе: ;;;;;;;;
Ненецкий автономный округ;0,4;0,5;0,5;0,5;0,6;0,6;0,5;0,5
Архангельская область без автономного округа;17,7;16,5;16,2;16,1;15,8;15,6;15,2;14,8
Вологодская область;14,8;13,9;13,3;13,2;13,2;13,2;12,9;12,8
Калининградская область;7,8;7,3;8,4;8,8;8,5;8,6;8,6;8,5
Ленинградская область;12,4;13,0;12,8;12,9;12,8;13,4;13,9;14,0
Мурманская область;11,7;12,1;11,8;11,5;11,2;11,1;10,8;10,4
Новгородская область;7,3;7,3;7,0;6,9;6,7;6,8;6,7;6,5
Псковская область;8,3;7,3;7,1;7,0;6,9;6,9;6,7;6,5
г. Санкт-Петербург;48,9;48,7;50,1;50,5;53,0;58,2;58,5;59,3
Южный          федеральный округ;132,8;132,6;132,8;132,7;151,7;158,6;158,3;158,8
Республика Адыгея;4,7;4,8;4,7;4,5;4,3;4,5;4,3;4,4
Республика Калмыкия;4,0;3,4;3,2;3,3;3,3;3,2;3,1;3,0
Республика Крым;;;;;17,8;19,5;20,5;20,2
Краснодарский край;47,3;47,5;47,2;47,6;46,7;49,8;50,1;51,5
Астраханская область;11,8;11,6;12,3;12,1;11,9;12,5;12,3;12,1
Волгоградская область;26,7;26,0;25,8;26,1;26,3;27,1;26,7;26,2
Ростовская область;38,3;39,2;39,5;39,1;38,1;38,6;37,9;37,3
г. Севастополь;;;;;3,3;3,5;3,4;4,1
Северо-Кавказский  федеральный округ;70,5;83,5;86,3;87,5;88,3;88,7;90,0;92,3
Республика Дагестан;21,3;23,8;24,1;24,3;25,5;25,8;26,2;27,5
Республика Ингушетия ;2,7;2,9;3,5;3,5;3,7;3,9;4,1;4,2
Кабардино-Балкарская   Республика;9,6;9,4;9,6;9,8;9,8;9,0;9,0;9,1
Карачаево-Черкесская Республика;4,9;5,0;5,2;5,1;4,8;5,2;5,1;5,2
Республика Северная Осетия – Алания;7,1;7,4;7,8;7,9;7,7;7,8;8,0;7,8
Чеченская Республика;…;9,4;9,8;9,9;9,7;9,8;10,0;10,8
Ставропольский край;24,9;25,7;26,4;27,1;27,0;27,2;27,5;27,6
Приволжский федеральный округ;351,7;335,6;333,4;331,2;330,8;332,4;326,1;323,4
Республика Башкортостан;45,5;45,1;45,0;44,6;44,1;45,7;44,5;44,1
Республика Марий Эл;8,7;8,3;8,0;7,8;7,5;7,3;7,2;7,2
Республика Мордовия;11,2;9,9;9,8;9,7;9,5;9,3;9,1;9,2
Республика Татарстан;43,0;40,3;40,9;41,0;41,0;43,3;43,4;43,3
Удмуртская Республика;19,4;18,6;18,4;18,1;17,9;19,6;17,3;16,3
Чувашская Республика;15,2;14,4;14,4;14,2;13,8;14,1;14,0;13,8
Пермский край;31,9;28,9;28,0;27,7;27,9;27,3;27,3;27,5
Кировская область;19,5;17,4;17,0;16,7;16,4;15,6;15,2;14,9
Нижегородская область ;35,7;36,3;37,1;37,9;37,2;37,0;36,5;35,6
Оренбургская область;27,2;26,5;26,0;25,3;25,7;25,2;24,9;24,4
Пензенская область;16,5;15,4;15,3;15,0;14,6;14,3;14,2;14,3
Самарская область;31,4;30,0;29,8;29,4;31,4;30,8;30,2;30,4
Саратовская область;29,3;27,9;27,9;27,7;27,5;26,9;26,6;26,8
Ульяновская область;17,3;16,5;16,0;16,2;16,2;16,0;15,8;15,6
Уральский     федеральный округ;139,8;140,6;140,8;140,7;140,3;143,0;142,2;141,5
Курганская область;11,8;11,2;11,2;10,7;10,6;10,2;9,9;9,8
Свердловская область ;48,5;48,2;48,0;48,5;48,1;47,9;47,7;46,7
Тюменская область;41,7;44,1;44,2;44,8;45,2;48,0;48,0;49,4
в том числе:;;;;;;;;
Ханты-Мансийский автономный округ – Югра;20,1;23,0;23,1;23,1;23,4;25,1;25,0;25,5
Ямало-Ненецкий автономный округ;7,3;7,3;7,1;7,1;7,0;7,5;7,5;8,0
Тюменская область без     автономных округов;14,3;13,8;14,0;14,6;14,8;15,3;15,5;15,9
Челябинская область;37,9;37,1;37,5;36,7;36,4;37,0;36,5;35,6
Сибирский           федеральный округ;222,2;215,9;222,6;221,4;217,8;219,4;218,5;216,9
Республика Алтай;2,6;2,9;2,9;2,9;2,9;2,8;2,8;2,8
Республика Бурятия;10,5;10,9;10,9;11,5;11,4;11,3;11,3;11,2
Республика Тыва;4,2;4,3;4,5;4,4;4,6;4,5;4,8;4,8
Республика Хакасия;5,7;6,0;5,8;5,8;5,8;5,8;5,8;5,8
Алтайский край;27,5;26,4;27,3;27,4;26,3;26,8;26,4;25,8
Забайкальский край;13,1;13,0;13,0;12,5;12,2;11,9;12,1;12,4
Красноярский край;32,8;34,2;34,7;34,9;34,2;34,0;34,0;33,7
Иркутская область;27,5;27,1;27,7;27,2;27,3;26,9;26,7;26,9
Кемеровская область;30,5;29,5;31,0;30,6;29,7;31,2;31,2;30,5
Новосибирская область ;30,8;28,5;28,2;28,0;27,7;28,9;28,6;28,7
Омская область;25,9;22,5;25,4;25,3;24,5;23,9;23,4;23,1
Томская область;11,2;10,7;11,1;11,1;11,1;11,4;11,5;11,2
Дальневосточный       федеральный округ;72,0;68,9;70,8;70,8;68,6;70,0;68,9;70,2
Республика Саха (Якутия);12,9;12,7;13,1;13,1;12,9;12,6;12,6;13,7
Камчатский край;4,4;3,8;4,2;4,2;4,0;4,0;4,2;3,9
Приморский край;17,4;16,1;16,9;16,9;17,0;17,1;16,9;16,8
Хабаровский край ;14,4;13,9;14,5;14,3;13,8;14,7;14,4;14,7
Амурская область;10,7;10,4;10,3;10,1;9,6;9,4;9,1;9,4
Магаданская область;2,6;2,4;2,3;2,3;2,3;2,4;2,4;2,4
Сахалинская область;6,6;6,6;6,6;7,0;6,3;7,1;6,6;6,6
Еврейская автономная область;2,1;2,2;2,1;2,1;2,1;2,0;2,0;2,0
Чукотский автономный округ;0,8;0,8;0,8;0,8;0,7;0,7;0,7;0,7
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
