;Социально-экономические показатели по субъектам Российской Федерации
;11. ИНВЕСТИЦИИ 
;ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ
11.1.;Инвестиции в основной капитал
11.2.;Инвестиции в основной капитал на душу населения
11.3.;Индекс физического объема инвестиций в основной капитал
;ИНОСТРАННЫЕ ИНВЕСТИЦИИ
11.4.;Поступление прямых иностранных инвестиций в Российскую Федерацию
11.4.1.;Сальдо
11.4.2.;Поступило
11.4.3.;Изъято
;
;
