Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
4. ОБРАЗОВАНИЕ;;;;;;;
ПРЕПОДАВАТЕЛИ И МАСТЕРА ПРОИЗВОДСТВЕННОГО ОБУЧЕНИЯ,  РЕАЛИЗУЮЩИЕ ПРОГРАММЫ ПОДГОТОВКИ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ;;;;;;;
4.12.1. Численность преподавателей1);;;;;;;
"(на конец года; человек)";;;;;;;
;2010;2012;2013;2014;2015;2016;2017
Российская Федерация;29261;19354;13381;10147;6618;21602;21578
Центральный     федеральный округ;5701;3729;2516;1444;976;4544;4631
Белгородская область;273;5;7;8;7;229;230
Брянская область;473;214;7;6;6;204;180
Владимирская область;344;200;38;38;34;193;188
Воронежская область;425;342;312;297;203;326;304
Ивановская область;284;250;246;8;8;128;147
Калужская область;101;70;1;6;10;109;79
Костромская область;184;78;52;41;13;100;125
Курская область;311;252;71;5;2;276;298
Липецкая область;338;318;296;265;245;214;194
Московская область ;1214;925;701;125;73;728;771
Орловская область;283;98;48;11;11;111;99
Рязанская область;132;11;9;11;9;101;113
Смоленская область;160;107;102;35;6;99;73
Тамбовская область;14;12;11;11;11;106;122
Тверская область;433;263;90;94;71;231;199
Тульская область;344;257;228;224;22;219;210
Ярославская область;388;327;297;259;245;315;288
г. Москва;-;-;-;-;-;855;1011
Северо-Западный     федеральный округ;2660;1574;1202;896;612;2115;2123
Республика Карелия;136;106;51;5;3;132;108
Республика Коми;278;82;75;69;62;206;250
Архангельская область;418;230;134;98;29;306;321
в том числе: ;;;;;;;
Ненецкий автономный округ;14;11;9;10;10;9;8
Архангельская область    без автономного округа;;;125;88;19;297;313
Вологодская область;224;82;10;8;8;214;188
Калининградская область;67;22;9;9;10;129;89
Ленинградская область;116;30;6;3;3;179;174
Мурманская область;202;12;13;14;12;136;163
Новгородская область;131;74;20;2;1;80;62
Псковская область;208;117;94;96;77;71;55
г. Санкт-Петербург;880;819;790;592;407;662;713
Южный             федеральный округ;3093;2375;1829;2297;1610;2341;2426
Республика Адыгея;133;98;23;98;100;46;35
Республика Калмыкия;103;75;1;2;3;51;44
Республика Крым;…;…;…;511;495;319;291
Краснодарский край;988;810;720;458;94;728;792
Астраханская область;197;149;19;60;38;166;182
Волгоградская область;560;419;333;308;246;324;357
Ростовская область;1112;824;733;749;634;649;663
г. Севастополь;…;…;…;111;-;58;62
Северо-Кавказский    федеральный округ;2109;1178;971;213;180;1015;968
Республика Дагестан;529;452;450;5;5;228;194
Республика Ингушетия;98;-;-;-;-;83;89
Кабардино-Балкарская   Республика;511;38;41;14;19;185;154
Карачаево-Черкесская    Республика;207;197;231;-;-;16;18
Республика Северная       Осетия – Алания;307;235;161;188;150;151;116
Чеченская Республика ;285;150;3;3;3;162;168
Ставропольский край;172;106;85;3;3;190;229
Приволжский      федеральный округ;5719;4060;2320;1855;1182;4980;5044
Республика     Башкортостан;1379;1183;1114;879;819;969;1054
Республика Марий Эл;67;29;7;5;5;99;94
Республика Мордовия;135;84;8;10;10;144;160
Республика Татарстан;435;275;51;35;13;517;556
Удмуртская Республика;395;333;275;222;11;309;274
Чувашская Республика;239;132;36;6;9;238;268
Пермский край;681;340;85;87;50;554;507
Кировская область;239;107;41;40;46;170;220
Нижегородская область ;302;201;28;24;31;481;424
Оренбургская область;759;564;17;14;13;350;389
Пензенская область;105;56;22;14;5;270;201
Самарская область;301;117;116;118;106;373;331
Саратовская область;482;453;440;367;31;337;407
Ульяновская область;200;186;80;34;33;169;159
Уральский        федеральный округ;2412;1061;349;230;157;2041;1891
Курганская область;304;153;21;74;73;177;170
Свердловская область ;761;340;193;116;44;617;615
Тюменская область;347;257;83;10;11;602;485
в том числе:;;;;;;;
Ханты-Мансийский     автономный округ – Югра;64;46;39;2;3;250;205
Ямало-Ненецкий     автономный округ;71;70;36;-;1;52;58
Тюменская область     без автономных округов;;;8;8;7;300;222
Челябинская область;1000;311;52;30;29;645;621
Сибирский      федеральный округ;5780;3943;2875;2448;1323;3495;3381
Республика Алтай;79;52;51;46;46;87;75
Республика Бурятия;302;62;15;16;13;143;197
Республика Тыва;146;73;33;6;10;64;72
Республика Хакасия;238;156;105;100;85;129;138
Алтайский край;739;572;543;471;362;444;395
Забайкальский край;369;275;217;154;129;185;163
Красноярский край;941;844;795;823;37;566;599
Иркутская область;682;530;401;351;220;532;484
Кемеровская область;739;483;52;52;47;501;445
Новосибирская область ;676;294;260;197;183;284;291
Омская область;498;356;318;183;187;358;319
Томская область;371;246;85;49;4;202;203
Дальневосточный     федеральный округ;1787;1434;1319;764;578;1071;1114
Республика Саха (Якутия);342;269;253;195;113;190;177
Камчатский край;90;90;74;73;-;49;41
Приморский край;419;335;340;147;142;285;274
Хабаровский край ;271;166;129;114;109;262;358
Амурская область;312;277;254;106;113;131;115
Магаданская область;64;49;49;48;54;44;37
Сахалинская область;162;143;105;26;11;71;72
Еврейская автономная      область;101;85;96;36;36;39;40
Чукотский автономный   округ;26;20;19;19;-;-;-
?????;;;;;;;
1) С 2016 г. - на начало учебного года. До 2016/2017 учебного года данные приведены по образовательным организациям начального профессионального образования. С 2011 г. - по данным Минпросвещения России.;;;;;;;
