Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;
ОБЪЕМ ИННОВАЦИОННЫХ ТОВАРОВ, РАБОТ, УСЛУГ;;;;;;;;;;;;;;
19.16.1. Всего;;;;;;;;;;;;;;
(миллионов рублей);;;;;;;;;;;;;;
;2006;2010;2011;2012;2013;2014;2015;2016;2017;;;;;
Российская Федерация;777458,1;1243712,5;2106740,7;2872905,1;3507866,0;3579923,8;3843428,7;4364321,7;4166998,7;;;;;
Центральный    федеральный округ;149890,1;290757,6;480327,4;938153,2;1164102,4;1091170,3;1491536,1;1677915,6;1119964,2;;;;;
Белгородская область;2052,7;9391,6;15457,4;21683,4;21246,5;23098,3;29348,1;56411,5;101169,6;;;;;
Брянская область;5057,6;4434,4;5807,6;11171,2;6654,9;8312,3;25445,2;30150,2;12198,6;;;;;
Владимирская область;7047,5;4958,0;17029,9;26496,9;24829,9;22782,1;27015,3;21262,5;34029,9;;;;;
Воронежская область;5420,5;13431,8;15588,5;16169,4;13520,8;24742,4;50120,6;27123,6;32481,8;;;;;
Ивановская область;955,4;2479,9;2492,8;514,7;463,1;795,2;1342,5;261,5;219,2;;;;;
Калужская область;4020,5;7190,6;15667,6;19439,8;15924,8;13724,3;14833,8;13978,0;16574,3;;;;;
Костромская область;724,6;2159,2;3299,0;3451,8;2272,1;2504,8;2198,4;9140,0;14590,9;;;;;
Курская область;2285,1;1007,7;4738,5;6364,0;8591,3;13363,3;15087,2;24698,8;30361,0;;;;;
Липецкая область;6212,7;31511,2;37106,0;43584,4;54860,5;63282,1;64830,1;66242,7;63108,2;;;;;
Московская область;56471,6;90231,3;104854,7;179782,0;237539,0;268459,2;294032,1;357057,7;384328,6;;;;;
Орловская область;1788,9;5868,9;5288,8;960,1;1143,8;885,1;748,5;869,7;1428,8;;;;;
Рязанская область;1100,2;4497,5;5891,5;5246,6;5930,9;7293,7;8242,6;17542,2;19887,4;;;;;
Смоленская область;942,9;2367,0;2400,2;3152,0;5334,1;10438,8;5539,7;3997,4;10137,5;;;;;
Тамбовская область;1768,3;2104,6;3667,2;3533,8;2624,3;6278,0;7165,4;8332,2;12962,6;;;;;
Тверская область;8194,4;14948,3;18257,8;17155,6;18270,7;4489,6;12834,6;15724,2;10053,9;;;;;
Тульская область;2631,0;8395,6;39152,4;50684,6;35378,7;41881,3;63110,9;66102,3;80875,4;;;;;
Ярославская область;6004,7;21237,0;24735,2;34230,5;22812,3;26801,0;18057,8;48151,9;46557,6;;;;;
г. Москва;37211,5;64543,2;158892,6;494532,2;686704,6;552039,1;851583,4;910869,1;248998,8;;;;;
Северо-Западный      федеральный округ;80530,7;120105,5;196049,1;298020,1;409750,4;354113,0;375614,4;337196,7;458765,7;;;;;
Республика Карелия;321,1;1058,7;298,5;361,4;209,8;193,5;187,7;455,2;559,9;;;;;
Республика Коми;8382,8;8830,3;28696,3;24165,9;22346,8;23191,2;16952,7;12762,4;1931,9;;;;;
Архангельская область;310,9;1024,5;576,1;22569,7;132732,2;5411,0;12152,2;2011,9;99201,9;;;;;
в том числе: ;;;;;;;;;;;;;;
Ненецкий автономный округ;26,9;20,9;36,7;-;-;-;5,4;14,5;18,0;;;;;
Архангельская область    без автономного округа;-;1003,6;539,4;22569,7;132732,2;5411,0;12146,7;1997,4;99183,9;;;;;
Вологодская область;15464,8;5570,1;15394,7;16593,1;17317,9;79138,5;109044,2;23912,0;17869,4;;;;;
Калинингpадская область;8031,8;222,6;456,9;850,3;395,9;376,6;1271,4;994,7;1244,4;;;;;
Ленинградская область;892,0;9959,2;11770,6;4939,1;14077,0;32776,6;13906,7;20565,3;22072,5;;;;;
Мурманская область;644,0;792,5;295,6;251,0;1815,9;8299,7;4373,0;3965,9;3083,8;;;;;
Новгородская область;4313,5;7037,8;5542,5;4017,3;5976,6;4835,8;6654,9;5681,9;7467,4;;;;;
Псковская область;470,1;1136,1;1119,0;1096,3;544,8;348,4;712,4;1134,6;2222,1;;;;;
г. Санкт-Петербург;41699,5;84473,8;131899,0;223176,0;214333,7;199541,8;210359,3;265712,8;303112,4;;;;;
Южный              федеральный округ;15435,1;86558,4;59811,8;51801,6;70281,9;103003,6;149175,9;246768,3;304452,0;;;;;
