Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
20.  ФИНАНСЫ;;;;;;;;
ИСПОЛНЕНИЕ БЮДЖЕТА ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ;;;;;;;;
20.5.2. Расходование;;;;;;;;
(миллионов рублей);;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017
Российская Федерация1);165311,7;491199,3;531225,7;566225,4;546184,9;612140,8;664897,5;670808,2
Центральный    федеральный округ;57091,0;133365,5;143523,0;153892,3;158870,0;179726,8;196993,5;193811,0
Белгородская область;1766,3;4735,7;5185,2;5322,1;5182,8;5621,5;6040,6;6081,5
Брянская область;1473,8;3177,4;3043,5;3218,7;2946,0;2985,0;3110,5;2949,7
Владимирская область2);1485,3;3930,9;4140,2;4198,0;3983,0;4451,1;4768,1;4763,3
Воронежская область;1939,0;5231,8;5766,7;6173,9;5889,8;6503,0;7077,4;6481,2
Ивановская область;1035,4;2283,9;2494,8;2653,2;2420,2;2600,8;2705,7;2635,1
Калужская область;1160,1;3077,5;3232,1;3540,4;3504,2;3954,2;4179,9;4250,1
Костромская область;691,4;1867,8;2042,9;2130,4;2150,8;2354,5;2592,5;2492,3
Курская область;1231,8;2842,2;2875,0;3048,0;2828,4;3026,2;3250,6;3152,3
Липецкая область;1484,9;3887,1;4052,3;4115,5;3905,5;4111,3;4264,9;4248,5
Московская область2);8948,7;22994,3;22380,4;23782,0;24708,0;29621,8;32073,1;32523,2
Орловская область;824,0;2171,3;2014,3;2104,8;1953,6;2041,0;2165,4;2017,9
Рязанская область;1119,5;2954,3;3046,2;3151,0;3059,3;3355,1;3954,9;3858,1
Смоленская область;1184,7;2673,3;2841,8;2886,1;2647,5;2889,4;3069,2;3059,5
Тамбовская область;1020,2;2089,3;1939,1;2034,7;1809,8;1981,6;2165,6;2488,5
Тверская область;1452,4;3653,7;3880,0;4032,9;3883,3;4209,4;4450,9;4446,5
Тульская область;1887,4;4625,1;4787,6;4998,0;4771,0;5133,0;5688,7;5388,3
Ярославская область;1732,5;4240,0;5018,9;5416,8;5512,5;6075,7;6667,8;6358,0
г. Москва ;26653,6;56929,9;64782,0;71085,7;77714,2;88812,3;98767,7;96617,0
Северо-Западный     федеральный округ;23127,5;56303,7;58208,0;61841,4;63976,7;72411,2;80018,8;82303,3
Республика Карелия;1051,9;2631,5;2537,9;2592,6;2408,0;2599,5;2760,8;2698,0
Республика Коми;2920,1;5708,4;5899,0;6184,7;6276,0;6891,5;7348,5;7286,5
Архангельская область;2133,5;5350,6;5108,3;5284,2;5335,4;5913,6;6332,9;6392,1
в том числе: ;;;;;;;;
Ненецкий автономный округ;193,3;349,5;362,0;376,6;443,4;460,6;478,9;483,3
Архангельская область     без автономного округа;1940,2;5001,1;4746,3;4907,6;4892,1;5453,0;5854,0;5908,9
Вологодская область;1864,4;4823,2;4954,5;5102,3;4894,8;5313,6;5574,9;5566,6
Калининградская область;1039,7;2491,8;2532,0;2688,8;2552,3;3080,8;3182,3;3324,3
Ленинградская область ;1902,3;4741,6;4762,8;4978,2;4994,2;5646,2;6379,7;6743,6
Мурманская область;1826,8;4173,4;3947,6;4137,2;4109,6;4376,0;4653,0;4571,2
Новгородская область;745,2;2216,2;2196,7;2275,1;2262,0;2491,0;2665,5;2665,3
Псковская область;632,7;1753,2;1835,8;1912,6;1774,6;1913,9;1987,8;3204,1
г. Санкт-Петербург;9010,9;22413,8;24433,4;26685,9;29369,9;34185,1;39133,3;39851,7
Южный             федеральный округ;13293,3;36914,1;40325,1;42732,4;39892,6;47332,9;52011,0;52739,7
Республика Адыгея;331,8;913,2;978,2;1000,7;799,8;869,1;920,6;898,0
Республика Калмыкия;281,4;766,4;820,2;827,3;658,6;693,5;713,4;677,6
Республика Крым;;;;;24,6;2491,3;3238,5;3745,2
Краснодарский край2);4357,1;13652,7;15481,2;16452,5;15850,5;18375,4;20255,3;21203,7
Астраханская область2);832,1;2563,1;2619,3;2712,0;2318,1;2541,9;2656,5;2587,6
Волгоградская область2);2382,6;6489,3;6830,5;6998,7;6157,5;6665,1;7010,3;6858,3
Ростовская область;5108,3;12529,4;13595,9;14741,1;14074,1;15099,9;16432,1;15858,5
г. Севастополь;;;;;9,4;596,7;784,2;910,7
Северо-Кавказский     федеральный округ;5507,0;21553,1;26301,1;28007,0;17368,9;19241,4;20081,6;19202,6
Республика Дагестан;1225,0;5884,2;7226,8;7434,5;4202,5;4456,7;4618,6;4059,5
Республика Ингушетия ;239,8;1801,4;2532,6;2780,7;1160,8;1432,8;1527,6;1279,5
Кабардино-Балкарская Республика;633,1;1754,6;1982,2;2058,7;1421,6;1491,3;1518,5;1488,2
Карачаево-Черкесская Республика;350,6;1126,8;1309,5;1385,8;1185,5;1296,1;1360,4;1405,0
Республика Северная Осетия – Алания;479,0;1471,4;1633,1;1667,1;1281,5;1378,5;1417,7;1402,4
Чеченская Республика;667,2;3713,5;5163,2;5850,8;2231,5;2670,1;2993,8;2962,3
Ставропольский край;1912,3;5801,1;6453,6;6829,3;5885,7;6515,9;6644,9;6605,6
Приволжский       федеральный округ;31641,1;84488,4;92037,5;97542,5;93162,6;103786,6;112106,5;115321,7
Республика Башкортостан;3996,0;11262,1;11963,7;12751,5;11563,2;13829,5;14549,0;14616,3
Республика Марий Эл;672,6;1827,2;2054,6;2128,3;1992,8;2169,5;2326,4;2308,3
Республика Мордовия;655,2;1779,5;1965,1;1996,0;1898,3;2013,7;2140,6;2188,4
Республика Татарстан;4235,0;11511,3;12648,0;13380,3;13468,3;14875,4;17457,5;18043,9
Удмуртская Республика;1790,7;5241,3;5188,4;5447,1;5138,0;5712,0;6063,2;6672,2
Чувашская Республика;1039,3;2857,8;3054,6;3157,5;2857,5;3420,2;3541,3;3404,9
Пермский край;3391,6;9048,0;9852,4;10428,4;9822,3;10925,3;11724,5;11253,0
Кировская область2);1404,6;3649,6;4048,6;4232,5;3933,6;4293,0;4576,6;4545,7
Нижегородская область;3863,0;10414,5;11700,3;12744,9;13082,5;14494,4;15877,9;15247,3
Оренбургская область;2119,8;6045,2;6569,6;6756,5;5973,4;6388,3;6735,0;6613,4
Пензенская область;1001,6;2759,9;3073,8;3098,9;2761,3;3035,9;3215,4;1957,4
Самарская область;4312,6;9773,4;10856,1;12120,7;12135,0;13216,6;14133,7;18698,0
Саратовская область2) ;2045,7;5467,3;5912,8;6041,1;5441,7;5959,6;6200,2;6100,9
Ульяновская область;1113,4;2851,2;3149,4;3258,8;3094,7;3453,2;3565,2;3672,0
Уральский    федеральный округ;22426,7;53382,3;57011,4;61333,3;60283,9;66223,3;70717,9;70161,9
Курганская область;972,8;2471,5;2818,8;2801,6;2446,6;2771,0;2988,5;3034,1
Свердловская область;6758,1;18111,0;20151,3;21861,5;22117,1;24273,3;26006,6;24750,2
Тюменская область2);10336,3;21251,2;21947,6;23740,3;23574,1;25868,0;27542,1;27313,2
в том числе:;;;;;;;;
Ханты-Мансийский автономный округ – Югра;5924,4;11751,0;12035,2;13007,7;12964,2;14172,6;14970,5;15433,5
Ямало-Ненецкий автономный округ;2681,3;4456,1;4381,9;4710,8;4768,3;5228,4;5566,2;5549,7
Тюменская область без автономных  округов;1730,6;5044,1;5530,5;6021,8;5841,6;6467,0;7005,4;6330,0
Челябинская область;4359,5;11548,6;12093,7;12929,8;12146,1;13311,0;14180,7;15064,5
Сибирский       федеральный округ;26418,8;73339,9;78824,0;84233,1;78044,5;85873,2;90133,2;93777,6
Республика Алтай;207,6;862,3;1038,1;1049,1;808,0;863,7;881,3;857,9
Республика Бурятия;1031,8;3403,1;3699,1;3814,9;3285,4;3526,6;3771,1;3668,8
Республика Тыва;318,9;1400,7;1568,0;1605,0;1010,7;1088,2;1154,6;1165,3
Республика Хакасия2);686,6;1886,0;1995,8;2093,1;1885,1;2015,4;2168,5;2169,8
Алтайский край;2138,8;6459,8;7045,9;7353,0;6370,8;6843,8;7158,0;7030,6
Забайкальский край;1294,5;3921,9;4240,8;4556,1;3983,7;4267,5;4395,5;4425,1
Красноярский край ;4822,5;11779,6;12640,6;13639,4;13215,2;14679,0;15374,5;15782,9
Иркутская область3);3367,8;9138,3;9809,7;10395,3;9535,6;11039,3;11894,2;11462,2
Кемеровская область2);6101,4;14371,3;15350,2;16364,8;16021,9;16631,5;17409,7;17077,6
Новосибирская область;3047,3;10219,7;11276,1;12573,7;12149,6;13719,4;15194,7;18451,3
Омская область2);1980,9;5675,1;5791,9;6190,8;5459,0;6318,1;6680,7;6475,2
Томская область2);1420,7;4222,3;4367,8;4597,8;4319,5;4880,6;5205,0;5210,7
Дальневосточный     федеральный округ;11904,0;28416,6;28976,6;30651,8;29484,9;32594,4;35107,3;35256,6
Республика Саха (Якутия);2358,2;6017,6;6124,1;6478,7;6222,1;7040,6;7584,4;7824,4
Камчатский край;777,2;1850,0;1860,1;1922,1;1882,5;2107,0;2174,5;2313,7
Приморский край;2618,6;6592,3;6885,0;7250,6;6726,9;7224,8;7683,3;7658,4
Хабаровский край;2681,2;6378,7;6728,6;7201,1;7284,5;8281,8;8715,8;8468,1
Амурская область;1253,1;2922,3;2760,5;2865,1;2560,3;2735,6;3279,5;3282,4
Магаданская область;495,4;1015,2;1054,5;1150,4;1136,2;1176,7;1244,0;1256,8
Сахалинская область;1238,9;2600,4;2492,2;2682,8;2604,0;2879,5;3175,4;3188,3
Еврейская автономная область;182,6;525,8;564,2;566,5;519,5;541,5;577,4;576,0
Чукотский автономный округ;298,8;514,3;507,3;534,4;548,9;607,1;672,9;688,5
?????;;;;;;;;
