Республика Башкортостан;33;47;47;45;44;50;48;54;52;;;;;
Республика Марий Эл;6;12;9;9;10;9;11;11;9;;;;;
Республика Мордовия;12;9;8;8;7;8;9;10;9;;;;;
Республика Татарстан;25;18;19;19;21;24;30;33;34;;;;;
Удмуртская Республика;19;12;12;12;13;13;15;14;12;;;;;
Чувашская Республика;5;12;12;13;13;13;12;13;11;;;;;
Пермский край;15;10;11;13;13;14;16;19;24;;;;;
Кировская область;9;13;13;13;13;11;10;11;12;;;;;
Нижегородская область;35;27;25;26;25;27;31;30;26;;;;;
Оренбургская область;27;31;28;26;24;23;26;24;25;;;;;
Пензенская область;14;38;42;45;41;41;41;35;30;;;;;
Самарская область;47;29;32;33;33;36;39;35;37;;;;;
Саратовская область;43;39;38;35;36;34;37;32;30;;;;;
Ульяновская область;15;16;19;18;17;15;13;12;8;;;;;
Уральский   федеральный округ;150;165;162;157;155;152;164;160;166;;;;;
Курганская область;18;11;11;10;11;11;15;17;17;;;;;
Свердловская область;27;49;50;44;38;34;35;34;33;;;;;
Тюменская область;23;32;30;33;36;39;44;41;44;;;;;
в том числе:;;;;;;;;;;;;;;
Ханты-Мансийский    автономный округ – Югра;6;6;7;4;5;6;10;10;9;;;;;
Ямало-Ненецкий     автономный округ;-;-;1;2;4;4;3;2;2;;;;;
Тюменская область     без автономных округов;17;26;22;27;27;29;31;29;33;;;;;
Челябинская область;82;73;71;70;70;68;70;68;72;;;;;
Сибирский     федеральный округ;143;153;152;161;187;197;222;211;203;;;;;
Республика Алтай;3;9;8;9;10;9;13;13;13;;;;;
Республика Бурятия;10;4;5;5;12;13;15;14;9;;;;;
Республика Тыва;1;1;1;1;1;1;1;1;-;;;;;
Республика Хакасия;8;11;10;11;12;10;12;10;9;;;;;
Алтайский край;21;34;34;37;41;35;40;32;33;;;;;
Забайкальский край;1;3;3;3;4;4;4;4;2;;;;;
Красноярский край;6;10;10;14;14;17;18;17;14;;;;;
Иркутская область;8;7;6;7;9;12;12;15;17;;;;;
Кемеровская область;19;21;19;20;21;23;26;22;21;;;;;
Новосибирская область;43;35;36;38;43;51;59;58;58;;;;;
Омская область;19;12;12;8;12;11;10;12;14;;;;;
Томская область;4;6;8;8;8;11;12;13;13;;;;;
Дальневосточный  федеральный округ;174;184;175;182;181;187;205;244;197;;;;;
Республика Саха (Якутия);5;2;2;2;2;3;3;3;4;;;;;
Камчатский край;12;15;11;12;12;12;12;12;14;;;;;
Приморский край;68;73;70;77;77;80;86;99;107;;;;;
Хабаровский край;19;19;19;18;18;20;21;39;22;;;;;
Амурская область;5;2;2;1;1;1;2;4;3;;;;;
Магаданская область;2;4;4;4;4;4;5;8;7;;;;;
Сахалинская область;54;66;64;65;64;65;74;76;40;;;;;
Еврейская автономная область;3;3;3;3;3;2;2;3;-;;;;;
Чукотский автономный округ;6;-;-;-;-;-;-;-;-;;;;;
?????;;;;;;;;;;;;;;
1) По данным государственной регистрации.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
