Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
25. ВНЕШНЕЭКОНОМИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;;;;;;;
ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ ДАЛЬНЕГО ЗАРУБЕЖЬЯ;;;;;;;
22.1.2.  Импорт;;;;;;;
"(в фактически действовавших ценах; миллионов долларов США)";;;;;;;
;2005;2010;2013;2014;2015;2016;2017
Российская Федерация;79712,0;197184,0;276310,0;253776,0;161693,0;162658,0;202608,2
Центральный     федеральный округ;44341,0;122061,1;170017,1;154218,6;97495,4;97950,1;125577,3
Белгородская область;355,7;701,7;776,7;1104,0;775,6;510,1;602,3
Брянская область;162,2;461,4;1094,7;715,6;308,4;198,3;197,5
Владимирская область;255,4;978,8;1442,6;1457,4;1113,6;1102,9;1384,9
Воронежская область;258,7;365,5;684,9;648,5;462,4;606,9;1044,2
Ивановская область;54,1;326,3;535,8;462,1;233,7;191,3;248,2
Калужская область;301,1;5892,2;7231,6;5734,7;3142,8;3942,6;5169,1
Костромская область;117,9;110,7;149,6;302,5;86,2;119,9;115,8
Курская область;46,4;187,2;203,0;270,2;302,4;287,7;253,7
Липецкая область;393,1;1033,9;1239,8;966,2;807,0;793,8;1088,7
Московская область;5967,5;19699,8;28595,5;22991,0;14775,6;17180,9;21236,6
Орловская область;146,1;1100,3;580,6;482,2;224,7;147,1;179,0
Рязанская область;159,0;371,1;610,0;633,4;475,2;498,3;596,2
Смоленская область;257,3;414,6;692,9;609,6;526,9;473,6;427,6
Тамбовская область;56,6;329,9;299,4;335,0;170,5;118,9;165,9
Тверская область;179,5;680,0;983,4;921,6;407,4;374,9;443,3
Тульская область;304,4;721,2;1031,4;950,4;665,1;758,7;975,4
Ярославская область;151,3;431,5;802,3;804,5;536,1;612,9;723,3
г. Москва;35174,6;88255,1;123062,9;114830,0;72481,8;70031,3;90725,5
Северо-Западный    федеральный округ ;18300,6;39123,9;54394,9;51939,1;32196,0;30458,9;34001,3
Республика Карелия;180,6;231,3;189,9;178,4;135,7;157,1;227,6
Республика Коми;208,8;227,4;267,7;231,1;160,4;116,6;124,7
Архангельская область;117,1;190,4;224,9;138,0;100,7;196,0;167,5
в том числе: ;;;;;;;
Ненецкий автономный округ;1,5;0,9;0,7;1,9;0,7;-;-
Архангельская область без     автономного округа;115,6;189,5;224,2;136,0;100,0;196,0;167,5
Вологодская область;273,8;351,2;474,1;408,1;555,9;499,6;493,0
Калининградская область;3704,5;7787,4;11798,7;15603,8;7857,9;5678,1;7074,7
Ленинградская область;3183,9;4521,8;4894,0;4190,4;3022,9;2554,2;3396,1
Мурманская область;203,6;201,9;747,6;427,9;354,1;390,7;351,9
Новгородская область;281,9;434,8;583,7;681,4;528,1;411,1;351,6
Псковская область;323,6;1069,7;971,2;771,1;474,1;313,4;297,6
г. Санкт-Петербург;9822,9;24108,0;34243,2;29309,0;19006,3;20142,2;21516,5
Южный            федеральный округ1);2552,5;6943,4;9096,7;8623,7;6075,9;5366,4;6700,3
Республика Адыгея;7,2;67,7;63,3;64,7;46,6;46,4;44,7
Республика Калмыкия;60,1;41,4;20,6;14,2;0,9;0,0;-
Республика Крым;;;;53,4;49,5;43,0;35,2
Краснодарский край;1252,3;3889,3;5104,3;4703,9;3596,3;3134,8;3920,0
Астраханская область;116,5;232,2;332,6;280,8;248,1;127,7;127,5
Волгоградская область;229,5;593,7;803,3;1441,3;786,0;439,7;512,1
Ростовская область;886,9;2119,1;2772,6;2118,8;1398,0;1544,4;2050,0
г. Севастополь;;;;85,8;30,1;30,3;10,8
Северо-Кавказский     федеральный округ;239,6;974,6;1660,3;1598,7;767,4;777,7;911,0
Республика Дагестан;27,7;149,6;478,1;341,4;144,8;102,9;103,8
Республика Ингушетия;19,2;6,2;15,3;14,8;10,4;17,8;8,9
Кабардино-Балкарская Республика;9,0;54,7;48,1;69,9;26,7;40,4;60,7
Карачаево-Черкесская Республика;10,9;113,7;469,2;428,9;131,3;113,8;159,3
Республика Северная Осетия – Алания;26,6;63,5;47,2;37,2;34,5;42,4;28,3
Чеченская Республика;0,0;2,0;22,3;33,1;13,4;37,0;43,1
Ставропольский край;146,2;584,9;580,2;673,3;406,3;423,4;506,8
Приволжский федеральный округ;3605,6;8638,9;15124,3;14508,4;9387,3;8843,7;11615,0
Республика Башкортостан;307,1;454,2;954,3;931,9;517,9;482,8;614,9
