Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
25. ВНЕШНЕЭКОНОМИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;;;;;;;
ВНЕШНЯЯ ТОРГОВЛЯ СО СТРАНАМИ СНГ;;;;;;;
22.2.2. Импорт;;;;;;;
"(в фактически действовавших ценах; миллионов долларов США)";;;;;;;
;2005;2010;2013;2014;2015;2016;2017
Российская Федерация;18996,0;31728,0;38988,0;33287,0;21210,0;19790,0;24856,1
Центральный     федеральный округ;5823,0;9870,4;22938,5;19599,5;11302,1;11485,9;14883,6
Белгородская область;1563,5;3499,4;3383,7;2164,3;1047,1;891,1;1007,6
Брянская область;514,8;406,0;769,5;628,9;328,1;385,9;527,4
Владимирская область;45,5;76,1;189,4;146,2;98,4;99,5;97,1
Воронежская область;129,2;474,7;530,2;430,6;254,1;215,6;264,1
Ивановская область;174,5;202,6;285,4;309,3;236,5;249,6;250,1
Калужская область;134,6;145,1;216,2;202,0;121,4;120,1;119,4
Костромская область;25,5;19,0;64,7;65,8;36,3;37,7;44,7
Курская область;209,7;348,1;461,9;308,7;179,5;149,4;198,8
Липецкая область;142,6;224,6;334,0;240,3;127,5;128,1;195,6
Московская область;543,0;958,7;2495,9;2323,3;1496,5;1598,5;2434,9
Орловская область;96,8;51,5;117,2;174,5;68,7;48,1;57,2
Рязанская область;33,2;37,0;90,6;69,6;38,3;37,2;41,0
Смоленская область;25,1;66,5;1232,9;1264,7;965,2;1017,9;1334,4
Тамбовская область;14,1;12,0;39,7;37,1;38,6;35,4;47,6
Тверская область;27,9;91,0;86,8;80,5;56,3;50,5;59,1
Тульская область;70,7;163,9;483,7;261,2;83,2;59,9;78,6
Ярославская область;47,4;57,6;148,4;85,1;44,0;38,1;51,3
г. Москва;2025,0;3036,5;12008,4;10807,5;6082,7;6323,2;8074,7
Северо-Западный    федеральный округ ;510,6;733,7;2727,6;2591,9;1812,8;1698,8;1981,7
Республика Карелия;2,8;7,4;50,3;41,1;10,4;22,4;13,0
Республика Коми;15,4;12,7;30,6;20,2;13,4;9,6;9,5
Архангельская область;14,6;9,6;39,1;64,5;25,2;21,8;25,4
в том числе: ;;;;;;;
Ненецкий автономный округ;-;-;-;0,0;0,0;-;-
Архангельская область без     автономного округа;14,6;9,6;39,1;64,5;25,2;21,8;25,4
Вологодская область;42,6;31,8;146,8;234,1;120,4;104,2;170,0
Калининградская область;92,1;179,4;435,1;292,0;108,8;130,1;133,5
Ленинградская область;22,3;57,7;172,3;175,6;128,6;127,3;189,5
Мурманская область;6,8;4,7;33,3;21,6;12,3;4,7;6,5
Новгородская область;17,4;9,9;126,8;87,4;95,3;26,3;37,8
Псковская область;3,8;4,3;87,6;94,5;56,4;59,3;61,7
г. Санкт-Петербург;292,7;416,1;1605,8;1561,0;1242,0;1193,1;1334,9
Южный            федеральный округ1);1681,3;2946,9;3175,3;2423,9;1403,3;1635,1;1799,4
Республика Адыгея;0,4;3,9;4,0;6,1;6,0;5,1;4,3
Республика Калмыкия;13,5;29,3;19,2;7,1;0,2;0,0;0,0
Республика Крым;;;;4,5;50,7;24,0;28,4
Краснодарский край;154,3;536,7;721,6;585,0;407,7;499,4;684,5
Астраханская область;35,6;78,1;176,9;217,0;16,4;230,0;32,1
Волгоградская область;316,9;360,4;430,0;320,3;250,0;231,1;206,5
