Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;;;
ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ;;;;;;;;;;
6.2.3 . Спортивные залы;;;;;;;;;;
;2005;2010;2012;2013;2014;2015;2016;2017;;
Российская Федерация;62314;72381;69583;70067;71798;72016;72122;72669;;
Центральный    федеральный округ;13713;15586;16140;16393;16686;16859;16889;16872;;
Белгородская область;754;800;782;808;821;819;818;821;;
Брянская область;650;682;692;681;682;675;663;652;;
Владимирская область;610;673;699;692;701;716;732;746;;
Воронежская область;961;1285;1244;1299;1413;1428;1320;1106;;
Ивановская область;387;407;499;502;515;518;519;521;;
Калужская область;515;530;568;572;586;592;624;624;;
Костромская область;351;358;350;367;365;380;384;404;;
Курская область;597;657;640;658;662;659;659;669;;
Липецкая область;557;569;584;590;596;602;604;612;;
Московская область;1627;1886;2024;2071;2122;2207;2248;2303;;
Орловская область;427;441;574;574;582;586;594;594;;
Рязанская область;471;499;496;500;503;516;527;594;;
Смоленская область;544;934;955;927;914;924;919;909;;
Тамбовская область;471;533;596;617;628;632;635;639;;
Тверская область;1067;1275;796;799;819;819;819;820;;
Тульская область;550;557;574;579;595;610;612;614;;
Ярославская область;497;577;594;595;593;559;558;560;;
г. Москва;2677;2923;3473;3562;3589;3617;3654;3684;;
Северо-Западный    федеральный округ;5836;6549;6104;6178;6189;6258;6420;6419;;
Республика Карелия;770;748;384;376;379;384;394;413;;
Республика Коми;536;719;656;650;616;585;578;526;;
Архангельская область;606;657;688;692;699;697;692;663;;
в том числе:;;;;;;;;;;
Ненецкий автономный округ;34;-;-;53;52;50;50;50;;
Архангельская область      без автономного округа;572;657;688;639;647;647;642;613;;
Вологодская область;536;658;660;659;661;648;639;661;;
Калинингpадская область;368;399;402;411;419;463;469;472;;
Ленинградская область;603;638;680;690;692;701;782;799;;
Мурманская область;389;537;365;371;371;366;378;384;;
Новгородская область;285;281;287;294;295;300;312;319;;
Псковская область;344;339;348;346;340;341;353;337;;
г. Санкт-Петербург;1399;1573;1634;1689;1717;1773;1823;1845;;
Южный         федеральный округ;4880;5567;5599;5695;6835;6840;6 827;6989;;
Республика Адыгея;172;203;171;178;179;185;190;190;;
Республика Калмыкия;190;190;181;181;184;185;186;187;;
Республика Крым;;;;;661;668;682;732;;
Краснодарский край;1603;2000;2066;2085;2129;2150;2159;2168;;
Астраханская область;415;389;414;416;474;476;480;489;;
Волгоградская область;992;1069;1049;1098;1186;1149;1166;1236;;
Ростовская область;1508;1716;1718;1737;1753;1765;1785;1819;;
г. Севастополь;;;;;269;262;179;168;;
Северо-Кавказский    федеральный округ;3426;3410;3646;3592;3640;3725;3834;3881;;
Республика Дагестан;1121;760;820;827;849;868;902;907;;
Республика Ингушетия;80;91;114;113;121;125;137;155;;
Кабардино-Балкарская  Республика;359;454;470;480;487;491;499;503;;
Карачаево-Черкесская    Республика;219;210;224;233;233;223;239;244;;
Республика Северная Осетия – Алания;349;386;406;418;428;430;436;449;;
Чеченская Республика;355;471;533;440;439;489;503;497;;
Ставропольский край;943;1038;1079;1081;1083;1099;1118;1126;;
Приволжский федеральный округ;15626;17884;16420;16400;16520;16339;16345;16577;;
Республика Башкортостан;2420;3367;2487;2470;2494;2507;2539;2615;;
Республика Марий Эл;360;400;383;387;389;387;388;388;;
Республика Мордовия;539;560;563;541;553;547;549;546;;
Республика Татарстан;1842;1935;1966;1979;1977;1993;1975;1979;;
Удмуртская Республика;733;1020;857;833;832;809;808;806;;
Чувашская Республика;682;714;725;726;736;745;753;758;;
Пермский край;1172;1528;1479;1444;1459;1250;1146;1154;;
Кировская область;1394;1287;850;846;858;849;832;825;;
Нижегородская область;1375;1497;1632;1653;1676;1673;1749;1818;;
Оренбургская область;1126;1173;1165;1180;1183;1183;1183;1195;;
Пензенская область;764;822;856;857;857;879;882;883;;
Самарская область;1328;1356;1405;1430;1446;1451;1477;1480;;
Саратовская область;1161;1457;1339;1340;1342;1348;1347;1390;;
Ульяновская область;730;768;713;714;718;718;717;740;;
Уральский     федеральный округ;6036;7314;7180;7178;7190;7280;7492;7559;;
Курганская область;645;746;735;738;740;744;744;748;;
Свердловская область;1998;2308;2339;2308;2310;2355;2491;2586;;
Тюменская область;1865;2454;2361;2383;2400;2417;2433;2401;;
в том числе:;;;;;;;;;;
Ханты-Мансийский   автономный округ – Югра;793;1036;897;901;907;915;923;894;;
