Уральский     федеральный округ;419;571;557;569;572;587;607;631;;;
Курганская область;5;5;8;8;9;10;10;11;;;
Свердловская область;196;262;264;268;266;268;267;273;;;
Тюменская область;132;191;202;207;218;226;232;247;;;
в том числе:;;;;;;;;;;;
Ханты-Мансийский   автономный округ – Югра;81;100;105;106;112;117;121;130;;;
Ямало-Ненецкий автономный округ;23;32;34;37;41;43;46;52;;;
Тюменская область    без автономных округов;28;59;63;64;65;66;65;65;;;
Челябинская область;86;113;83;86;79;83;98;100;;;
Сибирский     федеральный округ;444;545;598;615;634;642;630;642;;;
Республика Алтай;-;1;1;1;1;1;1;1;;;
Республика Бурятия;10;11;12;14;14;15;15;16;;;
Республика Тыва;6;6;3;3;2;3;3;3;;;
Республика Хакасия;31;27;27;27;28;28;28;29;;;
Алтайский край;25;51;67;73;75;64;63;66;;;
Забайкальский край;20;26;31;31;30;31;31;32;;;
Красноярский край;120;86;92;92;99;104;94;96;;;
Иркутская область;65;71;73;72;77;81;81;82;;;
Кемеровская область;38;111;120;127;129;132;127;123;;;
Новосибирская область;54;66;81;83;83;84;86;88;;;
Омская область;58;67;69;69;71;71;72;74;;;
Томская область;17;22;22;23;25;28;29;32;;;
Дальневосточный   федеральный округ;138;183;190;203;208;210;214;227;;;
Республика Саха (Якутия);29;50;51;51;51;51;51;51;;;
Камчатский край;5;5;5;7;7;7;7;7;;;
Приморский край;32;44;44;50;50;51;51;55;;;
Хабаровский край;40;46;51;57;62;63;64;66;;;
Амурская область;10;10;12;11;12;12;13;13;;;
Магаданская область;8;9;6;6;6;6;6;7;;;
Сахалинская область;9;12;15;13;12;12;14;19;;;
Еврейская автономная область;1;3;3;3;3;3;3;3;;;
Чукотский автономный округ;4;4;3;5;5;5;5;6;;;
