Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;
 3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ;;;;;;;;;;;;;;
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ;;;;;;;;;;;;;;
РЕАЛЬНЫЕ ДЕНЕЖНЫЕ ДОХОДЫ;;;;;;;;;;;;;;
3.1.2. Реальная начисленная заработная плата работников организаций1);;;;;;;;;;;;;;
(в процентах к предыдущему году);;;;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;;;
Российская Федерация;112,6;105,2;102,8;108,4;104,8;101,2;91,0;100,8;102,9;;;;;
Центральный федеральный округ;117,2;105,8;103,4;108,3;104,3;101,8;90,3;101,7;101,6;;;;;
Белгородская область;111,5;105,7;102,4;109,1;103,6;100,1;93,2;100,8;104,5;;;;;
Брянская область;110,9;103,2;103,4;113,0;106,6;100,9;89,0;98,5;103,2;;;;;
Владимирская область;112,3;103,6;103,2;107,1;106,3;98,4;91,0;99,2;103,6;;;;;
Воронежская область;109,6;105,6;103,6;117,1;104,2;101,0;89,1;99,1;102,8;;;;;
Ивановская область;113,2;106,0;99,3;111,9;104,0;99,6;87,9;97,6;102,1;;;;;
Калужская область;110,1;107,8;104,1;111,6;100,9;100,4;90,3;98,3;103,4;;;;;
Костромская область;113,5;100,9;100,8;108,0;105,5;101,0;90,1;98,5;103,1;;;;;
Курская область;100,4;104,8;107,1;108,9;107,6;100,5;89,8;98,4;103,8;;;;;
Липецкая область;112,3;104,7;102,7;109,1;102,3;100,1;92,1;100,4;105,1;;;;;
Московская область;113,2;101,8;104,4;108,3;103,4;99,3;91,1;96,3;105,7;;;;;
Орловская область;110,7;104,0;101,3;110,9;106,6;99,8;89,3;98,6;103,5;;;;;
Рязанская область;109,9;106,7;100,0;108,7;106,0;101,4;90,0;100,7;101,2;;;;;
Смоленская область;108,3;102,5;101,8;105,8;107,0;99,8;90,8;100,4;101,1;;;;;
Тамбовская область;108,3;102,9;105,3;112,5;105,0;99,9;90,9;97,9;102,9;;;;;
Тверская область;106,9;106,8;101,6;108,4;103,5;97,5;89,3;98,8;102,4;;;;;
Тульская область;108,8;101,1;101,3;110,6;106,9;103,6;91,3;99,7;104,1;;;;;
Ярославская область;104,9;103,6;102,8;107,0;104,7;101,3;89,8;98,7;104,0;;;;;
г. Москва;121,0;106,9;107,9;106,4;106,5;102,2;90,1;103,0;98,7;;;;;
Северо-Западный федеральный округ;111,5;105,4;101,1;107,6;105,0;100,8;91,7;101,2;104,1;;;;;
Республика Карелия;112,9;101,6;101,9;106,9;103,9;99,4;91,4;101,1;100,8;;;;;
Республика Коми;109,9;104,0;101,7;112,5;103,8;98,9;89,2;99,2;101,1;;;;;
Архангельская область;111,8;101,6;103,0;110,9;107,0;101,0;92,7;99,4;102,0;;;;;
в том числе:;;;;;;;;;;;;;;
Ненецкий автономный округ;104,2;102,2;99,2;111,9;101,4;99,4;94,4;92,0;101,6;;;;;
Архангельская область без автономного округа;;;;;107,6;101,0;92,4;100,0;102,5;;;;;
Вологодская область;112,4;105,6;99,8;106,9;104,4;98,3;89,0;99,8;104,9;;;;;
Калининградская область;108,4;109,3;100,1;103,2;109,0;97,4;90,8;97,1;100,4;;;;;
Ленинградская область;111,3;104,1;102,7;107,4;105,1;100,5;92,2;99,3;104,2;;;;;
Мурманская область;109,5;101,6;102,3;107,4;104,6;100,3;92,0;99,2;101,7;;;;;
Новгородская область;111,6;105,9;103,4;109,1;103,2;99,7;90,8;99,0;101,4;;;;;
Псковская область;113,0;107,5;100,1;110,2;100,6;98,2;87,8;97,1;101,7;;;;;
г. Санкт-Петербург;111,8;106,6;100,2;106,3;104,8;101,9;92,5;103,0;105,7;;;;;
Южный              федеральный округ;;103,3;101,9;109,4;106,3;99,8;90,8;100,0;102,6;;;;;
Республика Адыгея;107,1;103,3;102,6;111,2;107,8;100,8;91,8;97,7;101,7;;;;;
Республика Калмыкия;109,5;98,4;97,5;112,8;107,1;104,0;90,2;99,5;103,2;;;;;
Республика Крым;;;;;;;…;96,2;103,6;;;;;
Краснодарский край;109,2;101,9;103,4;110,5;105,1;98,1;89,9;100,3;101,5;;;;;
Астраханская область;108,5;101,9;102,6;109,5;109,6;100,7;89,9;101,4;104,5;;;;;
Волгоградская область;109,9;104,5;100,3;109,7;106,6;101,1;91,8;101,9;101,6;;;;;
Ростовская область;107,6;102,4;102,5;107,4;106,5;100,6;91,3;100,1;103,4;;;;;
г. Севастополь;;;;;;;…;101,1;108,1;;;;;
Северо-Кавказский федеральный округ;;101,6;101,4;115,0;108,8;101,6;89,1;98,9;102,5;;;;;
Республика Дагестан;108,9;101,5;98,4;115,0;116,4;102,5;90,1;101,0;103,3;;;;;
Республика Ингушетия;117,8;107,8;106,9;122,4;106,2;99,2;85,1;99,3;98,5;;;;;
