Архангельская область;73097,4;173328,3;209532,9;228826,1;258178,5;289569,4;317319,2;331374,1;;;;;;;;;
в том числе:;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;;;304101,3;354036,5;390785,1;435032,6;464865,3;474208,2;;;;;;;;;
Архангельская область без автономного округа;;;206136,4;224247,4;253248,6;284078,2;311651,0;325807,0;;;;;;;;;
Вологодская область;58473,1;127342,2;144544,5;170212,0;181832,9;198239,2;209979,1;213397,1;;;;;;;;;
Калинингpадская  область;60958,6;156925,1;176179,5;189901,8;201445,9;223029,8;240462,5;253752,5;;;;;;;;;
Ленинградская область;62563,2;151269,7;186759,7;204481,3;219586,8;237945,3;264810,2;292671,5;;;;;;;;;
Мурманская область;99497,5;223005,7;250233,2;280358,6;312920,6;339954,4;351823,8;362031,5;;;;;;;;;
Новгородская область;56879,8;151582,3;185875,9;205871,8;229540,3;253297,6;275121,7;283573,3;;;;;;;;;
Псковская область;61472,1;131378,8;156267,8;172712,3;189387,8;209072,6;223183,1;223710,6;;;;;;;;;
г. Санкт-Петербург;110049,4;252889,6;280351,4;311389,5;334351,9;356463,7;389112,5;419287,4;;;;;;;;;
Южный               федеральный округ;63707,8;161927,1;187876,9;213278,4;234143,4;258935,9;265963,4;277116,6;;;;;;;;;
Республика Адыгея;41993,9;122593,3;148517,9;181072,8;210527,5;228114,4;229571,5;245897,6;;;;;;;;;
Республика Калмыкия;32884,4;78641,6;101931,3;116760,6;127192,6;137577,4;143220,6;141026,5;;;;;;;;;
Республика Крым;;;;;;…;185858,1;190326,2;;;;;;;;;
Краснодарский край;67123,7;183223,8;210361,8;241774,0;263300,7;295346,5;319294,5;337222,5;;;;;;;;;
Астраханская область;55275,5;150001,2;171820,1;194780,3;215405,2;235345,9;247223,4;237607,2;;;;;;;;;
Волгоградская область;60698,6;145098,5;162809,4;177437,2;191824,2;206261,3;221442,1;225274,5;;;;;;;;;
Ростовская область;67756,7;158695,2;189130,8;213782,8;237046,8;261133,9;285499,6;293420,0;;;;;;;;;
г. Севастополь;;;;;;…;169039,8;247618,9;;;;;;;;;
Северо-Кавказский     федеральный округ;45876,7;128451,7;149496,3;171349,9;191232,9;207690,5;230319,9;226597,9;;;;;;;;;
Республика Дагестан;47776,6;154890,1;170963,3;192256,2;217173,6;235776,2;282707,0;281849,2;;;;;;;;;
Республика Ингушетия;16675,2;53477,1;70904,9;79020,0;86974,0;93871,6;95695,0;84388,3;;;;;;;;;
Кабардино-Балкарская Республика;49611,8;111985,3;130428,6;143056,7;159191,5;176404,3;195355,1;190314,7;;;;;;;;;
Карачаево-Черкесская Республика;44427,6;96716,6;108253,3;115992,2;124245,1;131963,7;136495,7;127044,7;;;;;;;;;
Республика Северная Осетия – Алания;48506,7;127222,1;154040,1;171733,2;189221,5;200855,7;217438,7;219278,0;;;;;;;;;
Чеченская Республика;13584,3;75381,0;94417,2;112146,6;136617,2;161592,2;184218,0;183491,4;;;;;;;;;
Ставропольский край;60378,1;147021,9;176141,4;209664,6;228270,4;242885,9;249101,8;242280,6;;;;;;;;;
Приволжский       федеральный округ;64058,8;154912,3;181576,2;202605,5;226056,4;245717,7;250872,4;257413,6;;;;;;;;;
Республика Башкортостан;71170,2;179844,7;208211,4;229996,2;257315,1;274394,6;282687,4;287556,8;;;;;;;;;
Республика Марий Эл;41031,7;109789,4;125932,2;138261,0;157424,9;174611,6;185591,7;186463,7;;;;;;;;;
Республика Мордовия;40261,1;102108,1;113672,8;124474,8;136570,9;148417,2;161059,5;170548,4;;;;;;;;;
Республика Татарстан;72638,7;187041,2;226150,1;261126,3;287440,3;306501,1;308159,7;319832,9;;;;;;;;;
Удмуртская Республика;48475,5;128480,8;151801,0;170569,9;190059,4;208657,2;218065,4;224107,9;;;;;;;;;
Чувашская Республика;44918,8;113142,7;133360,3;145716,9;162469,3;173745,5;182648,4;186627,1;;;;;;;;;
Пермский край;75651,3;183758,3;215413,7;232632,7;262055,9;282184,7;277710,3;282414,6;;;;;;;;;
Кировская область;48870,3;120941,1;145029,4;164657,8;183428,1;199943,9;212318,0;216559,6;;;;;;;;;
Нижегородская область;62395,3;158959,6;189958,7;218727,9;244891,9;275080,9;280949,3;290961,9;;;;;;;;;
Оренбургская область;49402,1;132127,0;154807,9;174271,5;195638,1;217246,2;221709,5;224369,0;;;;;;;;;
Пензенская область;45368,4;127269,3;151199,7;164711,8;186357,1;203311,4;218024,8;230997,3;;;;;;;;;
Самарская область;101945,0;191966,9;216074,6;230745,4;255742,3;281773,1;275786,0;281736,8;;;;;;;;;
Саратовская область;53733,2;117460,4;137792,3;155470,6;172879,2;184987,6;194903,4;197154,9;;;;;;;;;
Ульяновская область;51141,6;125126,2;142858,8;162541,1;181954,7;198712,3;206547,5;212113,4;;;;;;;;;
Уральский     федеральный округ;88317,3;203281,6;239311,2;265237,5;293572,5;308329,9;319414,0;322264,1;;;;;;;;;
Курганская область;52051,5;128431,8;146020,4;162908,8;178348,8;186527,6;197045,5;201658,6;;;;;;;;;
Свердловская область;84492,6;217589,4;259733,4;288482,3;322132,0;337979,9;356128,0;365527,0;;;;;;;;;
Тюменская область;127509,3;248318,8;291436,9;322985,6;358304,5;374361,4;387763,1;390447,0;;;;;;;;;
в том числе:;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный   округ – Югра;;;306719,5;334878,9;370632,2;385040,0;394920,6;397076,8;;;;;;;;;
Ямало-Ненецкий автономный округ;;;372069,4;403066,1;434877,8;449626,5;471011,8;459714,8;;;;;;;;;
Тюменская область без автономных округов;;;242287,8;277931,3;314640,5;333662,1;348718,7;357770,3;;;;;;;;;
Челябинская область;66493,5;161329,0;186813,6;204852,1;221842,3;234727,9;233320,7;227486,1;;;;;;;;;
Сибирский   федеральный округ;69650,9;147795,1;172681,8;195179,5;213306,6;223571,0;230684,9;236383,1;;;;;;;;;
Республика Алтай;49009,6;120234,6;138334,8;146821,9;171716,3;185370,0;194517,5;195377,9;;;;;;;;;
Республика Бурятия;63063,6;139336,2;166274,7;191549,2;214451,2;226189,7;256005,4;259596,3;;;;;;;;;
Республика Тыва;42161,0;88176,7;98876,8;107416,3;114506,8;128130,4;139145,5;144720,4;;;;;;;;;
Республика Хакасия;46834,6;116254,2;146077,7;172567,6;188460,0;202866,0;223943,6;230319,7;;;;;;;;;
Алтайский край;54776,4;119552,6;143622,1;165012,9;180652,6;196411,6;207389,3;212338,7;;;;;;;;;
Забайкальский край;60418,8;140454,0;166300,5;185348,3;198789,6;213307,6;228237,1;239616,1;;;;;;;;;
Красноярский край;78279,6;180098,8;205416,6;238457,5;259678,3;270374,0;271772,1;284721,7;;;;;;;;;
Иркутская область;68095,4;136382,9;154960,3;173605,5;187803,9;199133,1;201905,4;212390,6;;;;;;;;;
Кемеровская область;74172,3;143554,6;164726,6;185449,5;198219,2;198298,2;205103,5;205891,9;;;;;;;;;
Новосибирская область;84806,7;178623,6;213965,6;236033,4;257349,5;265662,8;266625,2;271003,1;;;;;;;;;
Омская область;66535,2;146795,7;177127,5;198527,3;221793,8;236652,8;235874,6;231634,4;;;;;;;;;
Томская область;80638,8;141604,7;153981,6;171917,0;194606,9;200966,5;217367,1;224443,1;;;;;;;;;
Дальневосточный федеральный округ;86601,7;197760,2;224573,4;249743,9;281664,8;308886,2;336036,5;351181,2;;;;;;;;;
Республика Саха (Якутия);113445,4;229733,2;254182,5;279348,9;314186,9;348664,7;379690,6;399445,9;;;;;;;;;
Камчатский край;93286,0;235815,7;268423,0;287221,6;310374,0;332861,9;355273,1;375553,1;;;;;;;;;
Приморский край;72694,5;158330,1;179329,5;204890,7;232679,3;255561,4;284239,7;291820,5;;;;;;;;;
Хабаровский край;92308,0;213112,3;238112,2;262832,6;296151,2;325397,7;355582,0;379685,3;;;;;;;;;
Амурская область;63172,9;146667,3;181860,5;214215,1;251424,7;271940,0;281198,2;292477,3;;;;;;;;;
Магаданская область;93906,7;229756,0;268700,2;316459,7;362506,6;390570,3;413510,4;432804,3;;;;;;;;;
Сахалинская область;108885,5;305303,9;346824,6;362641,4;402123,6;441595,8;485544,6;500508,9;;;;;;;;;
Еврейская автономная область;68993,6;152941,4;165910,3;179689,2;194524,9;210246,3;235583,3;240347,1;;;;;;;;;
Чукотский автономный округ;141512,3;304087,6;338089,5;343318,0;351422,2;406616,3;390408,1;411837,0;;;;;;;;;
