Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
 1. НАСЕЛЕНИЕ;;;;;;;;;
КОЭФФИЦИЕНТЫ ДЕМОГРАФИЧЕСКОЙ НАГРУЗКИ;;;;;;;;;
 1.7.3. Старше трудоспособного возраста;;;;;;;;;
"(оценка на конец года; на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов)";;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017
Российская Федерация;326;362;372;384;397;412;427;441;454
Центральный      федеральный округ;375;404;415;425;437;450;465;479;492
Белгородская область;370;396;407;419;434;450;468;484;500
Брянская область;380;403;415;429;443;459;476;490;506
Владимирская область;396;434;448;463;478;496;513;528;544
Воронежская область;415;435;444;455;467;480;495;508;521
Ивановская область;408;437;448;460;473;487;504;516;530
Калужская область;379;413;425;439;454;465;484;496;513
Костромская область;372;410;424;439;455;473;492;510;528
Курская область;402;430;442;454;468;483;498;511;530
Липецкая область;384;415;428;442;456;473;491;506;524
Московская область;367;383;387;391;398;406;417;425;433
Орловская область;394;429;443;457;473;489;507;523;541
Рязанская область;430;461;473;485;500;516;533;546;561
Смоленская область;370;404;415;429;446;460;478;495;509
Тамбовская область;415;450;462;474;488;502;525;542;560
Тверская область;424;449;461;473;487;503;520;535;550
Тульская область;438;470;481;495;509;523;537;549;561
Ярославская область;400;444;454;466;477;490;504;516;528
г. Москва;334;374;386;398;410;424;441;457;471
Северо-Западный   федеральный округ;336;381;392;403;414;428;446;459;471
Республика Карелия;309;375;391;407;425;444;464;482;498
Республика Коми;219;274;289;305;322;340;359;377;395
Архангельская область;295;357;373;391;409;429;449;468;485
в том числе:;;;;;;;;;
Ненецкий автономный округ;181;229;240;252;262;275;290;308;325
Архангельская область    без автономного округа;261;361;378;397;415;435;456;474;491
Вологодская область;332;372;386;401;417;435;455;471;487
Калининградская область;311;354;367;379;391;406;421;434;445
Ленинградская область;359;401;412;423;435;450;470;482;491
Мурманская область;221;283;294;307;322;337;351;364;375
Новгородская область;399;441;456;474;492;509;528;545;563
Псковская область;410;448;462;477;493;509;528;540;555
г. Санкт-Петербург;376;408;414;419;421;432;447;458;467
Южный           федеральный округ;360;391;400;412;423;443;458;470;482
Республика Адыгея;373;396;403;411;421;430;444;455;468
Республика Калмыкия;225;256;271;288;306;327;350;372;395
Республика Крым;;;;;;481;494;508;521
Краснодарский край;370;400;407;416;425;439;452;463;474
Астраханская область;317;343;352;366;378;390;408;422;436
Волгоградская область;362;398;410;423;437;452;468;481;495
Ростовская область;367;397;407;418;432;445;460;473;486
г. Севастополь;;;;;;480;479;479;484
Северо-Кавказский    федеральный округ;239;248;254;261;270;278;290;299;310
Республика Дагестан;171;173;178;184;191;198;210;218;229
Республика Ингушетия ;128;146;152;160;168;178;193;204;216
Кабардино-Балкарская    Республика;251;266;273;284;294;307;322;334;349
Карачаево-Черкесская Республика;280;293;303;314;328;341;358;372;387
Республика Северная Осетия - Алания;331;347;354;363;373;382;395;406;416
Чеченская Республика;128;139;144;150;157;164;172;179;187
Ставропольский край;332;352;360;370;381;393;408;419;432
Приволжский    федеральный округ;332;370;382;396;410;426;444;460;476
Республика Башкортостан;303;327;339;352;364;380;398;414;431
Республика Марий Эл;287;329;345;363;382;403;425;445;466
Республика Мордовия;345;378;391;407;424;441;456;469;484
Республика Татарстан;317;347;358;370;382;397;413;428;444
Удмуртская Республика;280;330;345;362;379;398;418;436;454
Чувашская Республика;312;342;354;368;382;399;417;431;449
Пермский край;308;358;370;382;395;409;425;438;452
Кировская область;349;406;424;444;465;489;513;534;555
Нижегородская область ;384;414;424;436;449;464;481;495;509
Оренбургская область;310;349;361;375;390;408;426;443;461
Пензенская область;385;429;443;458;475;492;511;527;544
Самарская область;343;389;401;415;429;443;461;475;490
Саратовская область;365;405;417;428;441;455;470;484;498
Ульяновская область;346;394;409;427;445;465;486;507;529
Уральский   федеральный округ;282;327;337;349;362;377;392;406;420
Курганская область;357;417;439;462;482;503;526;546;566
Свердловская область ;328;377;388;401;415;430;445;459;472
Тюменская область;160;202;210;221;233;247;263;278;293
в том числе:;;;;;;;;;
Ханты-Мансийский   автономный округ - Югра;108;155;164;175;188;203;221;237;255
Ямало-Ненецкий    автономный округ;76;113;116;119;127;137;151;166;180
Тюменская область    без автономных округов;261;300;311;321;333;347;360;372;384
Челябинская область;331;376;388;400;413;427;443;456;469
Сибирский       федеральный округ;287;330;342;355;369;384;400;414;428
Республика Алтай;214;249;261;274;288;303;317;332;346
Республика Бурятия;233;271;282;295;309;322;337;351;364
Республика Тыва;151;165;170;175;182;189;197;204;212
Республика Хакасия;271;320;335;351;367;383;400;414;429
Алтайский край;322;377;394;411;430;449;470;489;507
Забайкальский край;239;276;287;298;312;325;338;351;361
Красноярский край;271;315;325;336;348;362;376;389;402
Иркутская область;274;320;332;345;358;372;387;400;412
Кемеровская область;311;356;370;386;402;419;438;453;468
Новосибирская область ;322;359;368;379;390;404;420;432;445
Омская область;300;338;351;365;380;395;414;432;451
Томская область;270;310;319;330;342;355;370;382;394
Дальневосточный    федеральный округ;248;302;314;325;338;351;365;377;387
Республика Саха (Якутия);160;201;212;223;236;249;264;279;293
Камчатский край;203;266;276;284;294;308;320;332;340
Приморский край;289;343;353;365;379;393;407;418;429
Хабаровский край ;273;327;336;345;355;366;377;386;394
Амурская область;260;314;328;341;356;369;384;396;405
Магаданская область;179;254;269;284;301;318;332;345;358
Сахалинская область;237;310;324;339;354;372;389;401;409
Еврейская автономная область;257;312;326;340;356;371;386;398;410
Чукотский автономный округ;101;154;161;171;181;193;206;220;236
;;;;;;;;;
