Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
 1. НАСЕЛЕНИЕ;;;;;;;;;
1.18. ОБЩИЕ КОЭФФИЦИЕНТЫ РАЗВОДИМОСТИ на 1000 человек населения;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017
Российская Федерация;4,2;4,5;4,7;4,5;4,7;4,7;4,2;4,1;4,2
Центральный        федеральный округ;4,3;4,4;4,5;4,3;4,5;4,6;4,1;4,1;4,2
Белгородская область;4,0;4,3;4,5;4,5;5,0;5,0;4,4;4,4;4,4
Брянская область;4,3;4,9;5,2;5,3;4,7;5,8;4,8;4,7;4,5
Владимирская область;4,1;4,4;4,7;4,5;4,9;4,8;4,2;4,0;4,2
Воронежская область;4,4;4,7;5,0;4,7;5,0;4,8;4,1;4,1;4,1
Ивановская область;4,2;4,2;4,5;4,4;4,7;4,8;4,1;4,1;4,0
Калужская область;4,4;4,7;5,0;4,9;4,4;5,0;4,4;4,5;4,6
Костромская область;3,9;4,5;4,7;4,8;5,1;5,2;4,3;4,2;4,3
Курская область;4,6;4,7;5,2;5,0;4,2;5,2;4,5;4,4;4,4
Липецкая область;4,7;4,4;4,7;4,4;4,9;4,9;4,3;4,2;4,3
Московская область;4,8;4,8;4,9;4,6;5,0;5,0;4,6;4,6;4,7
Орловская область;3,8;4,6;4,8;4,8;4,3;5,2;4,5;4,3;4,4
Рязанская область;4,1;4,6;4,5;4,5;4,9;4,8;4,4;4,3;4,5
Смоленская область;4,7;5,1;5,2;5,1;5,3;5,4;4,7;4,5;4,5
Тамбовская область;3,7;4,2;4,2;4,2;4,7;4,6;4,1;3,9;4,0
Тверская область;4,2;4,8;4,9;4,8;4,8;5,0;4,4;4,2;4,4
Тульская область;4,5;4,7;4,7;4,5;5,0;5,0;4,1;4,1;4,2
Ярославская область;4,1;4,5;4,8;4,7;5,1;5,0;4,3;4,1;4,1
г. Москва;4,0;3,9;3,8;3,6;3,8;3,7;3,6;3,5;3,6
Северо-Западный федеральный округ;4,7;4,9;5,1;5,0;5,2;5,2;4,6;4,6;4,6
Республика Карелия;4,5;4,7;5,1;4,7;5,3;5,2;4,3;4,5;4,4
Республика Коми;4,6;5,1;5,4;5,3;5,6;5,6;4,8;4,8;5,0
Архангельская область;4,0;4,7;5,2;4,9;5,4;5,3;4,3;4,3;4,3
в том числе:;;;;;;;;;
Ненецкий автономный округ;3,6;5,2;5,3;4,6;5,6;5,3;4,0;4,2;3,1
Архангельская область    без автономного округа;4,1;4,7;5,2;4,9;5,4;5,3;4,4;4,3;4,3
Вологодская область;4,6;4,2;4,4;4,6;4,5;4,7;3,7;3,9;4,0
Калининградская область;4,5;5,3;5,7;5,5;6,0;5,7;5,4;5,3;5,1
Ленинградская область;4,5;4,6;4,7;4,5;4,8;4,6;4,1;4,1;4,1
Мурманская область;6,6;6,3;6,4;6,1;6,3;6,2;5,4;5,5;5,3
Новгородская область;4,2;4,7;4,8;4,9;4,5;5,0;4,5;4,5;4,6
Псковская область;3,7;4,4;4,8;4,7;5,0;4,8;4,2;4,3;4,4
г. Санкт-Петербург;4,8;5,1;5,2;4,9;5,2;5,2;4,7;4,8;4,7
Южный              федеральный округ;4,2;4,5;4,7;4,4;4,7;4,6;4,2;4,2;4,2
Республика Адыгея;3,5;3,9;4,2;4,0;4,3;4,1;3,5;3,6;3,6
Республика Калмыкия;3,2;3,7;4,4;4,1;4,5;4,5;3,7;3,8;3,6
Республика Крым;;;;;;2,7;3,0;3,3;3,5
Краснодарский край;4,3;4,5;4,7;4,6;5,0;5,0;4,6;4,6;4,5
Астраханская область;4,1;5,0;5,2;4,9;5,2;5,1;4,3;4,2;4,1
Волгоградская область;4,0;4,2;4,6;4,4;4,8;4,7;4,1;4,1;4,1
Ростовская область;4,2;4,7;4,8;3,9;4,2;4,8;4,3;4,3;4,3
г. Севастополь;;;;;;2,8;4,0;4,5;4,5
Северо-Кавказский    федеральный округ;2,0;2,5;2,6;2,5;2,5;2,5;2,3;2,3;2,3
Республика Дагестан;1,1;1,5;1,6;1,6;1,7;1,7;1,6;1,6;1,5
Республика Ингушетия ;0,5;0,9;0,9;0,9;1,0;0,9;0,8;0,9;0,8
Кабардино-Балкарская Республика;2,4;2,7;3,0;3,0;2,5;2,5;2,5;2,8;2,8
Карачаево-Черкесская Республика;2,4;3,1;3,6;3,5;2,9;3,5;3,4;3,1;3,0
Республика Северная Осетия - Алания;2,2;2,6;2,7;2,8;2,5;2,8;2,6;2,6;2,6
Чеченская Республика ;0,3;1,0;1,0;0,9;1,0;0,9;0,8;0,9;0,8
Ставропольский край;3,6;4,4;4,3;4,1;4,3;4,3;3,9;3,8;3,7
Приволжский      федеральный округ;3,9;4,2;4,4;4,3;4,3;4,6;3,9;3,9;3,9
Республика Башкортостан;3,5;4,1;4,4;4,4;4,5;4,5;3,9;3,8;3,8
Республика Марий Эл;3,2;3,9;4,1;4,0;4,3;4,5;3,7;3,7;3,6
Республика Мордовия;3,5;3,6;3,7;3,8;4,2;3,9;3,3;3,3;3,3
Республика Татарстан;3,8;3,7;3,9;3,3;3,6;3,9;3,5;3,5;3,5
Удмуртская Республика;3,1;3,7;3,8;3,7;4,0;4,3;3,5;3,5;3,5
