Архангельская область;11,4;8,2;4,9;6,0;4,8;5,2;5,2
в том числе: ;;;;;;;
Ненецкий автономный округ;0,2;-;-;-;-;-;-
Архангельская область без автономного округа;;;4,9;6,0;4,8;5,2;5,2
Вологодская область;11,9;9,1;6,3;5,5;4,8;4,9;4,9
Калининградская область;10,2;7,8;6,6;7,1;6,6;6,3;6,3
Ленинградская область;5,6;3,1;2,0;2,0;1,8;1,8;1,8
Мурманская область;8,8;6,2;3,6;3,2;2,1;2,1;2,1
Новгородская область;5,8;4,1;2,6;2,5;2,3;2,1;2,1
Псковская область;5,6;5,9;3,7;3,3;3,4;2,9;2,9
г. Санкт-Петербург;100,6;90,5;78,3;86,0;86,2;88,6;88,6
Южный          федеральный округ;130,2;117,0;123,2;120,6;114,6;110,3;110,3
Республика Адыгея;3,4;3,8;3,1;3,0;3,3;3,6;3,6
Республика Калмыкия;2,4;2,8;2,1;2,1;2,1;2,2;2,2
Республика Крым;…;…;18,5;12,5;11,7;10,2;10,2
Краснодарский край;40,8;36,4;31,0;33,3;31,7;30,3;30,3
Астраханская область;9,0;8,9;8,8;9,8;8,4;8,2;8,2
Волгоградская область;26,3;22,4;18,6;18,2;17,4;16,6;16,6
Ростовская область;48,4;42,8;35,7;37,6;36,0;35,7;35,7
г. Севастополь;…;…;5,5;4,1;4,1;3,6;3,6
Северо-Кавказский федеральный округ;80,6;69,7;57,4;57,4;55,2;54,9;54,9
Республика Дагестан;24,7;20,3;14,7;13,3;13,9;13,4;13,4
Республика Ингушетия ;2,0;1,5;1,9;1,7;1,9;2,0;2,0
Кабардино-Балкарская Республика;6,0;4,7;3,9;3,9;3,8;3,9;3,9
Карачаево-Черкесская Республика;3,5;3,8;2,7;3,2;2,4;2,7;2,7
Республика Северная Осетия - Алания;7,4;5,8;6,1;6,2;5,8;5,7;5,7
Чеченская Республика ;5,7;5,8;7,7;7,3;8,2;8,3;8,3
Ставропольский край;31,2;27,8;20,4;21,7;19,1;19,0;19,0
Приволжский       федеральный округ;329,1;280,3;234,0;245,3;230,9;228,0;228,0
Республика Башкортостан;36,6;35,5;27,7;29,9;27,9;28,1;28,1
Республика Марий Эл;6,6;6,5;4,9;5,2;5,5;5,8;5,8
Республика Мордовия;9,3;7,8;6,9;7,6;7,1;7,0;7,0
Республика Татарстан;51,0;43,9;40,6;44,1;39,7;41,2;41,2
Удмуртская Республика;16,7;16,8;13,8;15,0;15,1;14,0;14,0
Чувашская Республика;17,6;11,7;9,9;9,4;8,8;8,6;8,6
Пермский край;23,3;22,3;17,1;16,1;15,5;14,5;14,5
Кировская область;14,5;10,5;8,4;9,3;8,7;8,5;8,5
Нижегородская область ;41,5;31,8;25,3;24,4;23,6;24,2;24,2
Оренбургская область;19,5;17,0;12,9;12,3;12,6;11,8;11,8
Пензенская область;12,1;11,4;8,8;9,6;8,8;8,7;8,7
Самарская область;40,2;30,9;27,1;29,9;28,4;26,2;26,2
Саратовская область;26,7;21,9;21,1;22,3;20,0;20,3;20,3
Ульяновская область;13,4;12,3;9,5;10,1;9,1;9,3;9,3
Уральский             федеральный округ;132,1;114,7;95,3;90,5;88,6;86,1;86,1
Курганская область;8,3;8,1;4,5;4,5;4,1;4,6;4,6
Свердловская область ;48,8;38,8;37,2;34,1;34,6;34,4;34,4
Тюменская область;37,6;32,1;25,9;24,8;22,8;21,2;21,2
в том числе:;;;;;;;
Ханты-Мансийский автономный округ – Югра;13,8;10,0;8,0;7,0;6,8;6,0;6,0
Ямало-Ненецкий автономный округ;3,8;2,8;1,2;0,7;0,3;0,2;0,2
Тюменская область без автономных округов;;;16,7;17,0;15,7;15,0;15,0
Челябинская область;37,4;35,7;27,6;27,2;27,2;25,8;25,8
Сибирский             федеральный округ;219,0;191,5;160,2;160,7;150,1;148,2;148,2
Республика Алтай;1,2;1,2;0,8;0,9;0,8;0,8;0,8
Республика Бурятия;7,7;11,9;7,0;6,8;5,5;5,8;5,8
Республика Тыва;1,4;1,5;1,4;1,7;1,0;1,5;1,5
Республика Хакасия;5,0;3,3;2,1;2,4;2,4;2,3;2,3
Алтайский край;21,8;17,9;14,5;14,1;13,0;13,8;13,8
Забайкальский край;9,4;9,7;6,8;5,9;6,0;5,9;5,9
Красноярский край;30,6;28,1;22,6;21,7;22,0;20,1;20,1
Иркутская область;31,7;25,3;21,1;19,7;18,1;18,1;18,1
Кемеровская область;26,4;19,5;14,1;14,0;13,0;13,4;13,4
Новосибирская область ;42,5;31,3;28,1;29,3;28,8;27,9;27,9
Омская область;23,4;23,9;23,8;25,5;23,3;21,9;21,9
Томская область;17,9;17,9;17,9;18,6;16,3;16,7;16,7
Дальневосточный федеральный округ;75,3;61,8;44,8;43,6;41,0;40,7;40,7
Республика Саха (Якутия);10,3;9,7;6,5;7,0;6,8;6,4;6,4
Камчатский край;3,6;3,4;1,6;1,4;1,3;1,4;1,4
Приморский край;23,9;17,1;13,9;14,3;13,7;13,0;13,0
Хабаровский край ;21,7;18,1;13,6;12,5;12,1;12,8;12,8
Амурская область;7,7;6,6;4,9;4,5;4,1;4,0;4,0
Магаданская область;2,9;1,8;1,0;0,9;0,8;0,8;0,8
Сахалинская область;3,4;3,1;2,3;2,3;1,7;1,7;1,7
Еврейская автономная область;1,8;2,0;0,8;0,6;0,4;0,5;0,5
Чукотский автономный округ;-;-;0,1;0,1;-;0,0;0,0
