Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;
23. ФИНАНСЫ;;;;;;;;;;;;;
20.21. ЧИСЛЕННОСТЬ РАБОТНИКОВ, ПЕРЕД КОТОРЫМИ ОРГАНИЗАЦИЯ ИМЕЕТ ПРОСРОЧЕННУЮ ЗАДОЛЖЕННОСТЬ ПО ЗАРАБОТНОЙ ПЛАТЕ;;;;;;;;;;;;;
"(на конец года; тысяч человек)";;;;;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;;;;
Российская Федерация;821,0;111,0;69,0;53,0;54,3;48,9;65,9;49,1;39,9;;;;
Центральный      федеральный округ;162,0;28,0;9,0;10,0;7,9;10,8;8,2;4,1;6,2;;;;
Белгородская область;3,0;1,0;1,0;0,6;0,2;0,2;0,1;0,0;0,0;;;;
Брянская область;24,0;1,0;0,4;0,1;0,6;1,7;0,1;0,5;0,4;;;;
Владимирская область;11,0;1,0;1,0;0,2;0,4;0,1;-;-;-;;;;
Воронежская область;10,0;1,0;0,0;1,0;0,1;-;0,1;0,0;0,2;;;;
Ивановская область;8,0;1,0;-;0,1;-;2,1;1,2;0,1;1,0;;;;
Калужская область;3,0;1,0;0,5;0,7;0,9;1,0;1,3;0,4;0,7;;;;
Костромская область;7,0;2,0;1,0;0,2;0,1;0,6;0,4;-;0,1;;;;
Курская область;8,0;2,0;1,0;0,4;0,2;0,2;-;-;-;;;;
Липецкая область;4,0;0,2;-;-;0,2;0,5;0,2;0,0;0,0;;;;
Московская область;6,0;0,4;2,0;2,0;0,9;0,1;0,1;0,4;0,8;;;;
Орловская область;15,0;1,0;0,0;0,2;0,4;0,1;0,6;0,5;0,5;;;;
Рязанская область;7,0;1,0;0,1;0,1;0,2;0,1;0,1;0,2;0,1;;;;
Смоленская область;4,0;1,0;1,0;0,3;0,3;0,5;0,4;0,7;0,6;;;;
Тамбовская область;8,0;-;-;-;0,1;-;0,0;0,0;0,2;;;;
Тверская область;13,0;1,0;0,4;-;1,1;1,4;0,9;0,3;0,7;;;;
Тульская область;20,0;5,0;1,0;0,4;0,2;0,2;0,4;0,4;0,0;;;;
Ярославская область;6,0;1,0;1,0;1,0;0,8;1,9;1,2;0,4;0,1;;;;
г. Москва;4,0;8,0;1,0;3,0;1,2;0,2;1,2;0,4;0,9;;;;
Северо-Западный     федеральный округ;38,0;11,0;9,0;5,0;8,9;7,7;15,9;8,0;7,9;;;;
Республика Карелия;9,0;1,0;0,5;0,7;1,1;0,9;1,2;1,5;2,2;;;;
Республика Коми;2,0;0,1;0,3;0,3;0,2;0,2;1,0;0,6;0,9;;;;
Архангельская область;7,0;1,0;1,0;2,0;1,7;1,7;1,6;0,6;0,7;;;;
в том числе: ;;;;;;;;;;;;;
Ненецкий автономный округ;0,5;0,0;-;-;-;-;0,0;0,1;0,1;;;;
Архангельская область    без автономного округа;7,0;1,0;1,0;2,0;1,7;1,7;1,5;0,5;0,6;;;;
Вологодская область;4,0;1,0;0,4;0,5;3,9;2,0;2,1;1,2;0,0;;;;
Калининградская область;1,0;2,0;2,0;0,2;0,1;0,1;0,0;0,3;0,0;;;;
Ленинградская область;3,0;-;0,2;0,0;0,6;0,4;0,8;0,3;0,7;;;;
Мурманская область;5,0;1,0;1,0;0,6;0,6;1,4;1,6;1,2;0,9;;;;
Новгородская область;2,0;2,0;2,0;-;-;-;0,6;0,6;0,0;;;;
Псковская область;4,0;1,0;1,0;0,7;0,4;0,8;0,5;0,2;0,4;;;;
г. Санкт-Петербург;0,4;1,0;1,0;0,2;0,3;0,3;6,6;1,4;1,9;;;;
