PER;Перевозки грузов всеми видами транспорта, млн.т;22
OB;Грузооборот всех видов транспорта, млрд.т-км;22
PAS;Перевозки пассажиров всеми видами транспорта общего пользования, млн. чел.;22
POB;Пассажирооборот всех видов транспорта общего пользования, млрд. пасс-км;22
OTP;Отправление грузов ж/д транспортом общего пользования, млн.т;21
OTA;Перевозки грузов автомобильным транспортом организаций, млн.т;21
