;1990;2000;2005;2006;2007;2008;2009;2010;2011;2012
RU;15347;5878,4;6684,6;6753,3;6861,4;6893,1;5240,5;5236,4;5663,1;5841,6
RU-FOCE;2617,2;695,3;471,6;465,1;460,3;442,6;389,1;418,7;457,9;475,9
RU-BEL;245,4;94,9;51,7;40,8;38,8;37,8;35,7;36,9;40,7;41,9
RU-BRY;125,4;21,9;15,1;11,9;12;10;7,6;7,8;8,6;8,5
RU-VLA;113,4;30,1;18,9;17,3;15,1;15,6;11,5;9,7;9,6;9,2
RU-VOR;189,9;54,5;37,1;35,8;36,6;43,7;39,2;31,7;33,7;31,3
RU-IVA;76,8;16,3;13,1;12;7,4;6,4;5,3;5,4;5,1;5,7
RU-KLU;70,5;29,6;14,5;12,2;7,3;7,1;8,6;7;7,7;8,9
RU-KOS;77,5;23,3;14,2;12,8;11,4;8,1;6,9;6;5,8;5,4
RU-KRS;127,3;29,5;16,3;16,1;16,3;17;15,1;14,5;18,5;19,2
RU-LIP;145,8;70,1;40,3;36,6;36,9;33,9;31;29,4;30,9;32,2
RU-MOS;418,5;118,1;69,2;67,7;72,7;77,3;72;84,5;110,7;119,9
RU-ORL;77,3;25,8;17,3;14,2;16,7;14,6;9,8;9,8;10;12,1
RU-RYA;125;28,1;13,6;12,5;13,6;11,3;8,9;7,5;8,2;8,6
RU-SMO;126,5;16,2;11,4;8,6;8,2;9,1;6,9;8,4;8,5;8,8
RU-TAM;92,5;12,2;11,3;10,4;10,5;10,4;9,3;7,2;9,8;10,4
RU-TVE;140;22,2;16,1;17,3;21,1;18,7;16,4;21,4;23,9;28,5
RU-TUL;150,1;28,2;17,2;16;17,2;12,8;12,5;10,4;11,1;11,1
RU-YAR;98;24,2;23,3;24,6;24,4;22,5;17,6;15,9;18,5;27,3
RU-MOW;217,3;50,1;71;98,3;94,1;86,3;74,9;105,1;96,6;86,9
RU-FOSZ;1595,3;358,5;282,2;292,3;241,5;241,3;205,5;203,4;214,1;247,1
RU-KR;189,9;96;25,9;27,1;21,9;21,2;18,6;13,5;14,4;34,8
RU-KO;160,8;45,2;39,6;34,1;33,9;33,5;29,7;26;28,2;33,5
RU-ARK;125,2;30,5;33,9;43,2;37,3;37,2;29;35,1;39,1;40,5
RU-NEN;1,7;0,8;1;1,9;1,6;1,5;1;1,3;1,5;1,5
RU-VLG;135,8;63,7;47,7;47,1;39,2;40,4;37,3;37,2;38,5;37,3
RU-KGD;32,1;6,5;7;6,8;6,9;9,3;6,9;6,7;6,6;7,4
RU-LEN;145,7;44;53,9;64,1;34,2;27,2;28,6;30,2;27,7;29,6
