Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
12. ПРЕДПРИЯТИЯ И ОРГАНИЗАЦИИ;;;;;;;;;;;;;;;;;;;
ФИНАНСОВЫЕ РЕЗУЛЬТАТЫ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ ;;;;;;;;;;;;;;;;;;;
 12.8. ДЕБИТОРСКАЯ ЗАДОЛЖЕННОСТЬ ОРГАНИЗАЦИЙ1);;;;;;;;;;;;;;;;;;;
12.8.1.  Всего;;;;;;;;;;;;;;;;;;;
"(на конец года; миллионов рублей)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;2450755;3211030;3663343;4145349;5182748;6341634;7871212;11061130;13783072;15441535;18003884;21796875;22866854;26263685;31013596;35736421;37053181;40257623;46668483
Центральный федеральный округ;790151;1380774;1577508;1805891;2300191;3002367;3900317;5460404;6877827;7758289;9084759;11203657;11720852;13603807;15897710;18585846;18614440;19597221;23180246
Белгородская область;12746;16510;17518;20096;25355;32116;42126;66671;113887;105704;137830;176299;207158;213734;308320;283612;309425;341562;377625
Брянская область;7767;7454;8210;11038;9498;11957;14273;18098;23449;28527;45345;42351;84479;55187;66769;75115;76573;83427;110294
Владимирская область;10467;10954;14341;16306;20877;22949;26876;36767;45689;48865;55623;66060;75371;91484;115143;121090;129423;129839;131343
Воронежская область;15042;17513;19820;22747;30578;35281;42562;53073;67411;78032;100756;123823;140017;183684;229742;283204;258574;251291;356124
Ивановская область;6684;6520;5918;7202;9170;11056;10632;19920;17545;23553;25644;28295;35661;38903;43920;38541;42893;42535;48398
Калужская область;7242;8097;9084;10781;11852;12844;16934;28016;49294;47637;68092;91306;113089;130049;144828;174637;181480;207127;264621
Костромская область;7169;6831;6969;7643;9547;10053;9933;13733;18087;18772;18759;26988;32730;36291;34600;42217;39877;40480;39548
Курская область;14344;15449;15887;17012;20406;25346;29424;42845;54943;61548;69910;85279;91689;91349;95165;102489;107520;101619;131264
Липецкая область;14288;13882;15739;19268;24738;30982;47770;53404;71783;71262;85544;125505;121845;136240;191284;226133;223217;237868;230226
Московская область;141712;138554;154870;208506;235394;307368;451219;677836;916226;957445;1044739;1203154;1127437;1212272;1428482;1594081;1788417;1919020;2221562
Орловская область;13895;12755;14790;20046;11851;15947;18828;21343;22528;23930;28257;29500;30871;35523;38927;46878;47674;48047;51934
Рязанская область;12485;13812;26372;21412;21646;21247;26469;31309;36743;41699;45471;51206;61685;74400;79261;89490;116558;131551;127249
Смоленская область;10262;10209;9040;10401;11296;12819;16232;22782;27586;29310;35098;40265;48360;53342;65335;61531;56100;54962;62867
Тамбовская область;5169;5759;6682;6744;8321;8131;11051;14569;16427;17822;20025;26601;38913;46238;53043;86385;82231;58468;91937
Тверская область;15029;14848;13909;17233;17059;20665;22923;33997;39790;49876;53550;63536;71083;82454;83495;84612;81873;77490;142751
Тульская область;18593;18462;21538;26885;34778;40458;49571;72244;97673;98207;113275;120455;137470;163085;209940;234597;256500;247652;371042
Ярославская область;12952;17937;20424;22749;27457;35176;40069;54825;71928;73724;86396;103939;112714;121140;120041;134033;165942;178599;182409
г. Москва;464305;1045228;1196397;1339822;1770368;2347973;3023525;4198972;5186838;5982376;7050445;8799095;9190280;10838432;12589415;14907201;14650163;15445684;18239052
Северо-Западный федеральный округ;214213;235128;271350;335056;436031;532456;834036;1115997;1540252;1809053;2210183;2704364;2506154;2958116;3790218;4633552;4801142;6153605;7086804
Республика Карелия;7226;8054;10634;12776;13926;16624;17592;20012;21606;22287;26277;30723;31308;34106;37421;43077;45920;44582;48599
Республика Коми;30328;29832;30422;45745;48584;55571;56817;71927;79298;88398;117621;134456;140438;166466;161229;242595;245864;256789;287472
Архангельская область;18946;21085;24556;30688;45657;65211;81841;86826;85395;90560;113424;129272;122661;168594;219807;265234;239562;253553;283534
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;1488;2214;4260;6558;13398;24034;37408;35827;33815;25508;33230;25556;20313;38046;24797;31024;18405;14341;22925
Архангельская область без автономного округа;17458;18871;20296;24130;32259;41177;44433;50999;51580;65052;80194;103716;102348;130548;195010;234210;221157;239212;260609
Вологодская область;15108;20750;22602;30373;45986;42630;47959;58705;75253;69111;87151;84633;81815;83979;117073;122068;96322;132219;159706
Калининградская область;4966;5964;9281;12233;18831;26661;37459;60863;63223;73291;91330;88937;106245;129470;227057;183503;192613;180187;193833
Ленинградская область;21995;22639;27782;32371;44750;59893;74134;106998;157292;209408;239132;273029;315921;401216;365429;440990;480794;449970;505424
Мурманская область;28834;24170;23550;25818;31454;32965;34140;39577;48192;51059;92104;110102;73696;78573;84937;89062;96509;93361;103671
Новгородская область;5259;5836;7254;8967;10535;14727;15203;19368;24413;25843;33786;40407;47585;42881;48010;51202;45896;49852;64361
Псковская область;3040;3160;3468;5673;8007;8931;8631;10666;11359;13884;14262;17233;17690;18129;20380;25391;23772;31192;42671
г. Санкт-Петербург;78511;93638;111801;130412;168301;209243;459260;641055;974221;1165212;1395096;1795572;1568795;1834702;2508875;3170430;3333890;4661900;5397533
Южный федеральный округ;90130;102357;135942;151046;184722;232280;290133;420632;545797;629571;716363;878363;1123321;1384310;1297344;1468521;1639205;1515612;1697736
Республика Адыгея;1599;1772;2275;3051;3804;2981;3715;3984;5063;7732;7883;11257;14551;14631;15608;15094;15637;13163;17820
Республика Калмыкия;2025;1870;2026;2291;1767;2156;2697;2629;2882;3080;2347;3216;3497;4078;4732;2423;3847;2955;8303
Республика Крым;;;;;;;;;;;;;;;…;35730;67835;63835;63461
Краснодарский край;25740;30385;43292;53074;61864;74719;107644;154931;214289;229508;295378;367263;511801;642360;539711;654693;717367;667598;799042
Астраханская область;8691;9134;14357;12830;18688;21800;17992;30425;29829;41566;39508;40525;55232;96627;96820;63101;133627;105784;90701
Волгоградская область;24390;25323;30727;32880;40901;55464;62414;94011;98357;116603;133596;150550;195524;221801;240244;241583;238697;218729;227997
Ростовская область;27685;33873;43265;46920;57698;75160;95671;134652;195377;231082;237651;305552;342716;404813;400229;450659;449935;429281;477121
г. Севастополь;;;;;;;;;;;;;;;…;5238;12260;14267;13291
Северо-Кавказский федеральный округ;36156;40408;50178;62223;63281;79539;89253;123680;181392;186735;204550;228380;246290;292248;322259;406206;374397;333260;376191
Республика Дагестан;3321;3620;3969;5590;5466;6573;8002;15195;12987;18968;22432;23405;23957;27730;27233;26998;35251;25828;31350
Республика Ингушетия;372;787;472;590;767;922;1074;1401;2518;2542;3624;4667;2191;2948;4612;5394;5931;2873;1800
Кабардино-Балкарская Республика;5322;7155;7534;7276;6775;8220;10134;8654;8301;11373;16826;16202;18678;20035;18733;24857;22915;18746;13439
Карачаево-Черкесская Республика;1691;1755;1996;2506;3145;3684;5119;5883;5477;5138;6895;9439;14433;18499;25595;33778;45621;46324;52674
Республика Северная Осетия – Алания;2699;3893;4799;5568;7119;9442;9459;9901;10935;12407;15064;14758;12844;9162;11758;10320;12466;11327;14237
Чеченская Республика;…;1021;4358;6710;8299;10383;12750;17870;37270;30005;25362;33308;29376;40168;50701;45405;35045;43382;54677
Ставропольский край;22751;23198;31408;33983;31710;40315;42715;64776;103904;106302;114347;126601;144811;173706;183627;259454;217168;184780;208014
Приволжский федеральный округ;445437;485296;538310;615845;694209;878288;1036033;1442509;1731237;1910429;2117389;2470327;2776890;3137461;3769987;3942609;4150145;4605039;5239361
Республика Башкортостан;69256;71461;78678;97182;99143;118053;117492;154586;164642;190553;226852;295936;318854;373061;408149;427849;491268;617454;618138
Республика Марий Эл;5729;6071;6310;6595;6996;7762;8532;12823;13734;18232;18017;23479;28781;26194;48805;45181;48083;47911;38047
Республика Мордовия;8118;7614;9101;9212;11044;14030;17948;26597;32560;38831;42490;43666;49825;56095;72039;78246;85512;91321;97575
Республика Татарстан;85883;86092;86439;93314;116218;162763;210066;307124;324449;435694;477482;551026;637325;691735;734527;819609;863592;1077039;1284937
Удмуртская Республика;21258;27594;31838;42283;49715;68360;55199;72097;75361;83262;87856;109887;107360;124180;154656;150352;133597;141772;263094
Чувашская Республика;9605;9241;9321;10392;12808;13998;22211;31229;48114;54735;65034;72685;79273;89057;92599;91234;100070;92386;60291
Пермский край;57773;54270;64470;75360;70704;92151;108538;155443;178315;229111;275323;281346;336187;367499;456967;521551;330893;341488;379911
Кировская область;10361;11241;13325;16084;18187;20392;25382;34733;44220;39354;46515;44473;47285;50786;60440;49433;45548;44343;49667
Нижегородская область;46254;59098;65521;73198;78260;101057;141069;217548;285885;281599;304147;355797;392598;426259;513256;495993;612052;710978;882698
