Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
12. ПРЕДПРИЯИТИЯ И ОРГАНИЗАЦИИ;;;;;;;;;;;;;;;;;;;
ФИНАНСОВЫЙ РЕЗУЛЬТАТ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ;;;;;;;;;;;;;;;;;;;
12.5. САЛЬДИРОВАННЫЙ ФИНАНСОВЫЙ РЕЗУЛЬТАТ (ПРИБЫЛЬ МИНУС УБЫТОК) ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИЙ1);;;;;;;;;;;;;;;;;;;
(миллионов рублей);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;1190597;1141253;923320;1456171;2485439;3225916;5721598;6040922;3801161;4431609;6330589;7139536;7824538;6853753;4346793;7502736;12801581;9036848;12400336
Центральный        федеральный округ ;378321;444861;458805;803909;1020886;1443931;3160276;3074189;1315240;2159672;3102029;3186498;3646515;2900853;1663899;2895720;5849633;3643400;4474253
Белгородская область;4840;3687;-757;1818;25382;39917;39807;65587;72595;27967;77244;130561;112814;85118;178309;57605;216056;138538;206103
Брянская область;749;967;-431;587;5732;4391;5564;5718;7296;24508;22189;56152;40355;44913;30953;11222;16090;17432;8552
Владимирская область;2369;3782;528;773;1404;3222;5665;11419;5751;9720;15972;19409;23098;22055;18951;31117;36601;32668;39240
Воронежская область;3094;2960;-241;-655;3778;5102;7218;10847;16197;4325;2830;8838;23355;17141;20042;44690;37148;18249;32778
Ивановская область;612;515;-343;-797;511;1066;134;1749;289;-1600;-1927;-224;1823;-2670;-1632;-2797;-200;1594;-2236
Калужская область;1830;2171;2125;2358;2772;4004;5806;8864;7765;6247;13885;19433;29317;12908;-15761;-6887;24113;37477;42366
Костромская область;889;559;-896;-235;504;943;569;2674;2729;6;3250;3233;7308;8272;6544;8799;13606;6315;4432
Курская область;2783;2287;-689;121;9375;12704;13709;19655;26345;4209;15307;42996;39362;42169;33877;50683;49785;56532;81982
Липецкая область;17409;11623;21572;35509;74111;55983;78260;67723;101617;32396;45647;44109;36537;3670;57493;99006;43277;143885;1433564
Московская область;23282;27175;36189;37996;49969;73452;161963;136690;47098;89970;157323;174841;262167;208655;88579;79333;579971;400345;438805
Орловская область;10019;13441;11102;8086;3936;3921;3355;6094;1852;1489;5947;6897;6707;8315;11398;15174;15145;8783;14206
Рязанская область;2876;3882;2552;2656;2193;5534;5185;8784;7497;7472;13803;12292;13953;17888;18716;22908;33412;31164;28470
Смоленская область;2297;1906;1087;-99;1074;2471;6451;7554;2264;3835;6383;9679;9351;4925;-785;17391;16928;12933;15130
Тамбовская область;1242;874;-717;-452;703;302;1995;4256;2872;2849;3054;2866;2543;4198;15216;41432;20539;8360;35174
Тверская область;2847;2905;-1616;1590;1570;2441;3815;5221;5937;2629;2924;3109;7026;-3073;-10978;-1952;9017;-4198;16888
Тульская область;4762;5314;3178;2047;5824;11457;14858;19588;29834;11005;16878;19171;26790;20848;33132;52012;66830;61932;103332
Ярославская область;7385;9625;5627;6802;5831;7031;8230;10750;-2603;-874;8210;6111;17589;8080;-2198;4903;22044;37605;17797
г. Москва;289036;351188;380535;705804;826217;1209990;2797692;2681016;979905;1933519;2693110;2627025;2986420;2397441;1182043;2371081;4649271;2633786;3247670
Северо-Западный      федеральный округ;113187;83446;62265;103234;188798;238481;396966;547990;453666;430584;573668;774599;751694;749973;312003;832722;1596955;1603733;1295480
Республика Карелия;2967;2472;324;155;1755;10856;7407;9594;7292;-1552;14132;18135;8991;9468;3636;10485;24442;34159;-18589
Республика Коми;14177;12026;6550;7604;17109;24935;27563;31364;14439;36436;56898;94169;75207;85182;47083;65817;57825;73679;112787
Архангельская область;7305;2614;-882;2528;7986;12824;189;1087;-21059;16936;31838;-12070;-21272;-6004;-31616;14705;55278;46764;31702
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;3734;1359;462;470;6276;5150;-3321;-2996;-15426;19759;25719;-12514;-13318;-8534;-34313;-8928;20773;12594;-8237
Архангельская область     без автономного округа;3571;1255;-1344;2058;1710;7674;3510;4083;-5633;-2823;6119;444;-7954;2530;2697;23633;34505;34170;39939
Вологодская область;28665;11469;12422;28824;60737;53307;60623;74953;90811;10624;-21598;28604;55249;15813;-22889;99225;154705;401058;235139
Калининградская область;4191;4417;4524;4874;5741;10632;7436;11872;-1654;3074;22420;19205;24508;13292;-6229;11766;55239;37421;45587
Ленинградская область;10379;8732;10871;17281;18332;40249;41580;63397;60069;44065;64399;65879;81825;95997;38473;109590;198664;145358;161923
Мурманская область;11541;2593;2730;2248;16630;14556;25319;40840;34683;33020;39978;40796;31553;36790;25600;81501;108718;61855;80341
Новгородская область;2826;3493;1552;1871;4070;7710;19521;28360;-1950;28533;16195;23197;20767;-527;2004;45350;26164;24561;35927
Псковская область;813;852;16;365;788;694;1085;1567;902;538;2245;986;855;560;-1146;5218;8057;10558;6146
