Псковская область;62;61;55;53;49;43;35;33;34;33;37;37;49;43;;;
г. Санкт-Петербург;66;76;78;80;90;115;107;78;73;70;64;57;63;49;;;
Южный        федеральный округ;423;445;450;462;464;466;435;401;376;448;481;490;513;467;;;
Республика Адыгея;-;1;2;3;4;4;4;3;4;5;4;6;6;5;;;
Республика Калмыкия;22;24;21;20;20;19;17;20;16;17;15;12;15;14;;;
Республика Крым;;;;;;;;;;48;81;88;87;82;;;
Краснодарский край;96;108;120;131;140;141;142;141;135;135;140;141;160;144;;;
Астраханская область;177;180;172;171;166;164;142;129;122;122;123;127;116;100;;;
Волгоградская область;32;30;34;37;38;40;37;32;31;32;30;25;25;22;;;
Ростовская область;96;102;101;100;96;98;93;76;68;64;61;64;75;72;;;
г. Севастополь;;;;;;;;;;25;27;27;29;28;;;
Северо-Кавказский      федеральный округ;71;90;108;110;115;121;122;115;120;115;117;115;115;107;;;
Республика Дагестан;49;67;83;83;85;89;92;88;93;84;82;82;86;83;;;
Республика Ингушетия;1;-;-;-;-;-;-;-;-;-;1;1;1;1;;;
Кабардино-Балкарская    Республика;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;
Карачаево-Черкесская      Республика;2;2;4;5;5;4;4;3;3;3;4;3;2;2;;;
Республика Северная     Осетия –Алания;2;2;3;3;3;4;4;4;3;4;4;5;5;3;;;
Чеченская Республика;1;1;1;1;2;2;2;1;1;1;3;3;2;-;;;
Ставропольский край;16;18;17;18;20;22;22;19;20;23;23;21;19;18;;;
Приволжский  федеральный округ;153;177;205;224;258;265;256;249;244;241;253;250;277;243;;;
Республика Башкортостан;17;24;30;35;40;42;40;33;33;33;38;33;38;35;;;
Республика Марий Эл;2;2;2;3;3;4;3;3;3;3;6;6;7;8;;;
Республика Мордовия;1;3;4;5;4;4;5;5;5;5;5;4;5;5;;;
Республика Татарстан;23;28;31;30;31;32;34;35;34;32;28;29;27;25;;;
Удмуртская Республика;8;4;4;4;6;6;5;4;4;5;6;6;7;5;;;
Чувашская Республика;8;8;10;7;9;11;11;11;11;11;12;12;14;10;;;
Пермский край;23;26;27;31;33;33;29;25;24;21;17;16;13;12;;;
Кировская область;4;3;4;4;4;5;4;4;6;6;8;7;10;8;;;
Нижегородская область;9;10;24;32;37;33;32;34;33;34;34;35;43;37;;;
Оренбургская область;8;16;15;16;20;23;22;22;20;21;22;26;27;23;;;
Пензенская область;5;6;6;7;17;18;19;18;16;14;15;18;19;16;;;
Самарская область;18;19;20;20;23;23;22;26;27;28;30;28;28;22;;;
Саратовская область;17;19;19;21;22;23;22;22;20;20;22;19;26;25;;;
Ульяновская область;10;9;9;9;9;8;8;7;8;8;10;11;13;12;;;
Уральский   федеральный округ;252;287;313;328;349;381;380;363;361;337;354;344;346;332;;;
Курганская область;15;18;19;22;23;27;24;21;23;21;27;29;31;30;;;
Свердловская область;26;37;39;44;42;44;50;46;41;42;41;34;39;36;;;
Тюменская область;158;179;195;204;220;240;241;234;231;217;228;224;211;203;;;
в том числе:;;;;;;;;;;;;;;;;;
Ханты-Мансийский    автономный округ – Югра;83;94;100;102;108;118;125;122;123;119;131;123;118;116;;;
Ямало-Ненецкий     автономный округ;38;50;60;68;74;81;78;77;76;70;68;72;62;57;;;
Тюменская область     без автономных округов;37;35;35;34;38;41;38;35;32;28;29;29;31;30;;;
Челябинская область;53;53;60;58;64;70;65;62;66;57;58;57;65;63;;;
Сибирский     федеральный округ;179;205;229;247;264;275;271;253;248;252;279;300;308;291;;;
Республика Алтай;1;2;2;3;3;3;2;2;2;2;3;5;9;9;;;
Республика Тыва;4;6;10;8;8;7;8;8;7;7;6;6;6;4;;;
Республика Хакасия;5;4;3;5;6;4;4;5;6;6;8;11;9;9;;;
Алтайский край;15;18;21;27;29;32;37;37;35;31;33;40;43;41;;;
Красноярский край;64;68;71;77;81;75;76;68;64;64;66;71;72;70;;;
Иркутская область;14;17;20;22;25;29;25;25;31;34;37;39;36;31;;;
Кемеровская область;7;8;9;8;11;11;11;10;10;10;11;15;13;12;;;
Новосибирская область;42;54;61;63;66;77;69;60;58;59;69;67;69;66;;;
Омская область;9;9;12;13;13;17;18;18;18;17;23;26;29;28;;;
Томская область;18;19;20;21;22;20;21;20;17;22;23;20;22;21;;;
Дальневосточный  федеральный округ;2688;2873;3039;3126;3105;3060;2888;2762;2724;2685;2681;2701;2783;2683;;;
Республика Бурятия;25;30;33;30;37;42;45;42;40;40;38;37;34;35;;;
Республика Саха (Якутия);69;88;93;110;120;127;131;134;134;127;131;138;137;134;;;
Забайкальский край;2;1;1;3;2;3;4;5;5;4;4;5;4;4;;;
Камчатский край;825;879;947;1022;1020;962;901;842;827;786;777;743;739;719;;;
Приморский край;507;510;501;497;465;470;421;415;388;377;355;358;381;356;;;
Хабаровский край;322;355;382;390;395;403;394;383;404;427;449;469;517;492;;;
Амурская область;-;-;1;1;3;3;5;5;5;5;6;4;6;7;;;
Магаданская область;140;164;185;184;180;156;133;101;113;106;104;109;112;115;;;
Сахалинская область;780;828;878;871;864;873;837;818;792;795;792;807;797;751;;;
Еврейская автономная область;3;2;2;2;2;2;2;2;2;2;3;1;3;3;;;
Чукотский автономный округ;15;16;16;16;17;19;15;15;14;16;22;30;53;67;;;
?????;;;;;;;;;;;;;;;;;
1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2007 (КДЕС Ред.1.1) ОКВЭД-2007, с 2017 г. - в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2.;;;;;;;;;;;;;;;;;
2) По данным государственной регистрации.;;;;;;;;;;;;;;;;;
