;Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;
;22. ВНЕШНЯЯ ТОРГОВЛЯ;;;;;;;;;
22.1.;Внешняя торговля со странами дальнего зарубежья. ;;;;;;;;;
22.1.1.;Экспорт;;;;;;;;;
22.1.2.;Импорт;;;;;;;;;
22.2.;Внешняя торговля со странами СНГ;;;;;;;;;
22.2.1.;Экспорт;;;;;;;;;
22.2.2.;Импорт;;;;;;;;;
