Мурманская область;0,0;-0,1;2;-;-;-;-;-;-;-;-;-;-;-
Новгородская область;-28;-34;3;-73;-35;-8;-14;-25;-18;-352;85;-13;-33;-36
Псковская область;-1;-7;-1;3;-21;-14;-27;-9;7;-44;-2;-;-74;10
г. Санкт-Петербург;-;-;-8;-51;0,3;-2;2;1;-4;-25;48;18;-44;131
Южный          федеральный округ;-9;-12;-17;-9;-20;-24;-30;1;-295;-3457;-2356;1331;1;0,2
Республика Адыгея;-2;-2;1;-1;-1;0,0;1;1;0,0;0,3;-3;0,0;1;0,2
Республика Калмыкия;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Крым;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Краснодарский край;-7;-10;-18;-8;-10;-4;-;-;-295;-3457;-2353;1331;-;-
Астраханская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Волгоградская область;-;-;-;-;-9;-20;-31;-;-;-;-;-;-;-
Ростовская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-
г. Севастополь;;-;-;-;-;-;-;-;-;-;-;-;-;-
Северо-Кавказский    федеральный округ;-;-;-;-0,3;-;-;-;-6;2;0,0;-1;-4;-;-
Республика Дагестан;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Ингушетия;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Кабардино-Балкарская Республика;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Карачаево-Черкесская Республика;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Республика Северная     Осетия –  Алания;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Чеченская Республика;…;-;-;-0,3;-;-;-;-6;0,0;0,0;-1;-4;-;-
Ставропольский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Приволжский    федеральный округ;-179;-233;4;-210;-463;-232;-626;-408;-306;-83;-50;-13;52;-479
Республика Башкортостан;-54;-4;-1;-40;-23; - ;-;-;-35;6;5;-1;-;-671
Республика Марий Эл;-;-;-;-;-; - ;-;-; - ;-;-;-;-;-
Республика Мордовия;0,0;-;-;-;-;10;2;-; - ;-;-;-;-;-
Республика Татарстан;-;-;-;-;-; - ;-;-; - ;-;-;-;-;-
Удмуртская Республика;-12;-2;-6;1;-8;-1;0,4;6;4;4;-5;-6;188;196
Чувашская Республика;-;-;0,2;-;-;-2;-40;-13;-9;-;-;-;-;-
Пермский край;-61;-125;-20;-23;-168;-231;-450;-295;-269;-66;-75;-181;-238;-246
Кировская область;-52;-120;42;-147;-267;-10;-85;-80;16;-15;29;178;75;348
Нижегородская область;0,0;18,0;-15;-1;1;-3;-51;-24;-7;-13;-3;-2;-;-
Оренбургская область;-;-;-;-;-; - ;-;-; - ;-;-;-;-;-
Пензенская область;0,0;-;1;1;2;5;-2;-1; - ;-;-;-;28;-106
Самарская область;-;-;-;-;-; - ;-;-;0,1;-;-;-;-;-
Саратовская область;-;-;-;-;-; - ;-;-; - ;-;-;-;-;-
Ульяновская область;0,0;-;3;-1;-;0,0;-0,4;-1;-6;1;-1;-1;-1;-0,3
Уральский    федеральный округ;-196;61;136;-13;-227;-92;-170;8;33;-487;10;40;99;-120
Курганская область;0,0;-;2;1;-; - ;-;-; - ;0,0;-6;17;1;-
Свердловская область;-109;2;19;-76;-86;-53;-103;19;-7;13;-2;0,0;100;-94
Тюменская область;-84;59;112;59;-142;-39;-68;-11;40;-496;18;23;-9;-38
в том числе:;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;-46;76;28;10;0,2;-21;-9;1;40;-496;18;26;-;-
Ямало-Ненецкий автономный округ;-20;-;-;-;-;1;1;-2; - ;-;-;-3;-9;-38
Тюменская область без  автономных округов;-18;-17;84;49;-142;-19;-60;-10; - ;-;-;-;-;-
Челябинская область;-3;-0,3;3;3;1;0,0;1;-; - ;-4;-;-;7;12
Сибирский     федеральный округ;-1390;-25;-156;-1300;-2042;-1907;-2221;-1484;-5637;-8751;-2655;-2934;-445;-1611
Республика Алтай;0,0;-;-;-7;-3;-;-1;0,0;-1;-;-;-;-;-
Республика Тыва;-;-;-;0,0;1; - ;-;-;2;-;-;-;0,2;-
Республика Хакасия;0,0;-2;-3;-5;-; - ;-;-; - ;-;-;-;-;-
Алтайский край;0,0;-0,1;13;333;224;422;345;151;22;23;-12;26;125;158
Красноярский край;-272;-315;-104;-134;-347;-867;-988;-1178;-3039;-2968;-1775;-979;-1162;-1525
Иркутская область;-1112;223;-19;-1444;-1961;-1369;-1499;-195;-2417;-4379;-645;-1924;776;-118
Кемеровская область;3;65;0,4;-7;1;-1;0,2;0,0; - ;-1188;-;-;-;-
Новосибирская область;1;10;4;-0,2;0,0;-2;-;-;2;7;5;-9;1;27
Омская область;-;-;-0,1;0,0;-; - ;-;-;-1;-;-;-;0,1;-1
Томская область;-10;-6;-47;-36;43;-90;-78;-262;-205;-66;-228;-48;-185;-152
Дальневосточный    федеральный округ;-203;1497;1805;-2797;-2025;-693;2108;-75;-1002;-2628;-1446;5628;-298;-826
Республика Бурятия;-12;-17;267;2;-52;-44;-46;-101;-60;-68;-;-16;-0,1;-
Республика Саха (Якутия);-1;-1;-2;-2;-1;-7;2;2;-1;0,2;1;0,0;0,2;1
Забайкальский край;0,0;1;-6;-28;-115;-21;10;-24;-87;-97;0,0;26;37;-
Камчатский  край;-1;-0,2;-;-;-; - ;-;-; - ;-;-;-;-;-
Приморский край;178;732;588;-1196;-447;-316;135;877;522;-732;183;2623;1884;2162
Хабаровский край;-207;707;893;-1508;-860;-63;2042;-922;-1514;-1788;-1390;3372;-1979;-2823
Амурская область;-130;74;61;-53;-567;-252;-84;93;108;36;-163;-348;-188;-187
Магаданская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Сахалинская область;-26;-0,4;1;-;-; - ;-7;-1;-3;-5;-82;-11;-64;-0,2
Еврейская автономная область;-4;2;3;-12;17;10;56;1;33;26;5;-18;12;21
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-
??????;;;;;;;;;;;;;;
"1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2007 (КДЕС Ред. 1.1) ОКВЭД-2007; данные с 2017 г. - в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред. 2) ОКВЭД2.";;;;;;;;;;;;;;
2) По данным бухгалтерской отчетности. Знак (-) означает убыток.;;;;;;;;;;;;;;
