Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;;;;;;;;;;;;
6.2. ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ;;;;;;;;;;;;;;;;;;;
6.2.4. Плавательные бассейны;;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;2512;2630;2639;3033;3074;3110;3211;3535;3721;3990;4237;4467;4575;4774;4956;5196;5441;5654;5855
Центральный    федеральный округ;642;719;742;843;860;863;893;962;1018;1169;1216;1264;1236;1275;1323;1401;1484;1522;1566
Белгородская область;117;122;123;124;124;123;128;111;129;129;129;131;130;134;143;142;144;145;151
Брянская область;3;3;3;41;41;41;41;41;42;31;38;41;47;47;48;50;49;45;47
Владимирская область;35;34;34;40;40;41;41;42;42;43;43;45;47;49;55;57;62;63;63
Воронежская область;30;18;18;19;19;19;19;21;18;51;52;57;64;69;77;83;60;60;63
Ивановская область;20;20;20;20;21;21;21;22;23;24;24;25;28;29;29;30;30;32;30
Калужская область;26;26;26;27;27;27;26;27;27;28;28;29;39;43;45;49;62;67;70
Костромская область;31;31;31;31;31;27;31;16;31;31;31;31;31;31;32;32;32;33;35
Курская область;16;18;21;25;26;28;30;37;37;36;36;34;30;30;32;35;36;41;44
Липецкая область;17;18;18;17;17;22;24;31;32;32;33;35;38;39;41;42;43;44;49
Московская область;123;126;131;134;143;143;147;168;179;189;196;214;224;237;243;271;285;298;307
Орловская область;10;14;13;13;16;15;15;24;29;29;30;30;31;32;32;32;34;34;34
Рязанская область;26;26;27;27;26;26;26;27;26;26;31;31;31;35;37;41;43;52;54
Смоленская область;31;28;26;28;26;26;26;27;32;33;33;34;34;38;42;55;57;56;59
Тамбовская область;14;12;11;11;11;10;11;22;22;21;25;29;39;40;40;40;40;41;41
Тверская область;35;25;25;40;40;40;47;47;51;59;62;67;56;56;57;57;58;57;61
Тульская область;8;7;10;23;26;27;27;27;27;30;30;31;43;43;43;46;47;49;50
Ярославская область;20;21;21;21;22;23;26;26;26;29;30;32;29;26;26;24;25;26;25
г. Москва;80;170;184;202;204;204;207;231;245;348;365;368;295;297;301;315;377;379;383
Северо-Западный    федеральный округ;275;284;287;310;309;303;307;297;339;354;409;452;498;558;586;638;667;718;765
Республика Карелия;24;28;28;26;25;24;25;25;25;26;26;28;28;29;30;30;33;36;37
Республика Коми;38;38;38;38;38;38;38;36;37;37;37;37;36;37;37;41;39;44;46
Архангельская область;33;33;36;41;44;40;35;35;42;35;35;36;43;45;49;49;50;52;53
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;1;-;-;1;1;3;1;2;-;-;-;-;-;2;2;1;1;1;2
Архангельская область      без автономного округа;32;33;36;40;43;37;34;33;42;35;35;36;43;43;47;48;49;51;51
Вологодская область;10;9;9;8;6;6;6;7;8;9;39;43;43;44;46;48;49;70;82
Калинингpадская область;12;11;11;11;16;14;15;17;17;18;23;27;29;31;32;42;44;45;45
Ленинградская область;28;28;28;28;29;29;29;29;30;33;33;33;54;59;60;64;69;75;85
Мурманская область;29;29;29;26;26;29;30;28;33;33;36;38;35;32;32;33;34;36;36
Новгородская область;17;16;16;17;24;24;26;29;28;28;28;28;28;29;31;33;33;33;33
Псковская область;20;23;23;23;23;21;17;12;13;13;12;11;12;13;13;14;14;15;18
г. Санкт-Петербург;64;69;69;92;78;78;86;79;106;122;140;171;190;239;256;284;302;312;328
Южный         федеральный округ;169;168;168;195;200;293;209;249;260;270;299;329;345;359;390;411;425;458;470
Республика Адыгея;5;5;5;5;5;5;5;5;6;7;7;7;7;9;10;12;12;12;12
Республика Калмыкия;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3
Республика Крым;;;;;;;;;;;;;;;12;17;17;22;22
Краснодарский край;55;53;52;57;59;63;66;98;105;108;131;139;145;149;155;164;167;177;178
Астраханская область;15;15;16;30;26;27;12;12;10;10;10;12;16;18;17;16;17;21;24
Волгоградская область;32;32;32;33;38;38;38;38;38;39;42;48;50;50;50;55;57;57;59
Ростовская область;60;61;61;68;70;70;86;94;99;104;107;121;125;131;136;139;149;157;163
г. Севастополь;;;;;;;;;;;;;;;8;6;4;9;9
Северо-Кавказский    федеральный округ;69;77;81;93;95;88;95;93;87;91;101;107;123;125;132;147;161;175;185
Республика Дагестан;6;11;12;10;11;11;10;6;6;6;6;6;15;15;16;21;21;21;21
Республика Ингушетия;-;-;-;3;3;-;-;-;-;-;-;- ;- ;1;5;5;5;5;6
Кабардино-Балкарская  Республика;10;10;11;13;15;11;10;10;10;14;15;15;15;15;15;15;16;16;16
Карачаево-Черкесская    Республика;10;10;9;9;9;9;9;9;9;9;9;10;10;10;10;10;13;13;13
Республика Северная Осетия – Алания;6;6;7;6;6;6;6;9;11;14;14;16;16;16;17;18;18;25;25
Чеченская Республика;-;-;-;-;-;-;-;-;-;-;1;1;6;6;6;7;9;10;15
Ставропольский край;37;40;42;52;51;51;60;59;51;48;56;59;61;62;63;71;79;85;89
Приволжский федеральный округ;549;566;561;633;639;650;676;774;833;855;913;981;1028;1070;1111;1160;1253;1281;1366
Республика Башкортостан;102;105;107;123;127;108;110;109;132;135;138;159;170;174;189;190;195;204;210
Республика Марий Эл;23;23;23;23;23;24;24;24;24;24;30;32;32;32;33;34;36;36;37
Республика Мордовия;14;15;15;9;16;17;20;20;20;20;23;23;25;25;26;26;29;30;30
Республика Татарстан;68;71;74;93;99;100;101;109;118;123;143;150;156;166;167;184;198;205;234
Удмуртская Республика;31;34;33;39;39;40;40;66;70;56;55;56;60;64;66;70;68;72;103
