Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
 2. ТРУД;;;;;;;;;;;;;;;;;;;
КАДРЫ ГОСУДАРСТВЕННЫХ ОРГАНОВ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;;;;;;;;;;;;;;;;;;;
2.16. ЧИСЛЕННОСТЬ РАБОТНИКОВ ОРГАНОВ ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ1);;;;;;;;;;;;;;;;;;;
(человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;624657;606563;625776;641206;643339;643997;695631;728208;753625;732171;714119;702482;689853;675830;675767;662409;658372;656817;651057
Центральный федеральный округ;151532;145310;150738;156828;156733;160082;169555;179590;186665;177733;173332;167865;163511;159921;158912;145166;142219;139493;138898
Белгородская область;7664;7913;8054;8343;8500;8702;9120;9412;9842;9600;9719;9812;9979;9967;9488;9240;8789;8401;8255
Брянская область;6445;6338;6619;6872;7104;6815;6297;6736;6860;6177;6040;6014;6149;5947;5836;5688;5365;5315;5373
Владимирская область;7495;7030;7176;7161;7268;7218;7167;7806;8390;7340;6627;5733;4960;4733;4611;4384;4267;4311;4280
Воронежская область;9959;9562;9542;9679;9434;9151;9017;9962;9863;9505;9486;9507;9161;8670;8407;8328;7822;7720;7633
Ивановская область;5027;4495;4576;4852;4698;4561;5453;5766;6284;6322;5930;5020;5032;5124;5052;4959;4752;4639;4629
Калужская область;5717;5585;5852;6130;6144;5967;5651;5892;6810;6549;6348;6367;6347;6341;6552;6546;6421;6512;6566
Костромская область;5648;5389;5683;5776;5741;5814;6585;6845;6540;6195;5437;4877;4864;4714;4825;4595;4409;4254;4040
Курская область;7865;7446;7892;8067;8025;7804;7617;8229;8198;7815;7298;6700;6451;6192;6087;5764;5919;5882;5811
