Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;;;;;;;;;;;;
6.2. ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ;;;;;;;;;;;;;;;;;;;
6.2.1. Стадионы с трибунами на 1500 мест и более;;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;2108;2106;2112;2097;2096;2081;2096;2501;2643;2666;1903;1906;1805;1807;1959;1877;1771;1729;1764
Центральный    федеральный округ;556;547;555;554;558;563;560;654;718;688;531;519;465;464;467;465;440;414;414
Белгородская область;35;36;40;41;45;47;48;52;52;52;19;19;19;23;23;25;24;23;23
Брянская область;36;36;36;37;37;37;38;43;43;38;19;22;33;31;30;30;30;24;22
Владимирская область;33;33;33;33;33;33;34;44;44;44;33;33;33;33;33;33;33;33;33
Воронежская область;22;22;22;22;22;24;24;28;83;33;29;24;24;22;23;25;18;4;10
Ивановская область;26;26;26;26;26;26;26;31;27;33;25;19;22;22;22;21;21;21;17
Калужская область;24;24;25;25;25;25;25;25;25;25;25;25;21;18;18;18;18;17;16
Костромская область;16;18;18;16;16;16;16;16;17;17;17;17;6;7;6;6;6;7;7
Курская область;12;13;13;14;14;16;16;18;18;20;15;14;12;14;14;13;11;11;11
Липецкая область;16;16;16;16;16;16;16;19;20;22;21;21;21;21;21;21;21;21;21
Московская область;128;129;130;128;129;128;123;131;130;130;129;129;127;125;125;126;122;119;121
Орловская область;19;21;20;20;20;20;20;20;20;20;14;13;14;14;14;14;5;4;3
Рязанская область;19;19;20;20;21;21;21;21;22;22;13;13;14;14;15;15;15;14;14
Смоленская область;28;28;28;28;28;28;28;28;28;31;24;24;24;25;25;24;24;24;24
Тамбовская область;15;16;16;16;16;17;17;17;18;19;19;19;20;20;21;21;21;21;21
Тверская область;21;22;22;24;24;24;25;29;30;39;19;19;19;19;19;18;17;17;17
Тульская область;34;33;33;33;31;30;30;29;29;29;29;29;20;20;20;20;20;20;20
Ярославская область;19;19;19;19;19;19;19;21;21;22;18;16;16;16;16;13;13;13;13
г. Москва;53;36;38;36;36;36;34;82;91;92;63;63;20;20;22;22;21;21;21
Северо-Западный    федеральный округ;142;140;140;142;129;118;117;152;162;160;104;105;104;98;98;91;90;87;123
Республика Карелия;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Республика Коми;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;7;6;5
Архангельская область;17;17;16;16;16;13;13;13;18;19;13;12;10;10;11;9;10;11;8
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-; -;-;-
Архангельская область      без автономного округа;17;17;16;16;16;13;13;13;18;19;13;12;10;10;11;9;10;11;8
Вологодская область;15;15;15;15;16;16;16;28;28;29;15;15;16;15;14;13;11;9;10
Калинингpадская область;5;5;5;5;5;5;5;8;9;11;5;5;6;6;6;6;6;6;8
Ленинградская область;25;25;25;25;25;25;25;25;27;25;25;25;26;26;26;26;25;24;26
Мурманская область;12;12;12;12;12;12;12;10;12;12;7;9;7;6;7;7;7;7;8
Новгородская область;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3
Псковская область;12;12;12;12;12;12;12;14;15;11;10;10;11;10;11;9;9;9;43
г. Санкт-Петербург;41;39;39;41;27;19;18;38;37;37;13;13;12;9;7;7;8;8;8
Южный         федеральный округ;193;194;200;194;192;196;201;242;249;257;174;185;184;184;297;231;232;237;234
Республика Адыгея;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3
Республика Калмыкия;6;7;8;8;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2
Республика Крым;;;;;;;;;;;;;;;45;37;37;35;30
Краснодарский край;86;86;91;82;83;83;85;98;102;102;74;74;75;76;80;80;82;83;84
Астраханская область;5;5;5;7;7;9;9;9;9;12;6;7;7;7;8;8;7;13;16
Волгоградская область;40;40;40;41;43;44;46;67;68;71;35;45;44;43;104;41;40;39;39
Ростовская область;54;54;54;54;55;56;57;64;65;67;54;54;54;54;54;54;55;56;56
г. Севастополь;;;;;;;;;;;;;;;1;6;6;6;4
Северо-Кавказский    федеральный округ;91;97;98;99;100;101;101;108;116;105;89;95;96;98;100;100;100;101;103
Республика Дагестан;14;20;15;15;17;16;16;19;22;21;12;12;11;12;12;12;12;12;12
Республика Ингушетия;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Кабардино-Балкарская  Республика;8;8;9;10;10;12;12;12;14;11;12;12;12;12;12;12;12;12;12
Карачаево-Черкесская    Республика;4;4;4;5;5;5;5;6;8;8;4;4;4;4;4;4;4;4;4
Республика Северная Осетия – Алания;12;12;13;13;13;13;13;13;13;13;13;13;13;13;15;15;15;15;15
Чеченская Республика;-;-;3;3;3;3;3;3;3;3;3;8;13;13;13;13;13;13;15
Ставропольский край;49;49;50;49;48;48;48;51;52;45;41;42;39;40;40;40;40;41;41
Приволжский федеральный округ;436;438;426;425;437;431;436;488;501;515;414;413;385;387;380;380;375;371;373
Республика Башкортостан;43;43;43;46;44;39;39;45;42;42;36;36;35;35;30;30;30;29;27
