Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;
9. ВАЛОВОЙ РЕГИОНАЛЬНЫЙ ПРОДУКТ;;;;;;;;;;;;;;;;
"9.6. ВАЛОВОЕ НАКОПЛЕНИЕ ОСНОВНОГО КАПИТАЛА в 2000-2015 гг. 1);2)";;;;;;;;;;;;;;;;
"(в текущих рыночных ценах; миллионов рублей)";;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Северо-Западный    федеральный округ;118899,8;184841,8;213367,4;309276,3;390380,0;508348,3;661985,3;858669,9;1076937,4;969645,1;1177268,7;1390527,2;1573966,4;1483338,2;1441797,5;1525777,2
Республика Карелия;6250,3;9061,3;9616,7;10474,8;14253,0;15736,7;18430,3;19584,9;26667,8;19085,3;23632,7;30360,5;34564,3;35913,1;35000,6;35140,9
Республика Коми;18013,3;25211,3;24137,6;27811,4;37623,5;54377,8;77625,3;68896,6;88780,1;112974,6;117483,4;209908,8;243033,1;205914,6;207110,6;176415,6
Архангельская область;10350,2;16081,5;23259,5;32061,0;35365,6;50053,9;90796,0;132698,7;149947,6;77322,3;102277,9;137341,9;169464,9;166680,3;165877,4;181831,4
в том числе:;;;;;;;;;;;;;;;;
Ненецкий автономный округ;3826,9;7345,8;13206,0;19789,4;17699,5;22886,7;50950,5;92213,6;89960,0;37796,9;43679,9;44777,3;62314,1;62872,0;80916,7;117861,6
Архангельская область без автономного округа;;;;;;;;;;;;92564,6;107150,8;103808,3;84960,7;63969,8
Вологодская область;8264,0;10816,9;13876,9;18398,9;45507,9;63198,4;65556,9;77113,5;76714,1;55405,5;68299,2;116985,0;150914,9;74242,5;80474,5;89363,5
Калинингpадская область;4660,0;6756,7;8083,0;14553,0;21114,1;30509,6;33830,2;47265,2;72612,1;60676,7;57772,3;65831,3;76867,3;69721,9;64514,0;69439,8
Ленинградская область;18852,6;34568,9;29293,1;51443,9;70448,3;84293,9;116844,7;125787,5;166084,6;191580,4;280813,5;308914,6;329806,8;249043,3;168820,6;228708,6
Мурманская область;6966,2;11544,3;10747,0;14614,2;16798,3;22380,8;28224,6;30755,1;52147,1;46526,8;45969,6;62543,2;84184,5;80721,7;102518,9;114678,1
Новгородская область;4625,8;8889,1;5319,3;9157,0;9157,8;14233,3;18553,9;22547,2;31059,3;34746,6;38453,0;37282,9;43793,9;51632,2;59643,3;68127,9
Псковская область;2354,8;2935,2;3354,4;5929,1;6172,1;5558,2;7736,3;13432,6;15754,0;13101,5;17556,3;25595,2;34176,1;28803,1;29592,4;27564,5
г. Санкт-Петербург;38562,6;58976,6;85679,9;124833,0;133939,4;168005,7;204387,1;320588,6;397170,7;358225,4;425010,8;395763,8;407160,6;520665,5;528245,2;534506,9
Южный         федеральный округ;108102,0;140639,1;150699,6;172811,5;214603,7;251375,7;330011,7;508375,0;721741,1;739447,8;928747,3;1103009,4;1278940,4;1524927,9;1366430,0;1311426,5
Республика Адыгея;1109,5;1640,8;2123,5;2778,8;2475,9;3721,8;4458,7;10922,8;13442,2;16096,4;13766,0;18710,9;16728,0;18677,7;15884,8;14724,5
Республика Калмыкия ;6571,0;5182,2;4854,8;2756,2;2814,9;3576,2;4566,9;6971,2;8126,1;9632,7;7563,3;11433,5;14970,0;15529,0;21126,7;15590,6
Республика Крым;;;;;;;;;;;;;;;…;44542,5
Краснодарский край;54271,4;66579,6;77445,4;81153,2;100840,1;115273,9;150589,9;231993,6;340041,3;397900,1;599999,5;722711,0;809937,9;967130,9;761514,2;600383,0
Астраханская область;12270,7;16783,1;13779,2;19750,0;20839,7;22638,4;31075,1;52924,0;71223,7;63639,5;61154,8;70886,3;82327,5;120480,6;115053,6;114730,7
Волгоградская область;11161,1;17691,0;20683,1;24282,9;32143,1;44733,8;42069,8;68113,3;92994,2;79864,1;84526,9;108314,5;142290,0;144797,8;186930,3;204406,2
Ростовская область;22718,3;32762,4;31813,6;42090,4;55490,0;61431,6;97251,3;137450,1;195913,6;172315,0;161736,8;170953,2;212687,0;258311,9;265920,4;310426,6
г. Севастополь;;;;;;;;;;;;;;;…;6622,4
Северо-Кавказский     федеральный округ;28375,5;38364,7;44950,2;53005,2;66714,8;96061,5;133912,1;201012,8;260839,7;270705,7;314939,5;358710,4;414464,0;452664,2;498698,3;483850,4
Республика Дагестан;4155,5;9152,9;9207,0;12545,6;18702,1;28287,6;41735,4;60189,4;88127,1;105802,3;123170,3;140946,1;159442,5;184620,3;205636,0;202513,0
Республика Ингушетия;1576,7;2153,0;723,6;880,3;1100,9;3449,5;3406,9;7643,7;4031,9;6438,3;7460,8;7993,0;14462,2;19256,4;15904,4;20190,1
Кабардино-Балкарская Республика;2511,4;3233,7;4870,3;5728,2;5825,2;5602,7;6423,1;12884,9;16100,5;17503,1;20891,6;21371,8;25850,8;21908,8;22534,1;29072,9
Карачаево-Черкесская Республика;664,9;1463,8;2293,6;2626,0;3090,8;5934,4;8695,3;8799,2;10785,1;11008,7;9775,0;14768,1;18974,5;20124,0;21650,9;20104,4
Республика Северная Осетия – Алания;1727,4;2696,3;3202,0;3944,5;4357,3;6279,5;7219,3;14981,1;17087,5;14568,8;18085,2;21468,8;23119,8;30015,1;32477,7;26548,9
Чеченская Республика;970,8;3384,2;4688,0;4428,7;7004,8;13988,5;23527,9;42024,9;50894,8;41826,9;49999,6;52026,2;54369,3;44953,2;55889,0;58447,7
Ставропольский край;16768,8;16280,8;19965,7;22851,9;26633,7;32519,3;42904,2;54489,6;73812,8;73557,6;85557,0;100136,4;118244,9;131786,4;144606,2;126973,4
Приволжский       федеральный округ;207748,8;292606,5;316939,8;373310,7;488754,6;626323,7;798967,1;1142636,7;1488047,4;1305405,8;1479553,1;1746154,9;2067267,5;2335212,3;2421823,4;2456045,7
Республика Башкортостан;36873,1;52551,0;51334,0;58350,8;71595,9;86123,3;106186,7;154190,3;197711,4;151866,6;154346,1;193430,0;240153,5;263476,0;279684,6;301440,6
Республика Марий Эл;1603,7;1984,5;3034,1;4523,3;6032,6;7667,5;10659,8;16796,9;20632,9;16121,9;21989,9;26232,1;30984,0;45617,9;45953,3;39934,5
Республика Мордовия;2968,2;5235,5;7411,5;8964,1;10303,1;14791,7;19571,7;27288,8;39187,4;31844,4;40314,4;48764,1;49574,1;54903,9;50305,3;54572,2
Республика Татарстан;46414,0;64706,3;65554,0;76150,3;105707,5;144398,4;166735,6;219571,1;278786,6;282902,0;345757,6;409617,2;490650,9;541859,8;560879,9;584180,6
Удмуртская Республика;9532,4;13943,3;11638,2;13508,6;16133,9;27608,7;33755,6;43388,8;52712,4;41541,8;53041,8;65457,8;67471,2;84294,7;93458,7;83034,3
Чувашская Республика;4827,7;6633,9;8591,1;11435,4;15641,8;19314,5;25932,8;37965,8;50617,9;35504,2;44104,4;56611,1;66718,2;61357,1;54978,3;57290,7
Пермский край;27422,0;42712,2;41717,7;41905,8;53768,7;58606,8;77508,7;112929,6;146695,5;135681,4;140410,7;145968,8;163837,3;226318,0;214613,0;240029,8
Кировская область;4016,5;4931,3;5581,8;7432,4;11115,2;16804,0;23586,8;36248,9;41716,7;30958,6;37347,2;43103,7;51506,0;57382,0;60924,2;54727,2
Нижегородская область;15213,2;19560,2;29046,2;39118,8;54389,5;65393,6;90693,2;134908,6;207605,0;202756,2;195118,6;225850,5;260420,6;282812,4;278570,4;242524,9
Оренбургская область;14828,0;19098,2;18759,2;23008,5;31220,4;42530,7;56279,3;83990,0;113219,7;95990,3;105862,4;120451,8;156184,8;157309,2;157551,8;177114,5
Пензенская область;3654,3;6015,1;7182,4;9071,4;11600,7;15488,5;24724,4;41412,1;50584,8;41722,2;49536,5;61283,6;77118,7;80693,8;80554,4;87968,7
Самарская область;23127,2;34836,4;42251,1;50191,2;63563,0;70497,3;92404,9;141364,1;152330,9;116886,9;160170,8;186918,6;221156,2;275809,8;330278,5;310429,5
Саратовская область;13086,2;14991,4;18171,2;22212,8;25730,4;42094,6;48986,0;59875,7;89735,4;71749,5;82890,9;102217,0;116328,9;124815,9;137074,9;143584,6
Ульяновская область;4182,3;5407,2;6667,3;7437,3;11951,9;15004,1;21941,6;32706,0;46510,8;49879,8;48661,8;60248,6;75163,1;78561,8;76996,1;79213,6
Уральский        федеральный округ;264003,4;377329,3;426666,1;487354,3;580276,0;629357,8;837923,2;1142664,7;1516719,7;1371464,9;1559558,9;1905962,3;2107234,1;2255849,3;2432723,9;2432724,4
Курганская область;2159,4;2864,2;3873,1;5822,2;6246,4;8817,4;14447,5;19567,6;34363,7;35993,9;26757,8;30829,4;36410,1;32812,8;31933,9;28158,2
Свердловская область;25865,1;32780,4;44009,0;57215,6;80144,2;93034,5;138153,7;182383,0;241159,8;201609,2;275733,8;347255,1;365820,5;364680,3;379380,0;360417,4
Тюменская область;214393,8;309880,0;344599,9;385948,1;432976,6;454197,6;595389,7;815080,3;1066921,7;989629,7;1109873,5;1353012,0;1512470,2;1645572,9;1794266,2;1821813,7
в том числе:;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный    округ – Югра;121867,8;184164,5;187536,6;182944,6;214296,6;242641,6;327103,7;403715,4;507524,9;496878,5;546812,1;674874,4;708496,0;753584,6;755089,4;791973,9
Ямало-Ненецкий автономный округ;81448,5;110478,2;138607,4;179689,5;178717,6;153119,5;177094,9;298689,0;408769,0;346569,3;393590,1;486238,6;589105,9;603486,1;735465,3;743640,5
Тюменская область без автономных округов;;;;;;;;;;;;191899,0;214868,3;288502,2;303711,5;286199,3
Челябинская область;21585,1;31804,7;34184,1;38368,4;60908,8;73308,3;89932,3;125633,8;174274,5;144232,1;147193,8;174865,8;192533,3;212783,3;227143,8;222335,1
Сибирский      федеральный округ;98152,3;142035,9;157004,3;207977,3;273794,6;362682,4;502499,4;733076,6;974746,4;871821,0;1035162,3;1275488,7;1534814,3;1508598,4;1540039,4;1476377,5
Республика Алтай;954,4;1308,9;1204,2;1338,3;2176,6;2606,8;3781,8;6354,4;7734,1;7521,7;9519,0;14731,3;10919,4;11964,2;14085,4;12366,9
Республика Бурятия;3462,8;5458,7;6760,9;10724,9;8499,6;9753,6;16724,5;20968,1;24707,2;24233,2;34512,3;39773,5;40863,4;44215,7;38539,4;39494,2
Республика Тыва;326,6;662,2;470,0;1066,0;1093,1;1249,0;2170,8;2274,1;3501,8;5428,0;6958,6;7816,2;11775,0;14006,3;17171,5;12504,4
Республика Хакасия;1818,5;2855,1;3031,8;4432,5;6646,1;10749,9;19656,2;17589,8;13859,9;13294,5;22605,7;35262,3;38665,5;32460,7;40026,2;30367,0
Алтайский край;6485,0;7689,2;9454,5;12395,8;14334,6;20274,3;28697,1;42054,5;55318,3;44415,3;54625,4;70292,3;83981,1;96075,8;101978,3;82159,3
Забайкальский край;6464,1;9393,4;7269,8;12464,0;16274,2;18191,2;23379,0;34799,0;50276,4;43187,5;45530,8;53724,2;71078,0;58802,6;72006,4;83439,1
Красноярский край;25665,5;35578,5;33946,8;40332,2;55265,3;77537,2;97730,3;132156,7;220981,4;263739,6;292505,8;336040,3;419385,0;402314,6;372017,4;420166,6
Иркутская область;11038,4;16801,8;18416,2;24520,4;28720,8;39380,3;75366,1;125815,0;136024,1;112516,2;126286,5;153547,1;190520,2;213926,3;225749,7;225758,9
Кемеровская область;16937,9;21203,6;24862,4;30528,8;59485,6;82797,4;91960,3;115846,7;154042,1;111564,9;161884,6;218909,9;270984,9;221195,7;233317,2;176202,0
Новосибирская область;10846,7;15476,9;18362,3;24806,6;32466,7;41106,3;56624,8;95807,7;138712,1;108941,8;125968,5;149983,2;173261,8;198600,4;212323,4;185985,4
Омская область;5035,7;9138,2;14130,7;19800,1;24489,2;38845,3;46607,3;65370,8;82891,3;61052,5;74047,3;90588,6;110719,9;109038,2;100324,0;99488,3
Томская область;9116,7;16469,4;19094,7;25567,7;24342,8;20191,1;39801,2;74039,8;86697,7;75925,8;80717,8;104819,8;112660,1;105997,9;112500,5;108445,4
Дальневосточный    федеральный округ;52826,9;93272,8;120688,7;148214,2;230208,4;287132,6;345022,5;453913,4;607846,4;708448,0;816192,0;1089663,1;1001531,1;870052,5;830269,6;932198,5
Республика Саха (Якутия);15660,0;23139,4;28041,7;33632,5;37847,7;52602,1;61014,4;123817,7;163215,9;198218,9;138061,9;197029,8;213390,6;201213,3;186395,2;205260,9
Камчатский край;3460,1;3781,8;4134,0;7568,3;6267,7;7668,6;9226,8;14318,2;18664,4;25922,3;34202,7;35767,0;37916,7;33876,7;26451,5;24067,1
Приморский край;7536,2;11166,5;14805,5;16967,1;20167,6;29350,5;35657,5;48073,6;79342,2;153973,4;211765,0;312597,6;207199,3;126526,2;136089,6;143657,4
Хабаровский край;11047,9;16292,6;21513,7;27522,9;37154,0;40481,1;48921,3;66139,2;86575,4;100261,8;161076,0;185731,8;184417,8;155046,2;130673,0;117469,9
Амурская область;3977,9;15801,1;14594,5;19663,9;23398,3;24788,5;29484,1;47221,8;68232,3;67643,7;85978,0;121003,0;114701,7;103803,7;78949,6;104721,0
Магаданская область;2100,6;2703,6;3468,2;3617,5;4562,5;5489,7;7661,9;11036,7;15753,3;16441,2;17872,1;20448,1;30927,7;38519,3;42461,1;61909,2
Сахалинская область;8048,8;17287,4;27844,9;27985,1;87569,1;113321,9;141559,1;128835,6;156826,2;122360,1;142615,1;182473,9;170712,5;182748,1;211978,2;248542,3
Еврейская автономная область;345,3;438,1;922,0;1576,7;3461,4;5776,8;6149,0;8490,9;10419,3;8269,4;18903,6;25108,3;24709,8;13785,4;9421,9;11075,8
Чукотский автономный округ;650,1;2662,3;5364,2;9680,2;9780,1;7653,4;5348,4;5979,7;8817,4;15357,2;5717,6;9503,6;17555,0;14533,6;7849,5;15494,9
?????;;;;;;;;;;;;;;;;
1) Начиная с расчета 2016 года отдельные элементы счета операциий с капиталом в текущих ценах, являющиеся источником информации, исключены из Федерального плана статистических работ.;;;;;;;;;;;;;;;;
2) Включая приобретение за вычетом выбытия ценностей.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
