Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
 2. ТРУД;;;;;;;;;;;;;;;;;;;
ЗАНЯТОСТЬ И БЕЗРАБОТИЦА;;;;;;;;;;;;;;;;;;;
2.10. ПОТРЕБНОСТЬ В РАБОТНИКАХ, ЗАЯВЛЕННАЯ РАБОТОДАТЕЛЯМИ В ОРГАНЫ СЛУЖБЫ ЗАНЯТОСТИ НАСЕЛЕНИЯ1);;;;;;;;;;;;;;;;;;;
"(на конец года; человек)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;750947;887372;818491;804179;788309;816744;935706;1126295;894696;724379;981948;1160791;1298347;1377500;1396439;1135168;1175612;1392177;1485830
Центральный федеральный округ;283395;328514;300481;308431;298374;285743;320933;350208;328433;271525;291898;316016;333039;384699;363291;338196;319760;377517;388129
Белгородская область;5410;5632;5403;5045;5917;7435;7949;9774;6676;7319;9967;11073;10235;12444;22626;18673;20711;21162;20110
Брянская область;3244;3904;4936;4815;3738;4329;5035;6742;3236;3677;5235;7095;7277;10574;9568;7388;10144;9331;9429
Владимирская область;5838;7990;7318;7477;5990;7176;8970;11300;7116;4964;8175;9302;10631;14465;13221;9556;14272;14602;15267
Воронежская область;10230;10444;8522;8329;6745;9090;9765;9107;9148;8894;10453;13280;11071;20201;16786;44473;29020;23495;25727
Ивановская область;5962;6934;7029;6988;5210;6284;10064;11712;4102;4895;7897;9260;13544;14213;11425;6407;6445;7803;8474
Калужская область;5060;6359;5921;5806;5413;5785;6888;10057;9949;6790;7165;9158;9956;12686;9208;6443;7735;8842;10225
Костромская область;4251;4581;4313;4130;4398;5141;6030;5405;2529;3555;4606;4896;4891;6466;6745;4757;5478;5659;6222
Курская область;4066;5412;5492;4937;5256;3789;4442;5486;4651;1956;2847;3014;4267;4594;5506;4770;6362;7020;7409
Липецкая область;6612;6320;5455;6664;4520;4607;4346;4744;2872;6456;7508;8671;8619;7606;9273;6688;8000;9647;9543
Московская область;37047;49957;43212;43071;38812;43979;45804;50736;62059;36044;42462;47024;50386;62489;51700;36520;38119;39602;47167
Орловская область;2000;3015;2877;3860;2778;2581;4021;3854;3149;2004;2923;4087;5741;6303;6480;2954;4010;4355;5595
Рязанская область;5301;7159;3442;5340;6420;6195;7582;7664;5108;2989;6562;7565;9707;8999;9154;7054;8105;10101;7948
Смоленская область;4125;3961;3549;3295;3456;3935;5026;5811;2912;2132;3083;4776;5908;6761;6895;4208;4604;6188;6901
Тамбовская область;2859;3200;2648;1742;1416;1638;1926;2750;6397;7984;8421;10593;5731;7767;7936;15392;10302;8655;8685
Тверская область;5900;7688;5117;5627;5345;5635;6772;9026;6394;5638;8447;11849;11089;11974;10891;7407;8099;11216;12326
Тульская область;5514;8301;6909;6771;7192;6164;7117;8567;6745;6244;6930;9171;19254;14388;16161;12679;13292;14156;17108
Ярославская область;10721;13051;13590;12626;11395;9008;9784;10893;8995;3207;5930;7213;10588;13220;10422;8355;9964;11181;12232
г. Москва;159255;174606;164748;171908;174373;152972;169412;176580;176395;156777;143287;137989;134144;149549;139294;134472;115098;164502;157761
Северо-Западный  федеральный округ;94368;131171;119749;110330;110318;107072;122586;151163;102232;90427;122044;128888;142634;153931;167146;116885;124647;126739;138897
Республика Карелия;2782;3514;3151;4347;2722;3296;2922;3501;2732;1577;2737;3780;4305;3897;3559;4078;3899;3850;4247
Республика Коми;3986;4924;4323;3462;4035;4532;5838;7496;4921;4089;4974;10143;10643;10935;12148;7764;8570;8932;9638
Архангельская область;3689;5389;6347;5496;6746;4619;5792;8777;6600;6572;8078;7683;9006;9112;11433;8326;9220;12607;10905
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;130;238;85;102;65;127;184;238;226;643;133;253;354;480;376;294;629;597;657
Архангельская область без автономного округа;3559;5151;6262;5394;6681;4492;5608;8539;6374;5929;7945;7430;8652;8632;11057;8032;8591;12010;10248
Вологодская область;4224;5415;5250;5985;6173;7644;8754;7547;3771;7190;7763;8842;10808;8668;7826;8090;15007;13234;14408
Калининградская область;5351;7481;7652;9493;9204;8250;10007;8636;4369;2815;4980;7179;9358;10979;9556;6896;11039;12937;15036
Ленинградская область;10575;14190;13825;13238;11164;11494;12777;12671;9398;11684;12287;14013;12956;15720;17947;12764;15114;18683;19315
Мурманская область;3886;4230;4118;4389;4588;5463;6352;6206;5251;4847;5829;7618;7833;10357;8549;7621;9626;9838;13312
Новгородская область;3668;4010;3019;3818;4264;4294;4833;5858;5230;3537;6016;5935;6247;7770;6688;2916;3768;3554;2972
Псковская область;1964;2534;3115;2777;2355;2234;2471;3098;2326;2109;3521;5203;5691;6020;6552;4680;6212;5166;7039
г. Санкт-Петербург;54243;79484;68949;57325;59067;55246;62840;87373;57634;46007;65859;58492;65787;70473;82888;53750;42192;37938;42025
Южный                      федеральный округ;62263;69387;72834;68411;70654;80619;93276;116632;85485;66431;100826;126391;131528;125724;120005;101404;105849;123918;141949
Республика Адыгея;1579;2292;3010;2053;1678;1501;3645;3466;2138;1067;2780;4771;4744;4464;3659;3576;2197;2258;3613
Республика Калмыкия;190;321;312;304;297;389;352;450;374;118;347;457;963;1001;1656;1702;1731;1803;2199
Республика Крым;;;;;;;;;;;;;;;…;8168;10248;11589;12002
Краснодарский край;22596;24718;25766;26356;28461;31578;35645;49181;42323;32559;53219;67266;61908;54281;40158;19679;29783;40213;48599
Астраханская область;5063;4411;5557;3230;975;3417;3065;4023;4316;3431;3173;5425;5671;7921;7451;6216;6078;5800;8880
Волгоградская область;13884;16890;17349;16874;16996;18259;20712;26481;15397;11639;17719;18489;25002;24927;29010;34369;19423;24736;26299
Ростовская область;18951;20755;20840;19594;22247;25475;29857;33031;20937;17617;23588;29983;33240;33130;38071;24139;33197;34343;37492
г. Севастополь;;;;;;;;;;;;;;;…;3555;3192;3176;2865
Северо-Кавказский федеральный округ;14564;15646;15655;14773;13853;16141;16779;19972;14276;11941;14885;18800;24933;27414;30221;24158;31410;36418;33899
Республика Дагестан;1363;1261;686;767;757;510;560;444;386;417;426;487;445;585;669;726;979;915;1060
Республика Ингушетия;19;166;107;118;57;75;73;35;100;1575;70;204;174;500;128;125;508;361;607
Кабардино-Балкарская     Республика;435;703;869;1437;1729;1772;1874;2767;3080;1395;2640;3278;2775;3335;3379;3345;3497;4098;3583
Карачаево-Черкесская Республика;429;574;680;761;575;627;497;626;538;529;905;737;1716;1670;1443;1353;1523;1678;1868
