Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
4. ОБРАЗОВАНИЕ;;;;;;;;;;;;;;;;;;;
4.28. ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ АСПИРАНТОВ;;;;;;;;;;;;;;;;;;;
4.28.2. Численность аспирантов;;;;;;;;;;;;;;;;;;;
"(на конец года; человек)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;117714;128420;136242;140741;142662;142899;146111;147719;147674;154470;157437;156279;146754;132002;119868;109936;98352;93523;90823
Центральный    федеральный округ;50159;53542;56140;57467;58517;58996;60170;60508;60347;63262;63864;63064;60257;53914;48287;43740;39110;37176;37490
Белгородская область;560;619;740;827;918;1003;1071;1186;1226;1281;1257;1283;1275;1420;1386;1394;1384;1331;1298
Брянская область;350;413;453;444;473;472;464;524;506;687;695;649;579;478;424;368;313;342;330
Владимирская область;481;542;569;605;594;606;592;616;653;670;718;680;622;533;456;430;373;316;278
Воронежская область;1991;2132;2251;2325;2289;2347;2331;2294;2418;2599;2641;2617;2506;2302;2030;1897;1647;1612;1564
Ивановская область;989;1000;1017;988;963;919;925;904;922;996;1054;1076;1038;910;785;620;436;366;297
Калужская область;272;304;322;336;338;366;351;356;362;384;423;437;415;386;355;335;273;267;230
Костромская область;368;404;454;476;467;438;431;427;433;462;494;493;435;359;310;273;233;222;209
Курская область;734;840;907;942;958;960;955;1152;1169;1195;1242;1253;1127;1056;937;872;755;650;638
Липецкая область;457;552;528;522;505;504;515;540;560;648;592;598;573;298;394;343;256;250;226
Московская область;2829;2999;3050;3143;2967;2740;2927;2866;3420;3337;3008;2916;2889;2684;2307;2081;1997;1952;2515
Орловская область;694;775;880;1017;1049;1054;1049;1067;983;982;1052;1112;1050;875;774;700;566;551;486
Рязанская область;568;636;674;726;780;759;807;788;748;761;751;825;745;721;533;478;432;408;374
Смоленская область;281;321;373;395;411;418;513;543;535;505;470;402;356;275;276;251;208;177;164
Тамбовская область;752;844;888;932;964;919;907;954;1039;1118;1159;1166;1024;847;707;677;581;528;513
