Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
8. ЗЕМЕЛЬНЫЕ РЕСУРСЫ И ОХРАНА ОКРУЖАЮЩЕЙ ПРИРОДНОЙ СРЕДЫ;;;;;;;;;;;;;;;;;;;
8.7. ОБЪЕМ ОБОРОТНОЙ И ПОСЛЕДОВАТЕЛЬНО ИСПОЛЬЗУЕМОЙ ВОДЫ;;;;;;;;;;;;;;;;;;;
(миллионов кубических метров);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;133482;133193;133794;135579;134954;135463;142597;144386;143504;136753;140713;141627;142314;138545;136590;138873;137893;138675;144166
Центральный федеральный округ;36511;35306;35244;36258;35244;35942;39020;40138;39583;37041;36885;36675;37703;37178;37451;38061;37779;40213;38863
Белгородская область;1559;1575;1589;1606;1610;1618;1626;1675;1533;1421;1596;1691;1631;1655;1656;1628;1890;1918;1852
Брянская область;102;95;91;106;63;60;116;117;113;61;79;102;57;39;35;30;29;27;29
Владимирская область;412;423;343;324;339;338;330;337;316;318;248;314;312;248;248;258;251;234;259
Воронежская область;2849;2863;2943;3034;2419;2524;3618;3292;3508;3288;3060;2799;3459;3464;3318;3259;4302;3943;3521
Ивановская область;238;177;212;168;223;196;198;254;257;244;226;196;196;185;101;174;234;241;214
Калужская область;144;141;156;142;144;145;144;144;144;141;142;141;142;136;123;96;74;163;175
Костромская область;201;210;177;184;185;188;277;247;341;232;124;97;129;253;421;404;395;204;206
Курская область;5876;4875;5043;5660;5827;6046;5463;6083;5247;5604;5875;6025;6135;5273;6145;6131;5878;6115;5784
Липецкая область;2159;2121;2143;2039;2052;2042;2052;2074;2032;2078;2092;2086;2157;2182;2139;2216;2217;2166;2223
Московская область;3360;3487;3233;3465;3582;3419;3789;3925;3576;3376;3071;3060;3065;2906;3112;2967;3121;2584;2487
Орловская область;543;27;390;352;356;362;391;384;369;366;323;383;348;320;321;317;572;2698;3391
Рязанская область;2491;2214;2274;2344;2261;2182;2378;2515;2681;1804;1897;1964;1916;1908;1452;1196;1021;922;701
Смоленская область;4626;4874;4572;5080;4493;4713;4752;4721;5187;5143;5008;4960;4999;4713;5454;5372;4873;4900;4175
Тамбовская область;279;275;270;259;255;254;259;242;233;233;227;232;219;224;224;223;221;221;217
Тверская область;2274;2189;2169;2154;2494;2492;4524;4581;4579;4499;4509;4595;5896;6382;6156;6954;6354;7108;7173
Тульская область;2846;2871;2793;2798;2684;2884;2696;2940;3058;2628;2334;2221;2174;2584;2096;2378;2118;2159;1937
Ярославская область;549;622;575;603;587;621;598;593;613;519;260;256;251;250;225;226;153;152;155
г. Москва;6005;6268;6271;5940;5671;5860;5810;6015;5797;5088;5813;5552;4615;4457;4228;4233;4077;4458;4365
Северо-Западный     федеральный округ;9728;9938;10238;10176;10712;10626;10847;10972;11098;10635;10593;10901;10927;11073;10832;11068;11476;11235;11980
Республика Карелия;816;821;839;846;930;995;1057;1056;1056;1049;1106;1064;1018;890;978;963;1079;1046;1111
Республика Коми;1260;1342;1387;1367;1373;1336;1386;1441;1460;1430;1382;1462;1369;1455;1497;1468;1431;845;825
Архангельская область;629;682;731;686;824;841;861;855;875;753;809;813;848;837;854;841;842;910;912
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;0,7;0,5;0,8;1,6;1,9;2,6;6;7;7;8;10;9;10;14;6;14;19;24;16
Архангельская область     без автономного округа;629;681;730;685;822;838;855;848;868;745;799;804;838;823;848;828;823;886;896
Вологодская область;3655;3610;3619;3584;3650;3614;3641;3721;3655;3433;3536;3616;3658;3672;3687;3839;3956;3885;3944
Калинингpадская область;128;155;171;174;180;173;288;255;255;252;222;457;444;481;495;444;484;486;487
Ленинградская область;1096;1178;1301;1304;1379;1413;1355;1353;1358;1411;1372;1162;1090;1285;1037;1148;1043;1347;1989
Мурманская область;983;989;968;946;1038;1006;980;1018;1053;960;920;1058;1103;943;904;1017;1022;1034;1054
Новгородская область;539;549;552;549;564;560;552;582;572;547;568;524;532;558;611;644;890;927;948
Псковская область;12;15;15;12;12;12;11;8;6;6;3,6;3,3;4,5;4,4;4,3;2,1;3,2;3,1;3,2
г. Санкт-Петербург;610;597;656;707;761;676;716;684;806;793;676;742;861;949;763;701;727;752;707
Южный        федеральный округ;3906;4855;5850;5369;5271;5399;5270;5325;5507;5332;6731;7669;7293;7270;7270;8728;9113;9041;12886
Республика Адыгея;7;32;30;30;30;29;29;29;29;29;28;28;28;28;28;28;28;28;28
Республика Калмыкия;0,9;0,9;0,8;0,9;1,0;1,0;0,9;1,0;0,9;0,9;0,0;0,0;0,0;0,2;0,2;0,1;0,1;0,1;0,1
Республика Крым;;;;;;;;;;;;;;;202;241;313;260;3374
Краснодарский край;1079;870;1026;1096;1078;1195;1220;1198;1216;1193;1475;1903;1885;1837;1706;1764;1777;1982;1485
Астраханская область;292;289;314;313;308;295;267;264;265;271;261;243;72;229;246;513;493;492;492
Волгоградская область;1774;1799;1706;1768;1760;1866;1806;1760;1716;1567;1503;1600;1564;1418;1433;1377;1340;1287;1347
Ростовская область;753;1863;2773;2161;2095;2014;1946;2073;2280;2270;3464;3895;3743;3758;3636;4805;5162;4992;6159
г. Севастополь;;;;;;;;;;;;;;;19;0,4;0,3;0,3;0,3
Северо-Кавказский      федеральный округ;1125;1113;1102;1122;1165;1176;1110;1120;1099;1037;976;978;966;938;855;966;918;908;912
Республика Дагестан;28;27;26;24;24;22;22;20;20;20;22;19;19;19;18;18;18;18;18
Республика Ингушетия ;27;29;26;26;26;27;26;26;26;0,2;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Кабардино-Балкарская Республика;24;24;24;22;20;16;15;15;13;11;9;14;13;17;15;17;15;15;13
Карачаево-Черкесская Республика;76;74;70;74;67;62;61;61;61;60;27;28;29;27;27;27;26;26;26
Республика Северная Осетия – Алания;33;35;37;42;66;63;40;37;39;31;0,3;32;32;21;19;20;21;23;23
Чеченская Республика ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;5;4,4;4,4;0,0;2,8;0,1;4,1;0,2
Ставропольский край;937;924;920;935;962;987;946;960;938;914;914;879;868;849;777;882;838;823;832
Приволжский     федеральный округ;29582;29905;28990;29416;29925;28893;31354;31002;30891;29778;29618;29960;29520;28941;28100;27859;29038;29265;30051
