Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ;;;;;;;;;;;;;;;;;;;
ЖИЛИЩНЫЕ УСЛОВИЯ НАСЕЛЕНИЯ;;;;;;;;;;;;;;;;;;;
3.24. ЖИЛИЩНЫЙ ФОНД1);;;;;;;;;;;;;;;;;;;
3.24.3. Сельский жилищный фонд;;;;;;;;;;;;;;;;;;;
"(общая площадь жилых помещений; миллионов квадратных метров)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;767;776;784;792;802;826;840;851;866;884;898;914;923;915;951;969;984;1000;1004
Центральный        федеральный округ;191;194;197;199;202;206;211;215;220;225;228;234;232;214;222;226;227;231;224
Белгородская область;12;12;13;13;13;13;13;14;14;14;15;15;16;16;17;17;18;19;19
Брянская область;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12
Владимирская область;8;8;8;8;9;9;9;9;9;10;10;10;10;10;10;10;10;11;11
Воронежская область;23;23;23;23;23;24;24;23;24;24;23;23;23;23;24;24;24;24;25
Ивановская область;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6
Калужская область;7;7;7;7;7;7;7;7;8;8;8;8;9;9;9;9;10;10;10
Костромская область;6;6;6;6;6;6;6;6;5;5;6;6;6;5;5;6;6;6;6
Курская область;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13
Липецкая область;10;10;11;11;11;11;11;12;12;12;12;12;12;13;13;13;14;14;14
Московская область;36;38;39;40;42;44;47;51;54;58;60;64;60;41;45;45;44;44;33
Орловская область;7;7;7;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7
Рязанская область;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;12;12;12
Смоленская область;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Тамбовская область;11;11;11;11;11;12;11;12;12;12;12;12;12;12;12;12;12;13;13
Тверская область;12;12;12;12;12;12;12;12;12;12;12;12;13;12;12;13;13;13;13
Тульская область;8;8;8;8;8;8;9;9;9;9;9;10;10;10;11;12;12;12;12
Ярославская область;7;7;7;7;7;7;7;7;7;7;7;7;8;7;8;8;8;9;9
г. Москва;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Северо-Западный    федеральный округ;60;61;62;62;63;64;65;66;67;68;69;70;71;65;67;69;72;74;75
Республика Карелия;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3
Республика Коми;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
Архангельская область;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;0,2;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,4;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3
Архангельская область      без автономного округа;8;8;8;8;9;9;9;9;9;9;9;10;9;9;10;10;10;10;10
Вологодская область;10;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12
Калининградская область;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;6;6;6
Ленинградская область;13;13;13;14;14;14;15;15;16;17;17;18;19;14;16;18;20;22;21
Мурманская область;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1
Новгородская область;6;6;6;6;6;6;6;6;6;6;7;7;7;6;7;7;7;7;7
Псковская область;8;8;8;8;8;8;8;8;8;8;8;7;7;7;6;7;7;7;7
г. Санкт-Петербург;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Южный            федеральный округ;96;97;98;99;100;103;103;105;107;109;111;113;115;117;134;138;139;140;142
Республика Адыгея;4;4;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6
Республика Калмыкия;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Республика Крым;;;;;;;;;;;;;;;16;17;18;18;18
Краснодарский край;43;44;44;45;45;47;47;48;50;51;53;54;55;56;57;59;60;61;61
Астраханская область;5;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7
Волгоградская область;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14;14;13;13;13
Ростовская область;28;28;28;28;29;29;29;30;30;30;30;30;31;31;31;32;33;32;33
г. Севастополь;;;;;;;;;;;;;;;0,32);-;-;-;-
Северо-Кавказский    федеральный округ;62;64;65;66;67;70;73;73;75;76;77;78;80;91;92;92;93;94;97
Республика Дагестан;25;26;27;28;28;28;29;29;29;30;30;31;31;32;33;33;34;34;35
Республика Ингушетия;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;4;3;3;3
Кабардино-Балкарская Республика;5;6;6;6;5;6;6;6;6;6;6;6;6;7;7;7;7;7;8
Карачаево-Черкесская Республика;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
Республика Северная Осетия - Алания;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6
Чеченская Республика;…;…;…;…;…;…;3;3;3;3;3;3;4;14;14;14;14;14;16
Ставропольский край;21;22;22;22;23;23;23;24;24;24;24;25;25;25;25;25;25;25;25
Приволжский      федеральный округ;179;182;183;186;187;193;196;198;202;206;210;214;218;222;226;231;235;240;244
Республика Башкортостан;26;27;27;28;28;32;32;33;34;36;36;37;38;40;41;42;43;44;45
Республика Марий Эл;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6
Республика Мордовия;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Республика Татарстан;20;20;20;21;21;21;21;22;22;23;24;24;25;25;26;27;27;28;29
Удмуртская Республика;8;8;8;8;8;8;9;9;9;9;9;10;10;11;12;12;12;12;12
Чувашская Республика;11;11;11;11;11;12;13;12;12;13;13;14;14;14;14;15;15;15;15
Пермский край;12;12;12;13;13;13;13;13;13;14;14;14;15;14;14;14;14;15;15
Кировская область;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Нижегородская область ;18;18;18;18;18;18;19;19;19;19;20;20;21;21;21;22;22;22;23
Оренбургская область;16;16;16;17;17;17;17;17;18;18;18;19;19;19;19;20;20;20;21
Пензенская область;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13
Самарская область;12;12;12;13;13;13;13;14;14;14;14;15;15;16;16;17;17;18;19
Саратовская область;15;15;15;16;16;16;16;17;17;17;17;18;18;18;18;18;19;19;19
Ульяновская область;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;10;10
Уральский       федеральный округ;44;44;44;44;45;50;51;51;52;55;55;56;57;57;58;60;61;62;63
