Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
16. ТОРГОВЛЯ И УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
16.13. ОБЪЕМ КОММУНАЛЬНЫХ УСЛУГ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
16.13.1. Всего ;;;;;;;;;;;;;;;;;;;
(миллионов рублей);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;85858;123303;175177;247292;311032;416335;505048;602169;716074;871160;1045400;1209568;1277647;1454781;1582545;1694255;1808014;1916631;1995420
Центральный    федеральный округ;30969;41037;53561;77654;98461;127915;152276;188437;223139;272314;325340;372000;389227;456782;494626;521963;547046;575084;592943
Белгородская область;762;1167;1476;2167;2623;3588;4286;5295;6521;9126;11326;12395;13110;14903;16252;16725;17555;18139;18961
Брянская область;514;757;1103;1748;2256;2648;3426;4237;5184;5962;7757;10170;10322;11175;12027;12531;13297;14105;14656
Владимирская область;631;974;1299;2216;3037;4277;5811;7257;8097;10710;11253;13391;14042;16447;18068;19076;18730;19870;20140
Воронежская область;747;1136;1660;2279;2733;4775;5857;6917;8032;12708;14996;16928;17893;20107;22084;23834;26453;27479;28549
Ивановская область;477;701;1095;1742;2482;3025;3496;4132;5028;6469;8125;9369;9849;10922;11921;11699;12620;12678;13177
Калужская область;383;591;1135;1611;1963;2649;3347;4056;4675;5840;7213;8211;8822;10012;11261;12060;12981;12793;12701
Костромская область;237;357;605;829;1165;1605;1868;2481;2915;3379;4561;5057;5364;6193;6067;6450;6966;7404;7817
Курская область;290;667;1140;1555;2039;2547;3120;3384;4238;5450;6696;7560;8423;10084;11635;12355;13244;13515;14255
Липецкая область;662;897;1148;1712;2236;2649;3599;4157;4958;5997;8260;9377;10321;11884;12612;13119;14819;15491;15823
Московская область;4401;7219;11122;17610;22829;31417;39332;50473;61604;73877;89416;101158;105403;130890;143057;151927;154724;156247;159216
Орловская область;321;529;839;1221;1441;2008;2451;2778;3073;3810;5110;6186;6745;7821;8941;9411;10288;10662;9591
Рязанская область;458;766;1109;1638;1993;2759;3667;4349;5077;6410;8380;9726;10268;11953;13250;14020;15593;16549;17282
Смоленская область;524;706;979;1349;1702;2382;2994;3913;4319;5102;6620;7844;8099;8663;9863;10352;10686;10797;10958
Тамбовская область;558;790;1155;1671;1924;2520;3068;3767;4561;5541;6257;7397;8456;9878;10535;10798;11357;11604;12185
Тверская область;533;953;1462;1956;2653;3909;4282;5568;5843;7277;8115;9139;10656;11677;12046;13331;14671;15267;15859
Тульская область;833;1118;1751;2430;3359;4792;6099;6984;8375;9979;12383;15120;16125;18761;20645;20313;20666;21835;23063
Ярославская область;482;1085;1574;2135;2688;4981;6036;7097;6410;7507;9895;11651;11667;12890;14659;14733;15754;16226;17859
г. Москва;18154;20625;22907;31783;39339;45384;49537;61593;74228;87170;98978;111321;113663;132522;139704;149230;156640;174423;180853
Северо-Западный       федеральный округ;8848;13240;20099;28527;35759;47294;57059;66975;77389;94745;118732;133781;140908;151066;163584;175650;190620;200841;212521
Республика Карелия;397;519;831;1355;1808;2139;2562;3056;3214;3928;5161;5829;6026;6730;7116;7139;8026;8942;9284
Республика Коми;613;1138;1474;1988;3052;3514;4248;4941;6184;8062;9131;9966;10405;10824;11591;12433;12754;13429;14205
Архангельская область;548;709;1033;1343;2136;3343;4268;5276;5505;6174;7769;10258;10925;11054;12028;12763;13723;14768;15331
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;25;27;41;69;80;86;121;169;209;348;363;435;539;513;593;671;736;680;731
Архангельская область    без автономного округа;;;;;;;;;;;;;;10541;11435;12092;12986;14088;14600
Вологодская область;506;859;1422;1814;2244;3685;4883;5696;6996;7848;9299;10624;10733;11605;11800;12858;13619;13846;13785
Калинингpадская область;637;874;1335;2034;2584;3342;3828;4478;5135;6151;7411;7848;8146;9103;9489;10306;11693;12584;13043
Ленинградская область;785;1314;2154;2860;3341;5347;7040;8226;9710;12603;15471;17235;19174;21673;23281;24995;27416;27640;29457
Мурманская область;812;1251;1918;2881;3477;5363;6661;7901;8340;10176;13153;13226;13818;15179;16711;17396;18061;17179;18272
Новгородская область;327;501;799;985;1501;1977;2006;2359;2736;3246;4828;5468;5792;6678;7356;7435;7414;7725;8086
Псковская область;315;478;637;860;1136;1493;2137;2464;2916;3583;4105;4405;4201;4522;4902;5942;6564;6843;7127
г. Санкт-Петербург;3908;5597;8495;12408;14480;17092;19427;22578;26653;32974;42404;48922;51688;53698;59310;64383;71350;77885;83931
Южный          федеральный округ;7862;11191;15625;21729;26314;36772;42275;54786;63233;78229;90898;107152;118832;145278;161559;188547;198575;213079;222075
Республика Адыгея;199;255;363;528;771;1241;1308;1578;1952;2227;2204;2522;2671;3232;3824;3627;4164;4229;4284
Республика Калмыкия;98;126;145;206;326;389;519;564;662;776;874;1113;1333;1540;1773;1864;1890;1976;2134
Республика Крым;;;;;;;;;;;;;;;860;10272;12152;16720;18448
Краснодарский край;3271;4616;6143;8508;10034;14459;16194;22681;24379;31819;36691;44420;48744;65925;74394;82277;90477;95241;99801
Астраханская область;430;608;742;1274;1403;2249;2757;2844;3653;4567;5948;6918;7338;7880;9026;8982;10233;11199;12109
Волгоградская область;1320;1962;2999;4141;4917;6886;8104;10266;12132;13941;14977;16773;20959;25752;27310;32329;27914;30242;29579
Ростовская область;2544;3624;5233;7071;8862;11547;13392;16853;20456;24899;30205;35407;37787;40949;43916;46367;48630;50032;50783
г. Севастополь;;;;;;;;;;;;;;;455;2828;3114;3440;4936
Северо-Кавказский     федеральный округ;2909;4658;5910;8233;10596;12478;15269;17526;21442;28644;35008;43020;46762;58297;65263;73948;79258;84042;87495
Республика Дагестан;383;604;796;1375;2262;2305;2161;2583;3629;5250;5735;8528;9000;11472;13814;15436;16418;17461;17842
Республика Ингушетия;125;198;243;415;492;138;494;188;273;348;483;649;829;945;634;1741;1757;2290;2317
Кабардино-Балкарская Республика;401;686;930;1339;1133;1284;1333;1630;1992;2794;3333;4133;4621;5714;6753;7575;8165;8250;8929
Карачаево-Черкесская Республика;166;211;312;386;547;691;922;984;1288;1565;2196;2431;2852;3183;3176;3363;3649;3755;3868
Республика Северная  Осетия – Алания;251;427;483;653;809;1102;1576;1651;1718;2418;2911;3461;3843;4485;5042;5835;6417;6562;6729
Чеченская Республика;…;…;…;…;…;…;…;124;260;797;1621;2375;2695;4831;5207;7483;9250;10303;11378
Ставропольский край;1583;2507;3147;4065;5352;6960;8783;10366;12283;15473;18729;21443;22922;27667;30636;32515;33602;35422;36432
Приволжский      федеральный округ;13692;20224;29441;42308;55495;79588;99652;117829;145249;175923;205381;240515;250132;276082;301046;318082;340027;363861;380651
Республика Башкортостан;1905;3002;4268;6081;8216;11007;14125;17763;24044;29008;23582;32408;31018;33933;39911;46363;49988;52661;51919
Республика Марий Эл;150;251;480;593;865;1258;1628;1892;2270;2920;3639;4199;4534;5190;5549;5700;6339;6739;6918
Республика Мордовия;400;517;731;933;1234;1705;2251;2571;2949;3810;4981;5254;5795;6568;7244;7573;7866;7955;7883
Республика Татарстан;1325;2030;2897;4668;6012;11633;13732;15852;19376;22166;26808;30988;34073;40137;43231;44583;47945;50820;57031
Удмуртская Республика;571;954;1501;2256;2766;3548;4550;5350;6502;6427;9134;9801;10056;11296;12562;13207;13696;15907;15922
Чувашская Республика;416;616;1127;1845;2283;2825;3551;4139;4687;5728;6692;7785;8650;9490;9838;10342;11149;12030;12341
Пермский край;1404;2064;2553;3949;4999;6774;8422;9558;11021;13460;19346;19983;21601;23369;25579;24753;27532;29254;31024
Кировская область;615;1099;1514;1863;2319;3478;4140;4775;6141;7330;8672;9672;10019;11735;12669;12767;13496;14638;14635
Нижегородская область;1583;2255;3527;4863;6447;9441;13633;15427;18513;24104;28116;32552;34083;37017;39294;41403;44883;48880;50685
Оренбургская область;895;1418;2041;2944;3636;5201;5990;7399;9655;12193;13826;15749;16593;18684;20310;21972;21544;23221;24299
Пензенская область;568;881;1271;1936;2328;3093;3820;4584;5404;6671;7956;9072;9938;11589;12571;13476;14521;15701;15732
Самарская область;2126;2288;3441;5074;7467;10238;12764;15903;19301;24230;28990;33859;35318;35635;40469;42456;44518;47622;50010
Саратовская область;1286;1890;2503;3175;4195;5535;6314;7429;9384;11108;14862;18821;17561;20369;19814;20447;22588;23658;27373
Ульяновская область;447;960;1585;2128;2728;3852;4731;5187;6002;6767;8776;10372;10893;11070;12006;13041;13962;14776;14879
Уральский    федеральный округ;6957;10645;17209;22420;27226;35951;45338;51228;62061;73504;89925;102573;108672;120730;132560;140164;153852;166281;175851
Курганская область;429;574;925;1180;1535;1731;2221;2806;3376;4128;5227;6549;6648;7084;7319;7843;8161;8350;8451
Свердловская область;2141;3502;5801;7216;7980;11140;14041;16644;20078;26391;33351;38387;40564;47045;53173;57289;64928;71861;79012
Тюменская область;2789;4204;7371;9852;11687;14511;18095;19854;24224;26932;31254;30629;34120;35122;37808;39163;43404;46058;46488
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;1658;2430;4106;5615;6669;8182;10438;10874;13206;13900;16381;15420;17275;18574;19523;19391;21607;22917;22939
Ямало-Ненецкий автономный округ;445;766;1608;2302;2802;3611;3923;4477;5163;6245;6876;6895;6915;6371;6666;6247;7344;7269;7314
Тюменская область без автономных округов;;;;;;;;;;;;;;10176;11620;13526;14452;15872;16236
Челябинская область;1598;2365;3112;4172;6024;8569;10981;11925;14381;16054;20093;27009;27341;31479;34260;35870;37359;40013;41900
Сибирский   федеральный округ;7282;11545;18817;27384;33220;44229;53999;60149;71852;83727;104386;121851;126951;139225;148088;155933;168639;180846;191097
Республика Алтай;28;48;107;148;187;276;314;375;453;622;750;766;866;913;1069;1164;1275;1366;1497
Республика Тыва;59;95;153;173;250;335;390;378;515;658;834;925;1008;1197;1223;1319;1395;1542;1580
Республика Хакасия;297;449;575;716;882;1154;1349;1539;1785;1927;2486;2835;3044;3427;3632;3721;3882;3946;4010
Алтайский край;981;1693;2366;3270;3920;6295;7052;7875;10413;12300;13802;15640;16102;17652;18945;22262;26025;27898;29980
