Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
 2. ТРУД;;;;;;;;;;;;;;;;;;;
ЗАНЯТОСТЬ И БЕЗРАБОТИЦА;;;;;;;;;;;;;;;;;;;
2.8. ЧИСЛЕННОСТЬ НЕ ЗАНЯТЫХ ТРУДОВОЙ ДЕЯТЕЛЬНОСТЬЮ ГРАЖДАН, ОБРАТИВШИХСЯ ЗА СОДЕЙСТВИЕМ В ПОИСКЕ ПОДХОДЯЩЕЙ РАБОТЫ В ОРГАНЫ СЛУЖБЫ ЗАНЯТОСТИ НАСЕЛЕНИЯ1);;;;;;;;;;;;;;;;;;;
(тысяч человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;1196,5;1311,0;1697,2;1821,9;2108,7;2009,0;1910,8;1731,8;1733,5;2348,8;1740,7;1400,9;1185,4;1048,5;1025,5;1150,2;1020,8;894,6;797,2
"Центральный 
федеральный округ";260,4;271,3;288,7;286,9;299,5;285,0;276,8;229,9;254,5;397,2;291,4;250,6;189,6;170,8;182,4;226,2;193,0;162,4;142,0
Белгородская область;6,7;7,4;9,5;10,7;12,1;11,6;12,0;9,1;12,5;15,0;12,0;10,7;8,8;8,1;8,3;8,4;6,3;6,3;6,2
Брянская область;14,7;13,1;13,8;13,2;13,0;12,5;12,2;9,1;9,6;17,4;12,3;10,3;8,8;7,5;7,5;8,9;8,2;6,2;5,1
Владимирская область;23,1;23,8;20,5;19,5;20,4;18,1;15,8;15,1;19,8;26,8;18,5;15,8;11,8;11,1;11,3;13,9;11,6;10,6;8,3
Воронежская область;16,2;18,5;21,7;27,4;21,6;22,3;25,3;22,2;23,5;30,5;21,3;20,0;14,0;12,9;12,6;14,2;13,2;11,8;11,5
Ивановская область;9,7;8,7;11,1;11,5;14,6;13,5;12,3;13,8;15,5;24,4;17,6;14,4;9,4;6,6;6,4;8,0;6,9;5,4;4,1
Калужская область;4,8;5,9;5,2;4,4;5,6;4,3;4,3;4,3;5,1;8,6;6,5;5,5;4,6;4,2;4,9;5,5;4,9;4,0;3,2
Костромская область;5,3;5,2;5,9;5,3;6,5;5,8;5,3;7,2;6,5;8,3;5,9;4,9;3,8;3,3;3,7;3,9;3,5;3,2;3,0
Курская область;6,8;7,2;10,1;10,1;10,9;9,3;8,2;7,5;8,1;11,4;10,1;8,4;7,1;6,2;6,3;7,4;5,8;4,6;4,2
Липецкая область;5,1;4,6;4,8;5,0;5,5;5,3;5,4;5,8;7,0;6,5;5,2;4,6;4,1;4,0;4,4;4,6;3,8;3,2;3,1
Московская область;48,6;43,7;48,6;44,7;44,6;41,1;35,6;28,2;38,8;68,0;41,4;34,4;26,5;22,7;26,9;38,8;31,8;27,5;23,0
Орловская область;4,3;4,4;6,9;7,0;12,2;7,4;6,6;6,2;6,6;8,6;7,0;6,0;4,9;3,8;4,5;5,2;5,0;3,9;3,6
Рязанская область;5,2;5,4;8,4;7,4;8,9;8,4;8,0;7,4;7,9;10,6;8,9;7,3;5,5;5,0;4,9;5,5;5,2;4,6;4,4
Смоленская область;5,4;5,2;5,7;5,5;6,1;6,1;6,1;5,9;6,2;11,6;9,5;8,0;6,4;6,7;8,5;8,8;8,1;6,9;6,4
Тамбовская область;13,6;14,8;16,2;14,7;14,3;15,8;15,7;11,3;8,4;9,9;8,1;7,0;5,4;5,1;4,8;5,1;4,7;4,2;3,7
Тверская область;5,9;6,6;6,7;6,2;9,2;7,7;8,4;6,9;9,1;16,6;12,0;9,8;8,5;8,3;8,0;9,6;8,1;6,6;5,0
Тульская область;9,3;10,5;10,5;12,2;10,4;8,8;7,7;7,5;8,8;17,1;13,2;11,6;8,6;7,6;8,9;7,7;6,5;4,8;4,2
Ярославская область;11,8;11,5;13,2;13,3;12,5;12,8;12,8;11,6;14,2;30,8;20,4;15,7;12,8;11,5;10,5;12,8;12,2;10,1;8,7
г. Москва;63,9;74,9;70,0;68,8;71,2;74,4;75,2;50,7;46,9;75,2;61,7;56,1;38,6;36,3;40,2;57,9;47,1;38,4;34,2
"Северо-Западный 
федеральный округ";141,0;169,7;187,4;170,3;185,7;164,1;146,2;136,8;151,3;226,8;155,9;107,2;99,4;86,0;83,2;100,7;93,5;84,2;76,8
Республика Карелия;11,0;12,6;12,6;12,6;13,9;13,7;12,9;10,5;10,9;15,4;10,8;9,1;7,4;8,0;7,4;8,7;8,0;6,8;6,8
Республика Коми;16,7;18,7;17,1;16,5;19,5;16,8;14,6;14,1;13,5;18,9;14,1;11,9;9,7;8,2;8,5;9,6;10,0;9,2;7,9
Архангельская область;17,4;19,4;21,0;18,9;21,6;16,7;16,1;16,2;15,6;20,5;17,6;13,7;12,7;11,9;11,5;14,8;13,0;11,1;10,6
          в том числе:;;;;;;;;;;;;;;;;;;;
"
Ненецкий автономный округ";0,9;0,8;1,0;1,0;1,2;0,9;0,6;0,6;0,6;0,9;0,9;0,7;0,6;0,4;0,4;0,6;0,7;0,7;0,5
Архангельская область без автономного округа;16,6;18,6;20,0;17,8;20,4;15,8;15,4;15,6;15,0;19,6;16,7;13,0;12,1;11,5;11,1;14,2;12,3;10,4;10,1
Вологодская область;11,7;12,1;15,4;12,8;15,3;12,0;11,8;11,4;14,1;26,6;16,9;12,1;10,5;9,4;9,2;11,1;9,7;8,6;7,1
Калининградская область;7,2;9,2;11,0;10,5;9,8;9,3;8,0;7,2;11,1;19,4;12,5;9,4;7,0;6,5;6,1;7,0;5,5;4,7;3,8
Ленинградская область;12,5;14,8;14,8;10,6;11,4;11,0;10,0;7,9;10,5;12,2;7,9;6,7;6,3;5,1;4,6;5,7;5,3;4,6;4,4
Мурманская область;20,4;23,9;23,7;23,2;22,6;19,6;17,9;15,9;13,3;19,2;15,0;11,8;10,3;8,3;8,2;10,0;9,4;9,0;8,5
Новгородская область;3,9;4,3;5,1;5,0;7,4;6,0;5,1;4,8;4,6;8,4;5,6;4,7;3,6;3,5;3,8;4,7;3,8;3,2;3,0
Псковская область;8,9;8,7;9,9;9,2;10,6;11,6;11,3;7,1;9,6;11,8;8,0;6,5;5,3;4,9;4,8;5,5;4,5;3,5;2,7
