Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ;;;;;;;;;;;;;;;;;;;
19.9.2. Подано патентных заявок на полезные модели1);;;;;;;;;;;;;;;;;;;
(единиц);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;4549;5863;6511;7400;8648;9082;9265;9588;10483;10728;11757;12584;13479;13589;13000;11403;10643;10143;9262
Центральный федеральный округ;1949;2299;2641;3126;3553;3501;3523;3907;4301;4523;4943;5343;5680;5734;5196;4556;4209;4009;3579
Белгородская область;26;26;24;25;59;43;40;55;49;58;103;95;104;106;112;109;111;98;74
Брянская область;29;35;20;18;18;21;19;29;32;31;62;85;87;63;87;89;141;129;104
Владимирская область;47;42;62;73;51;62;62;79;101;84;80;96;102;93;56;61;56;83;38
Воронежская область;63;6;101;117;98;89;122;110;77;119;144;180;197;165;176;127;139;126;142
Ивановская область;62;28;60;35;45;53;41;42;53;48;51;62;60;70;55;34;47;45;23
Калужская область;91;161;150;141;86;78;108;87;83;56;50;48;55;65;46;38;48;42;40
Костромская область;17;11;10;18;16;23;17;25;26;18;24;20;19;17;39;28;16;21;12
Курская область;30;12;34;49;54;80;74;100;75;92;102;85;107;90;74;124;76;68;75
Липецкая область;29;34;35;20;10;18;9;16;23;26;28;22;39;31;30;27;28;34;33
Московская область;260;302;356;463;563;532;501;707;777;825;950;934;999;920;838;692;731;714;627
Орловская область;24;33;46;40;42;42;17;28;47;36;63;60;56;55;35;39;32;25;26
Рязанская область;58;58;65;76;88;98;115;118;114;101;116;88;79;106;114;106;102;108;99
Смоленская область;23;11;16;16;9;6;17;11;13;15;21;16;24;22;16;28;25;26;3
Тамбовская область;5;4;1;8;6;8;12;21;21;23;41;31;23;28;21;39;37;23;15
Тверская область;76;85;78;82;95;72;72;65;97;105;101;102;113;113;104;97;79;57;78
Тульская область;84;75;57;77;98;113;98;96;80;86;85;107;88;87;94;62;73;48;48
Ярославская область;38;73;81;101;92;104;126;98;96;100;100;128;117;123;116;129;115;115;94
г. Москва;987;1303;1445;1767;2123;2059;2073;2220;2537;2700;2822;3184;3411;3580;3183;2727;2353;2247;2048
Северо-Западный федеральный округ;592;786;812;936;1026;1017;1049;1005;1087;1159;1220;1418;1481;1516;1624;1410;1538;1499;1375
Республика Карелия;5;9;5;9;9;10;11;7;6;9;16;23;31;60;35;49;54;36;27
Республика Коми;8;10;7;8;12;17;15;13;9;12;16;3;29;15;11;14;11;13;29
Архангельская область;8;18;13;16;25;8;18;27;26;23;32;39;44;47;51;46;39;28;45
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-
Архангельская область    без автономного округа;8;18;13;16;25;7;18;27;26;23;32;39;44;47;48;46;39;28;45
Вологодская область;3;4;7;11;16;20;16;20;18;24;26;27;36;36;30;51;38;53;50
Калининградская область;8;12;23;28;16;26;22;19;16;29;26;22;34;31;26;24;27;33;31
Ленинградская область;48;57;33;65;36;45;28;33;41;59;51;54;44;59;54;45;62;51;29
Мурманская область;12;20;21;14;14;24;19;27;20;29;20;23;23;26;17;17;16;18;13
Новгородская область;7;10;26;10;25;14;16;20;17;10;25;23;33;37;48;15;30;18;18
Псковская область;9;27;13;21;26;16;28;27;35;23;22;28;28;26;29;30;31;26;19
г. Санкт-Петербург;484;619;664;754;847;837;876;812;899;941;986;1176;1179;1179;1323;1119;1230;1223;1114
Южный           федеральный округ;147;241;265;325;334;394;396;455;505;572;667;686;793;788;711;717;753;757;674
Республика Адыгея;-;1;-;-;-;1;1;-;1;3;1;3;-;4;5;11;16;6;4
Республика Калмыкия;-;3;2;1;-;1;2;-;2;3;1;6;5;3;4;3;4;5;5
Республика Крым;;;;;;;;;;;;;;;40;77;120;141;87
Краснодарский край;67;74;117;147;132;159;138;173;181;188;268;228;295;290;244;247;187;149;146
Астраханская область;2;7;14;5;17;25;28;37;34;40;45;47;42;52;41;41;28;31;39
Волгоградская область;27;53;45;48;50;58;41;63;82;114;123;169;151;201;183;201;179;182;155
Ростовская область;51;103;87;124;135;150;186;182;205;224;229;233;300;238;234;214;184;222;215
