г. Москва;3,2;2,5;2,5;3,4;3,4;0,2;0,2;0,2;0,2;0,2;;;;;
Северо-Западный     федеральный округ;36198,2;36196,0;36195,9;36196,6;36196,8;36197,4;36197,1;36197,8;36197,6;36198,1;;;;;
Республика Карелия;7732,1;7731,7;7731,7;7731,8;7731,8;7731,8;7731,8;7731,8;7731,8;7731,8;;;;;
Республика Коми;4714,1;4714,4;4714,5;4714,6;4714,6;4714,6;4714,6;4714,6;4714,6;4714,6;;;;;
Архангельская область;11017,6;11017,2;11017,0;11017,0;11016,9;11017,1;11017,1;11017,1;11017,1;11017,1;;;;;
в том числе:;;;;;;;;;;;;;;;
Ненецкий автономный округ;4382,4;4382,2;4382,2;4382,2;4382,1;4382,3;4382,3;4382,3;4382,3;4382,3;;;;;
Архангельская область без автономного округа;6635,2;6635,0;6634,8;6634,8;6634,8;6634,8;6634,8;6634,8;6634,8;6634,8;;;;;
Вологодская область;1930,4;1930,4;1930,4;1930,4;1930,4;1930,4;1930,4;1930,4;1930,4;1930,4;;;;;
Калининградская область;232,0;231,3;231,3;231,3;231,3;231,3;231,3;231,3;231,3;231,3;;;;;
Ленинградская область;2097,9;2096,8;2096,7;2096,7;2096,7;2096,7;2096,9;2096,8;2096,8;2096,7;;;;;
Мурманская область;6887,1;6892,7;6892,7;6892,6;6892,7;6892,7;6892,7;6893,2;6892,7;6892,7;;;;;
Новгородская область;722,2;721,9;721,9;722,5;722,7;723,1;722,7;723,0;723,3;723,9;;;;;
Псковская область;856,4;851,4;851,5;851,5;851,5;851,5;851,5;851,5;851,5;851,5;;;;;
г. Санкт-Петербург;8,4;8,2;8,2;8,2;8,2;8,2;8,1;8,1;8,1;8,1;;;;;
Южный               федеральный округ;2682,7;2669,8;2670,1;2670,2;2662,9;2653,6;2866,4;2866,0;2865,0;2864,5;;;;;
Республика Адыгея;57,5;57,5;57,5;57,5;57,5;57,5;57,5;57,5;57,5;57,5;;;;;
Республика Калмыкия;322,9;313,7;313,7;314,2;307,7;299,5;299,5;299,1;299,1;299,1;;;;;
Республика Крым;;;;;;…;216,8;217,0;216,9;216,9;;;;;
Краснодарский край;567,2;566,3;566,3;566,4;566,5;566,5;566,4;566,1;565,2;564,5;;;;;
Астраханская область;814,3;806,3;806,5;806,0;805,1;804,1;799,3;799,3;799,3;799,3;;;;;
Волгоградская область;525,0;525,0;525,0;525,0;525,0;525,0;525,0;525,0;525,0;525,0;;;;;
Ростовская область;395,8;401,0;401,1;401,1;401,1;401,0;401,0;401,1;401,1;401,3;;;;;
г. Севастополь;;;;;;0,9;0,9;0,9;0,9;0,9;;;;;
Северо-Кавказский             федеральный округ;439,0;438,6;438,7;438,7;438,9;438,8;438,8;438,9;438,9;438,8;;;;;
Республика Дагестан;197,5;197,5;197,5;197,5;197,5;197,5;197,5;197,5;197,5;197,5;;;;;
Республика Ингушетия ;1,9;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;;;;;
Кабардино-Балкарская Республика;16,4;16,6;16,6;16,6;16,7;16,7;16,7;16,7;16,7;16,7;;;;;
Карачаево-Черкесская Республика;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;;;;;
Республика Северная     Осетия – Алания;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;;;;;
Чеченская Республика ;31,2;31,0;31,1;31,1;31,2;31,2;31,2;31,3;31,3;31,2;;;;;
Ставропольский край;156,2;155,9;155,9;155,9;155,9;155,8;155,8;155,8;155,8;155,8;;;;;
Приволжский          федеральный округ;3381,0;3382,9;3383,4;3370,8;3367,1;3357,4;3357,4;3354,6;3354,4;3354,5;;;;;
Республика Башкортостан;199,5;200,1;200,2;200,3;200,6;200,6;200,7;200,7;200,7;200,7;;;;;
Республика Марий Эл;119,2;117,8;118,2;118,2;118,2;118,2;118,1;118,1;118,1;118,1;;;;;
Республика Мордовия;36,8;36,7;36,7;36,7;36,7;36,7;36,7;36,7;36,7;36,7;;;;;
Республика Татарстан;535,7;533,8;533,9;520,4;516,2;504,8;504,6;502,4;502,2;502,1;;;;;
Удмуртская Республика;68,6;68,8;68,8;68,8;68,8;70,5;70,6;70,5;70,5;70,5;;;;;
Чувашская Республика;53,7;53,3;53,3;53,7;53,7;53,7;53,7;53,2;53,2;53,2;;;;;
Пермский край;769,2;769,6;769,4;769,4;769,4;769,4;769,4;769,4;769,4;769,4;;;;;
Кировская область;248,1;251,4;251,4;251,4;251,4;251,3;251,4;251,4;251,3;251,4;;;;;
Нижегородская область;284,1;285,4;285,4;285,5;285,6;285,7;285,6;285,6;285,7;285,7;;;;;
Оренбургская область;126,4;126,5;126,6;126,6;126,6;126,6;126,6;126,6;126,6;126,6;;;;;
Пензенская область;55,2;55,4;55,4;55,5;55,6;55,6;55,7;55,7;55,7;55,8;;;;;
Самарская область;268,5;268,0;268,0;268,0;268,0;268,0;268,0;268,0;268,0;268,0;;;;;
Саратовская область;376,9;377,1;377,1;377,1;377,1;377,1;377,1;377,1;377,1;377,1;;;;;
Ульяновская область;239,1;239,0;239,0;239,2;239,2;239,2;239,2;239,2;239,2;239,2;;;;;
Уральский                федеральный округ;58420,0;58262,9;58248,4;58245,1;58229,8;58228,6;59817,5;59817,2;59814,8;59814,4;;;;;
Курганская область;702,6;702,5;702,5;702,5;702,5;702,5;702,5;702,6;702,6;702,6;;;;;
Свердловская область;2322,9;2326,0;2314,0;2311,4;2309,9;2310,1;2310,2;2309,8;2308,5;2308,2;;;;;
Тюменская область;54925,2;54765,3;54762,7;54762,6;54748,8;54747,4;56336,2;56336,2;56335,1;56335,0;;;;;
в том числе:;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;23277,3;23118,0;23115,4;23115,3;23101,5;23100,1;23099,9;23099,9;23098,8;23098,7;;;;;
Ямало-Ненецкий автономный округ;26529,7;26529,7;26529,7;26529,7;26529,7;26529,7;28118,7;28118,7;28118,7;28118,7;;;;;
Тюменская область без автономных округов;5118,2;5117,6;5117,6;5117,6;5117,6;5117,6;5117,6;5117,6;5117,6;5117,6;;;;;
Челябинская область;469,3;469,1;469,2;468,6;468,6;468,6;468,6;468,6;468,6;468,6;;;;;
Сибирский          федеральный округ;54635,3;54696,4;54719,2;54735,2;54735,6;54743,1;54742,9;54742,9;54742,9;54742,9;;;;;
Республика Алтай;159,3;159,7;159,7;159,6;159,7;159,7;159,7;159,6;159,6;159,7;;;;;
Республика Тыва;1254,4;1254,4;1254,5;1254,5;1254,5;1254,5;1254,5;1254,5;1254,5;1254,5;;;;;
Республика Хакасия;144,4;144,4;144,4;144,4;144,4;144,4;144,4;144,3;144,3;144,3;;;;;
Алтайский край;837,6;817,0;817,0;817,3;817,3;817,3;817,3;817,3;817,3;817,3;;;;;
Красноярский край;31771,1;31887,9;31887,9;31903,8;31904,0;31911,7;31911,6;31911,7;31911,7;31911,7;;;;;
Иркутская область;4358,3;4325,7;4348,4;4348,4;4348,5;4348,3;4348,3;4348,4;4348,4;4348,4;;;;;
Кемеровская область;183,3;182,5;182,5;182,5;182,5;182,3;182,2;182,2;182,2;182,1;;;;;
Новосибирская область;3826,5;3825,9;3825,9;3825,9;3825,9;3825,9;3826,1;3826,1;3826,1;3826,1;;;;;
Омская область;2317,7;2316,4;2316,4;2316,4;2316,4;2316,6;2316,6;2316,6;2316,6;2316,6;;;;;
Томская область;9782,7;9782,5;9782,5;9782,4;9782,4;9782,4;9782,2;9782,2;9782,2;9782,2;;;;;
Дальневосточный          федеральный округ;66822,8;66839,5;66843,2;66842,8;66842,4;66839,8;66843,1;66842,8;66843,0;66842,9;;;;;
Республика Бурятия;2898,4;2896,4;2896,4;2896,4;2896,3;2896,3;2896,3;2896,3;2896,3;2896,3;;;;;
Республика Саха (Якутия);32867,2;32867,2;32871,6;32871,5;32871,2;32871,1;32871,1;32871,1;32871,1;32871,1;;;;;
Забайкальский край;1395,9;1395,8;1395,6;1395,6;1395,6;1395,6;1395,6;1395,6;1395,6;1395,6;;;;;
Камчатский край;3355,3;3367,7;3367,7;3367,8;3367,8;3367,8;3367,8;3367,8;3367,8;3367,8;;;;;
Приморский край;891,9;890,7;890,5;890,5;890,6;888,1;891,3;891,3;891,5;891,5;;;;;
Хабаровский край;7080,8;7082,9;7082,8;7082,2;7082,0;7082,1;7082,1;7082,1;7082,2;7082,2;;;;;
Амурская область;5946,0;5945,5;5945,3;5945,1;5945,1;5945,1;5945,1;5945,1;5945,1;5945,0;;;;;
Магаданская область;5292,1;5292,8;5292,8;5292,8;5293,0;5293,0;5293,1;5292,7;5292,7;5292,7;;;;;
Сахалинская область;870,0;874,8;874,8;875,2;875,2;875,2;875,2;875,3;875,2;875,2;;;;;
Еврейская автономная область;949,6;949,9;949,9;949,9;949,9;949,8;949,8;949,8;949,8;949,8;;;;;
Чукотский автономный округ;5275,6;5275,8;5275,8;5275,8;5275,7;5275,7;5275,7;5275,7;5275,7;5275,7;;;;;
?????;;;;;;;;;;;;;;;
1)  По данным Росреестра.;;;;;;;;;;;;;;;
