Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
4. ОБРАЗОВАНИЕ;;;;;;;;;;;;;;;;;;;
4.27. ВЫПУСК БАКАЛАВРОВ, СПЕЦИАЛИСТОВ, МАГИСТРОВ;;;;;;;;;;;;;;;;;;;
(тысяч человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;635,1;720,2;840,4;976,9;1076,6;1151,7;1255,0;1335,5;1358,5;1442,3;1467,9;1442,9;1397,2;1291,0;1226,2;1300,5;1161,1;969,5;933,2
Центральный    федеральный округ;213,2;239,3;254,2;311,4;334,3;343,5;386,8;420,6;431,7;480,7;483,2;472,1;454,9;417,0;385,4;417,8;378,4;330,4;312,9
Белгородская область;6,1;6,6;6,9;7,8;9,3;9,6;11,4;11,9;13,2;14,7;14,6;15,8;15,9;14,9;12,8;14,8;12,8;11,3;10,9
Брянская область;3,5;3,8;5,5;6,5;7,3;7,4;8,8;9,2;9,7;10,4;11,4;10,9;10,5;10,3;9,7;10,2;7,5;6,0;5,4
Владимирская область;3,8;4,6;5,6;6,7;7,6;7,3;10,1;10,3;10,4;10,8;11,3;11,4;11,1;10,2;8,7;7,8;7,7;6,1;6,7
Воронежская область;11,4;12,8;15,9;17,6;19,4;21,0;22,0;23,6;25,4;27,5;28,2;29,2;27,6;23,7;22,4;26,0;21,5;20,2;20,7
Ивановская область;6,4;6,1;7,4;8,5;9,6;10,2;11,3;11,6;11,4;11,7;11,6;10,7;10,4;9,1;8,2;9,0;7,9;6,7;5,8
Калужская область;2,2;2,6;3,9;4,2;4,4;5,0;5,3;7,1;7,5;7,8;8,0;7,6;6,8;6,0;5,7;6,2;4,2;3,6;3,9
Костромская область;2,4;2,5;2,8;3,3;3,3;3,6;3,5;3,6;3,8;3,9;4,1;4,1;4,0;3,9;3,9;4,7;2,8;2,5;2,1
Курская область;4,8;5,3;6,7;7,5;9,1;8,6;11,0;11,8;11,4;15,3;16,3;15,5;14,2;13,8;14,2;14,3;13,3;8,9;8,1
Липецкая область;3,0;3,4;4,6;4,6;5,5;4,9;5,2;6,1;6,2;7,7;7,9;8,9;8,3;7,5;7,0;7,6;6,5;4,7;4,4
Московская область;15,1;19,6;17,4;18,3;18,6;24,9;26,3;28,2;29,3;32,5;33,3;31,2;30,2;31,4;29,3;30,1;25,0;16,0;16,4
Орловская область;4,4;5,0;5,9;6,9;7,0;7,0;7,8;8,3;8,3;8,7;9,0;9,1;8,4;7,8;7,4;8,6;7,7;6,7;6,8
Рязанская область;3,5;4,6;5,6;6,2;6,3;8,1;9,1;9,2;9,6;10,0;9,6;9,7;11,5;9,5;8,4;9,4;7,5;6,9;6,2
Смоленская область;2,9;3,3;4,1;4,8;5,6;6,9;7,6;7,8;7,7;8,1;9,0;9,6;8,7;8,1;8,6;7,5;6,0;5,3;4,4
Тамбовская область;3,8;4,1;5,0;5,0;5,3;6,3;6,7;7,9;8,6;8,6;8,9;8,7;8,7;8,7;7,8;9,2;6,7;5,9;6,6
Тверская область;4,4;4,2;5,2;6,0;6,1;6,3;7,3;7,4;7,7;8,1;8,4;7,9;7,9;7,8;7,9;7,8;7,3;6,1;5,5
Тульская область;4,7;5,1;7,1;7,5;7,9;7,6;8,5;10,7;8,5;10,1;9,6;9,7;10,0;8,8;9,1;10,1;6,9;7,0;6,6
Ярославская область;5,0;5,4;6,6;6,5;7,8;8,6;9,5;9,3;9,9;9,6;10,3;10,0;9,3;10,0;9,6;9,5;8,0;6,4;6,1
г. Москва;125,8;140,2;138,0;183,3;194,5;190,3;215,4;236,5;243,0;275,4;271,9;262,3;251,5;225,6;204,6;224,8;219,1;200,2;186,3
Северо-Западный      федеральный округ;70,9;80,4;92,5;102,5;112,8;120,0;130,2;137,2;138,6;145,1;147,0;146,3;140,9;126,1;118,1;124,7;116,2;93,5;90,7
Республика Карелия;2,2;2,8;3,8;3,7;3,7;4,3;4,6;4,8;4,4;4,6;4,6;4,5;4,3;3,4;3,4;3,4;3,0;2,5;2,2
Республика Коми;2,6;2,7;3,8;3,9;4,5;5,2;5,6;6,1;6,1;6,0;6,0;6,0;5,8;4,9;5,3;5,2;4,8;3,6;3,3
Архангельская область;3,9;4,3;5,7;6,6;7,9;7,5;8,5;8,6;9,1;9,0;9,0;8,8;8,0;6,7;6,1;6,1;5,8;3,9;3,9
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Архангельская область без автономного округа;3,9;4,3;5,7;6,6;7,9;7,5;8,5;8,6;9,1;9,0;9,0;8,8;8,0;6,7;6,1;6,1;5,8;3,9;3,9
Вологодская область;3,8;4,9;5,6;6,4;7,1;7,8;8,4;9,5;9,6;9,8;9,4;9,9;8,9;7,7;7,4;7,6;6,0;4,5;4,0
Калининградская область;2,6;3,1;3,9;4,6;4,2;5,8;6,4;7,2;7,3;7,6;7,6;8,2;7,9;7,4;6,7;6,8;5,9;3,8;3,7
Ленинградская область;0,2;3,5;3,7;1,2;1,5;1,8;2,0;2,1;2,2;2,2;2,2;2,3;1,9;2,1;2,3;2,2;2,5;1,5;1,4
Мурманская область;1,7;1,9;3,5;3,7;4,5;5,7;6,8;6,8;6,9;7,2;7,0;6,5;6,1;6,3;5,1;4,4;3,2;2,0;1,9
Новгородская область;2,5;3,0;3,9;3,9;4,3;4,3;4,1;4,2;4,3;4,2;3,9;4,4;3,8;2,9;3,0;2,9;2,8;2,0;1,6
Псковская область;1,7;1,9;2,7;3,2;3,1;3,6;3,8;3,7;4,0;4,4;4,2;4,5;4,0;4,3;3,3;3,8;3,7;2,6;2,2
г. Санкт-Петербург;49,7;52,3;56,0;65,0;71,8;73,9;80,0;84,3;84,7;90,1;93,2;91,4;90,3;80,6;75,4;82,2;78,4;67,2;66,4
Южный         федеральный округ;51,1;56,4;69,4;78,2;86,3;93,1;101,2;110,9;114,9;119,9;121,7;122,1;119,1;114,9;122,4;127,7;121,1;96,6;94,2
Республика Адыгея;2,9;2,7;2,9;3,1;3,2;2,4;3,5;3,7;3,8;3,9;4,0;3,7;3,7;3,3;3,2;3,7;8,0;4,9;3,4
Республика Калмыкия;1,2;1,2;1,2;1,3;1,6;1,9;1,9;1,9;2,0;2,3;2,4;2,4;2,5;2,5;2,0;2,0;1,6;1,7;1,7
Республика Крым;;;;;;;;;;;;;;;13,2;7,3;10,5;9,4;10,0
Краснодарский край;13,7;15,1;19,7;24,0;25,7;27,5;30,3;35,6;36,0;38,7;39,4;40,9;40,2;38,4;33,4;40,1;34,3;25,8;25,2
Астраханская область;3,8;4,5;4,9;5,5;4,5;5,3;6,7;6,9;6,9;7,3;7,1;7,1;7,0;7,4;7,3;8,3;6,3;6,0;6,0
Волгоградская область;9,9;11,0;14,3;16,1;17,3;18,8;21,0;21,4;24,1;23,8;25,4;25,3;24,5;24,1;20,8;19,1;18,1;14,1;13,5
Ростовская область;19,6;21,9;26,4;28,2;34,0;37,0;37,8;41,4;42,1;44,0;43,4;42,9;41,2;39,1;38,3;45,0;39,5;32,1;31,6
г. Севастополь;;;;;;;;;;;;;;;4,2;2,3;2,8;2,5;2,8
Северо-Кавказский      федеральный округ;26,6;31,6;42,2;47,5;53,8;58,3;63,1;69,1;72,4;72,9;74,9;70,7;70,4;68,0;64,0;73,3;64,7;50,0;46,3
Республика Дагестан;7,7;9,5;13,5;15,4;17,1;18,4;20,2;22,6;22,0;21,1;22,2;17,4;19,7;19,4;17,6;19,5;18,3;14,1;13,2
